unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev
FRMD4A_ATTAAA_chr10_start_13645891_end_13645892,FRMD4A_ENSG00000151474.23,chr10,13645891,13645892,-,0.147363096,-0.225333033,0.251655793,-0.088370898,-0.018158143,-0.023469463,-0.007063128,-0.095977324,0.721921877,0.723125317,0.723258117,0.397354593,0.398825398,0.39433028,0.392608779,0.375158852,0.869284972,0.497792284,0.974913911,0.308983695,0.380667254,0.370860817,0.385545651,0.279181528,106,106,106,253,253,253,253,193,0.072700341,0.004860695,3.65e-12,0.067450546,0.869704385,0.026382897,0.256611898,0.022166771,NA,0,0,NA,NA,0.833196845,NA,0.07259223,6.466345473,12.81800974,51.87597311,5.761989753,0.271100202,0.774778086,0.043358441,4.600999059,1,1,1,1,1,1,1,1,0.010993637,3.43e-4,5.91e-13,0.016376516,0.602594701,0.37874296,0.835051808,0.03195333,0.083395675,0.006213411,5.15e-12,0.033215992,0.710928245,0.528890097,0.90469943,0.081150441
ZFAND5_AATAAA_chr9_start_72354460_end_72354461,ZFAND5_ENSG00000107372.13,chr9,72354460,72354461,-,-0.078264498,0.09543113,-0.4776007,0.025512171,0.005972854,0.0119155,-0.007059941,-0.076021865,0.615247498,0.615000254,0.615021892,0.637917953,0.662821934,0.626286643,0.644046717,0.63907916,0.536983,0.710431384,0.137421192,0.663430124,0.668794788,0.638202143,0.636986775,0.563057296,253,253,253,465,465,465,465,533,0.085287794,0.011422818,8.94e-54,4.97e-25,1.46e-7,0.001046031,0.001189928,8.37e-12,NA,0.034913075,4.32e-55,0.495549849,1,1,1,0.221629057,6.457612193,7.788033327,245.2344722,1.030367804,0.26452474,0.196313577,0.042467702,3.882981779,1,1,1,1,1,1,1,1,0.011047801,0.005259341,2.84e-55,0.310072297,0.6070285,0.657713021,0.836730817,0.048777855,0.083578576,0.046104331,3.18e-53,0.406564442,0.714607095,0.768329714,0.905911241,0.113466383
SUMO3_APA_chr21_start_44805624_end_44805625,SUMO3_ENSG00000184900.16,chr21,44805624,44805625,-,-0.075684355,0.068201836,-0.282761859,0.070052635,0.036929354,0.011881023,0.03187747,NA,0.677837021,0.681415279,0.677758863,0.531224174,0.546435055,0.545171914,0.527905668,NA,0.602152667,0.749617116,0.394997004,0.601276809,0.583364408,0.557052937,0.559783138,NA,452,452,452,528,528,528,528,NA,0.034147114,0.278840944,3.69e-29,6.35e-8,5.45e-4,0.031502751,0.532729886,NA,0.170217052,NA,8.08e-20,0.008106042,0.898240446,1,NA,NA,6.452899779,4.638083609,85.22973153,9.114415048,1.978087083,0.354608539,2.975726543,NA,1,1,1,1,1,1,1,NA,0.01107714,0.031269902,2.66e-20,0.00253603,0.159592074,0.55151587,0.084522168,NA,0.083724215,0.158865481,4.16e-19,0.006398093,0.254468546,0.682410376,0.20529923,NA
ARFGEF2_AATAAA_chr20_start_49033627_end_49033628,ARFGEF2_ENSG00000124198.10,chr20,49033627,49033628,+,0.168214687,0.058286284,0.298574274,-0.124758086,-0.067744185,-0.138116952,-0.030877729,-0.209823987,0.117007922,0.127776455,0.126496882,0.226240791,0.244116079,0.215525047,0.247896134,0.265434459,0.285222609,0.186062739,0.425071155,0.101482705,0.176371894,0.077408096,0.217018405,0.055610472,11,11,11,22,22,22,22,19,0.074217462,0.650202181,5.94e-4,0.057552065,0.197831748,0.005049464,0.731758019,3.47e-4,NA,NA,0,NA,NA,0,NA,0,6.410863964,0.697993068,13.35200408,4.360267265,2.261203134,9.950331933,0.263176811,15.78557925,1,1,1,1,1,1,1,1,0.011342421,0.403458875,2.58e-4,0.036786533,0.132650968,0.001608204,0.607945995,7.09e-5,0.084802482,0.685131367,7.04e-4,0.066662151,0.220003225,0.006385455,0.760388327,4.77e-4
ARFGEF2_AATAAA_chr20_start_49036691_end_49036692,ARFGEF2_ENSG00000124198.10,chr20,49036691,49036692,+,-0.168214687,-0.058286284,-0.298574274,0.124758086,0.067744185,0.138116952,0.030877729,0.209823987,0.882992078,0.872223545,0.873503118,0.773759209,0.755883921,0.784474953,0.752103866,0.734565541,0.714777391,0.813937261,0.574928845,0.898517295,0.823628106,0.922591904,0.782981595,0.944389528,67,67,67,120,120,120,120,189,0.074217462,0.650202181,5.94e-4,0.057552065,0.197831748,0.005049464,0.731758019,3.47e-4,NA,NA,0,NA,NA,0,NA,0,6.410863964,0.697993068,13.35200408,4.360267265,2.261203134,9.950331933,0.263176811,15.78557925,1,1,1,1,1,1,1,1,0.011342421,0.403458875,2.58e-4,0.036786533,0.132650968,0.001608204,0.607945995,7.09e-5,0.084802482,0.685131367,7.04e-4,0.066662151,0.220003225,0.006385455,0.760388327,4.77e-4
LGALS8_None_chr1_start_236548282_end_236548283,LGALS8_ENSG00000116977.19,chr1,236548282,236548283,+,0.153478661,0.009791018,0.320669063,-0.194527804,-0.099149306,-0.1334068,-0.046697557,-0.112642858,0.402886085,0.402254928,0.401934797,0.406557989,0.363769588,0.418971133,0.358226276,0.401168763,0.556364746,0.412045947,0.72260386,0.212030185,0.264620282,0.285564333,0.311528719,0.288525905,75,75,75,116,116,116,116,126,0.124440303,0.398187851,1.09e-15,1.92e-12,7.68e-5,1.26e-9,0.219926658,0.074962075,NA,NA,1.2e-11,2.38e-6,0.053664515,1.98e-4,NA,NA,6.249009614,0.042879231,46.79930859,24.4998484,6.00047672,16.6498802,0.715194978,2.676790101,1,1,1,1,1,1,1,1,0.012426277,0.835952841,7.86e-12,7.43e-7,0.014302013,4.5e-5,0.397724581,0.101820778,0.090117863,0.932604014,6.19e-11,3.78e-6,0.03494397,2.71e-4,0.590842425,0.200276422
UBL3_AATAAA_chr13_start_29765611_end_29765612,UBL3_ENSG00000122042.10,chr13,29765611,29765612,-,0.153417938,-8.13e-4,0.294467085,0.153945782,0.043778836,0.179517696,0.062993233,-0.224700926,0.37239436,0.367526642,0.371210736,0.29240648,0.388650649,0.399972174,0.384364915,0.52358553,0.525812298,0.366714028,0.665677821,0.446352261,0.432429486,0.57948987,0.447358148,0.298884603,15,15,15,18,18,18,18,45,0.112722484,0.503541222,8.68e-6,0.008879481,0.405476389,0.042348458,0.687783866,0.086443689,NA,NA,1.48e-5,0.016809635,NA,0.013297327,NA,NA,6.18153215,1.35e-5,19.5631973,6.544985654,0.268722006,7.536984292,0.707644667,4.10470682,1,1,1,1,1,1,1,1,0.012909045,0.997071632,9.73e-6,0.010518018,0.604190352,0.006044513,0.400226836,0.042764005,0.092755119,1,3.43e-5,0.022501612,0.712284555,0.019788868,0.592683313,0.102383388
GGCX_AATAAA_chr2_start_85549348_end_85549349,GGCX_ENSG00000115486.13,chr2,85549348,85549349,-,0.188959597,0.088054503,0.357241264,0.029374939,0.046047382,0.101015093,5.5e-4,0.009904058,0.183103673,0.182583961,0.182001858,0.191098749,0.192103099,0.163331673,0.199431282,0.138312721,0.372063271,0.270638464,0.539243122,0.220473688,0.23815048,0.264346765,0.199981448,0.148216779,29,29,29,30,30,30,30,27,0.181538464,0.166494182,3.27e-7,0.053873427,0.006923817,4.86e-6,0.455247801,0.336162653,NA,NA,1.95e-8,NA,0.870574097,0.06498924,NA,NA,6.143370157,1.956066776,32.35339797,0.781964419,1.451916629,7.578035471,-9.33e-4,0.009296302,1,1,1,1,1,1,1,1,0.013190568,0.161934595,1.29e-8,0.376541023,0.228220662,0.00590838,1,0.923189126,0.094450841,0.423039918,6.84e-8,0.475768315,0.33995646,0.019397954,1,0.95646744
PDLIM5_AATAAA_chr4_start_94668219_end_94668220,PDLIM5_ENSG00000163110.15,chr4,94668219,94668220,+,-0.204522585,-0.06333537,-0.379393535,0.223367875,0.130736514,0.099003587,-0.012718825,0.231434907,0.492656395,0.496299306,0.497102455,0.609985967,0.641962274,0.568192757,0.63923681,0.508970667,0.288133811,0.432963936,0.11770892,0.833353841,0.772698788,0.667196343,0.626517985,0.740405573,51,51,51,81,81,81,81,121,0.211152705,0.672746668,2.19e-11,3.61e-6,0.035412833,0.097463812,0.391791728,0.050607891,NA,NA,1.02e-12,3.62e-7,0.010175413,NA,NA,NA,6.009798724,0.510441567,51.62210207,26.79500847,7.732468648,3.501847422,0.047550299,7.046522984,1,1,1,1,1,1,1,1,0.01422665,0.474947767,6.73e-13,2.26e-7,0.005423655,0.061300411,0.827382121,0.007941927,0.099718725,0.737220598,5.82e-12,1.25e-6,0.015164391,0.133066187,0.899404431,0.026163731
CNN3_AATAAA_chr1_start_94896958_end_94896959,CNN3_ENSG00000117519.16,chr1,94896958,94896959,-,-0.111731939,0.043174461,-0.308199983,0.13233482,0.124456866,0.079514119,0.038605877,0.142717441,0.533721345,0.532973761,0.532933766,0.518760495,0.521034066,0.506253233,0.488915259,0.54494226,0.421989406,0.576148222,0.224733783,0.651095314,0.645490932,0.585767351,0.527521135,0.687659702,88,88,88,462,462,462,462,328,0.088257541,0.584396614,1e-12,4.27e-9,3.07e-9,0.002013871,0.187169156,2.79e-5,NA,NA,0,0,0,0,NA,0,5.969711927,0.91025552,54.53379292,37.77493049,38.88921531,11.84953496,2.883176747,21.15629058,1,1,1,1,1,1,1,1,0.014553658,0.340046631,1.53e-13,7.94e-10,4.49e-10,5.77e-4,0.089509276,4.23e-6,0.101496478,0.625977993,1.42e-12,6.16e-9,4.4e-9,0.002617644,0.213383148,3.92e-5
CNN3_AATAAA_chr1_start_94897208_end_94897209,CNN3_ENSG00000117519.16,chr1,94897208,94897209,-,0.111731939,-0.043174461,0.308199983,-0.13233482,-0.124456866,-0.079514119,-0.038605877,-0.142717441,0.466278655,0.467026239,0.467066234,0.481239505,0.478965934,0.493746767,0.511084741,0.45505774,0.578010594,0.423851778,0.775266217,0.348904686,0.354509068,0.414232649,0.472478865,0.312340298,221,221,221,483,483,483,483,372,0.088257541,0.584396614,1e-12,4.27e-9,3.07e-9,0.002013871,0.187169156,2.79e-5,NA,NA,0,0,0,0,NA,0,5.969711927,0.91025552,54.53379292,37.77493049,38.88921531,11.84953496,2.883176747,21.15629058,1,1,1,1,1,1,1,1,0.014553658,0.340046631,1.53e-13,7.94e-10,4.49e-10,5.77e-4,0.089509276,4.23e-6,0.101496478,0.625977993,1.42e-12,6.16e-9,4.4e-9,0.002617644,0.213383148,3.92e-5
RAB3B_ATTAAA_chr1_start_51907955_end_51907956,RAB3B_ENSG00000169213.7,chr1,51907955,51907956,-,-0.109315551,-0.015015472,-0.38580024,0.045889604,-0.069239444,-0.166186584,-0.101623005,-0.067651535,0.777681588,0.776507162,0.775335398,0.761846345,0.803966761,0.816147286,0.796220909,0.665340552,0.668366036,0.76149169,0.389535158,0.807735949,0.734727316,0.649960702,0.694597904,0.597689017,135,135,135,421,421,421,421,442,0.080762106,0.155242918,2.09e-14,0.76054453,0.263893853,1.18e-4,0.005174561,0.476779035,NA,NA,6.88e-13,NA,NA,2e-5,0.004502171,NA,5.930059002,0.113033854,52.40185692,0.123055975,3.714644201,21.02235918,11.37485765,1.575608348,1,1,1,1,1,1,1,1,0.014884743,0.736716225,4.52e-13,0.725743386,0.053937119,4.54e-6,7.44e-4,0.209394411,0.103544414,0.889823508,3.98e-12,0.791738884,0.105934781,3.47e-5,0.004694927,0.340909608
TMEM245_AATAAA_chr9_start_109015153_end_109015154,TMEM245_ENSG00000106771.13,chr9,109015153,109015154,-,-0.093180847,-0.295706837,-0.167797425,0.160561252,0.097427823,0.087402791,-0.004849997,0.24949628,0.870177669,0.898554002,0.867560226,0.760785114,0.775954319,0.706645335,0.785026367,0.65858053,0.776996822,0.602847166,0.699762801,0.921346366,0.873382141,0.794048126,0.780176369,0.908076809,126,126,126,224,224,224,224,228,0.190973828,1.03e-6,9.85e-4,1.75e-6,0.01908852,0.060397962,0.939968618,3.22e-6,NA,0,1.59e-4,0,0,NA,NA,1.67e-7,5.909641958,31.94725474,15.04992397,25.4711521,6.855663322,4.794722944,0.013261039,28.97401142,1,1,1,1,1,1,1,1,0.015058232,1.58e-8,1.05e-4,4.49e-7,0.008836075,0.028547048,0.908321011,7.34e-8,0.104401227,1.4e-6,3.08e-4,2.37e-6,0.023260795,0.072261856,0.9474273,9.95e-7
SLC25A23_APA_chr19_start_6436081_end_6436082,SLC25A23_ENSG00000125648.15,chr19,6436081,6436082,-,-0.133522575,-0.217504135,-0.207432461,0.071764022,-0.048916514,-0.143996898,-0.070239906,0.132833112,0.461280957,0.461042755,0.461139082,0.338369386,0.381873756,0.43642516,0.442565964,0.223651508,0.327758382,0.243538619,0.253706621,0.410133408,0.332957242,0.292428261,0.372326058,0.35648462,51,51,51,163,163,163,163,77,0.090914285,0.010171303,3.69e-4,0.264005667,0.439918804,0.015102782,0.423101941,0.188698319,NA,0,0,NA,NA,0,NA,NA,5.899063548,11.03917898,14.31077164,1.613374629,0.899220066,7.64748906,1.21107854,2.538415519,1,1,1,1,1,1,1,1,0.015148937,8.92e-4,1.55e-4,0.204018081,0.342990926,0.00568514,0.271118625,0.111106233,0.104506258,0.012938774,4.41e-4,0.289124351,0.467419939,0.018762105,0.459954434,0.214519002
SLC25A23_AATAAA_chr19_start_6440065_end_6440066,SLC25A23_ENSG00000125648.15,chr19,6440065,6440066,-,0.133522575,0.217504135,0.207432461,-0.071764022,0.048916514,0.143996898,0.070239906,-0.132833112,0.538719043,0.538957245,0.538860918,0.661630614,0.618126244,0.56357484,0.557434036,0.776348492,0.672241618,0.756461381,0.746293379,0.589866592,0.667042758,0.707571739,0.627673942,0.64351538,73,73,73,104,104,104,104,109,0.090914285,0.010171303,3.69e-4,0.264005667,0.439918804,0.015102782,0.423101941,0.188698319,NA,0,0,NA,NA,0,NA,NA,5.899063548,11.03917898,14.31077164,1.613374629,0.899220066,7.64748906,1.21107854,2.538415519,1,1,1,1,1,1,1,1,0.015148937,8.92e-4,1.55e-4,0.204018081,0.342990926,0.00568514,0.271118625,0.111106233,0.104506258,0.012938774,4.41e-4,0.289124351,0.467419939,0.018762105,0.459954434,0.214519002
LAMC2_AATAAA_chr1_start_183244558_end_183244559,LAMC2_ENSG00000058085.15,chr1,183244558,183244559,+,0.093905595,0.077021038,0.210715958,-0.037668045,-0.069217692,-0.017678011,-0.030479971,0.00724871,0.306651955,0.306796135,0.305680413,0.467117124,0.43255866,0.515243253,0.412683472,0.388160526,0.400557549,0.383817172,0.516396371,0.429449079,0.363340967,0.497565243,0.382203501,0.395409235,258,258,258,225,225,225,225,867,0.143373089,0.628244928,4.91e-15,0.004935012,0.386427216,0.838487422,0.730763728,0.451901138,NA,NA,1.43e-6,0.609296537,NA,NA,NA,NA,5.887339928,1.250922572,24.04090018,0.766683011,2.565208098,0.068863939,0.224621987,0.030886445,1,1,1,1,1,1,1,1,0.015250119,0.263376344,9.43e-7,0.38124515,0.109238182,0.792998122,0.63554054,0.860493967,0.104855626,0.550618506,3.83e-6,0.480811592,0.18754209,0.867267272,0.780429595,0.916097272
ELOA_AATAAA_chr1_start_23759895_end_23759896,ELOA_ENSG00000011007.13,chr1,23759895,23759896,+,0.161125855,-0.079841855,0.327422493,-0.347899001,-0.290088267,-0.217111176,-0.106557679,-0.273563353,0.563198676,0.564020313,0.56262783,0.5917986,0.579517904,0.573059507,0.569110602,0.59206251,0.724324531,0.484178458,0.890050323,0.243899599,0.289429636,0.35594833,0.462552922,0.318499157,25,25,25,78,78,78,78,99,0.091429021,0.62635355,9.5e-9,2.56e-21,2.99e-18,2.77e-10,0.011196477,3.22e-5,NA,NA,0,6.85e-23,6.4e-20,6.87e-12,0.002279896,1.96e-6,5.874445012,0.777728144,35.83791714,97.95117121,84.73441245,48.61045816,11.3512371,24.21552664,1,1,1,1,1,1,1,1,0.015362215,0.377836856,2.14e-9,4.29e-23,3.41e-20,3.12e-12,7.54e-4,8.61e-7,0.105277475,0.665162563,1.26e-8,1.06e-21,8.44e-19,5.93e-11,0.004749721,9.37e-6
ELOA_AATAAA_chr1_start_23762057_end_23762058,ELOA_ENSG00000011007.13,chr1,23762057,23762058,+,-0.161125855,0.079841855,-0.327422493,0.279153419,0.224284227,0.165286023,0.06423318,0.264377655,0.436801324,0.435979687,0.43737217,0.262522938,0.271961277,0.288259327,0.310351608,0.361096271,0.275675469,0.515821542,0.109949677,0.541676357,0.496245505,0.453545351,0.374584787,0.625473926,48,48,48,213,213,213,213,206,0.091429021,0.62635355,9.5e-9,2.56e-21,2.99e-18,2.77e-10,0.011196477,3.22e-5,NA,NA,0,4.32e-15,9.24e-13,1.11e-7,0.092492942,8.05e-6,5.874445012,0.777728144,35.83791714,62.47144467,52.235364,29.69570373,4.675934979,21.4971354,1,1,1,1,1,1,1,1,0.015362215,0.377836856,2.14e-9,2.7e-15,4.92e-13,5.05e-8,0.030588048,3.54e-6,0.105277475,0.665162563,1.26e-8,3.69e-14,6.71e-12,5.37e-7,0.096418517,3.36e-5
KNOP1_ATTAAA_chr16_start_19706888_end_19706889,KNOP1_ENSG00000103550.14,chr16,19706888,19706889,-,0.153722342,-0.054142683,0.281728754,0.029119591,-0.09889131,-0.08524749,0.024568671,-0.129348495,0.160858189,0.159102598,0.161144483,0.162862605,0.181514448,0.154829548,0.146264829,0.188658362,0.314580531,0.104959915,0.442873238,0.191982196,0.082623138,0.069582058,0.1708335,0.059309868,32,32,32,24,24,24,24,27,0.200263719,0.370008187,1.15e-4,0.240157895,0.042326515,0.045364874,0.084171767,0.057414659,NA,NA,1.94e-5,NA,0.041940091,0.013478283,NA,NA,5.870408215,1.325359818,19.04675148,0.351205518,5.217962756,7.512634473,0.386023852,5.908836092,1,1,1,1,1,1,1,1,0.015397481,0.249632392,1.28e-5,0.553431508,0.022354725,0.006126769,0.534396874,0.015065122,0.105432092,0.534533628,4.42e-5,0.643090776,0.050736158,0.019984815,0.704845678,0.044501324
TARS3_AATAAA_chr15_start_101653939_end_101653940,TARS3_ENSG00000185418.16,chr15,101653939,101653940,-,-0.166005831,-0.14165136,-0.288549127,0.03403055,0.065664724,0.04173466,-0.099232195,0.089171794,0.541347176,0.54121023,0.540905786,0.35751862,0.299383024,0.307979623,0.339105508,0.365461425,0.375341345,0.39955887,0.252356659,0.391549171,0.365047748,0.349714283,0.239873313,0.454633219,36,36,36,96,96,96,96,65,0.094081267,0.203302927,1.8e-4,0.615016593,0.231030809,0.517904612,0.200532102,0.390683729,NA,NA,0,NA,NA,NA,NA,NA,5.807579096,3.59895938,15.76632326,0.357228427,1.98025175,0.706163163,2.741389164,1.16731187,1,1,1,1,1,1,1,1,0.015957247,0.057815751,7.17e-5,0.55004954,0.159363888,0.400720499,0.097779732,0.279954268,0.108017284,0.230330491,2.17e-4,0.64042254,0.254146019,0.549391689,0.227582778,0.420082834
TARS3_AATAAA_chr15_start_101654227_end_101654228,TARS3_ENSG00000185418.16,chr15,101654227,101654228,-,0.166005831,0.14165136,0.288549127,-0.03403055,-0.065664724,-0.04173466,0.099232195,-0.089171794,0.458652824,0.45878977,0.459094214,0.64248138,0.700616976,0.692020377,0.66089449199999994,0.634538575,0.624658655,0.60044113,0.747643341,0.608450829,0.634952252,0.650285717,0.760126687,0.545366781,36,36,36,110,110,110,110,89,0.094081267,0.203302927,1.8e-4,0.615016593,0.231030809,0.517904612,0.200532102,0.390683729,NA,NA,0,NA,NA,NA,NA,NA,5.807579096,3.59895938,15.76632326,0.357228427,1.98025175,0.706163163,2.741389164,1.16731187,1,1,1,1,1,1,1,1,0.015957247,0.057815751,7.17e-5,0.55004954,0.159363888,0.400720499,0.097779732,0.279954268,0.108017284,0.230330491,2.17e-4,0.64042254,0.254146019,0.549391689,0.227582778,0.420082834
XPNPEP3_AATAAA_chr22_start_40932813_end_40932814,XPNPEP3_ENSG00000196236.13,chr22,40932813,40932814,+,-0.184200101,0.048674954,-0.276188862,0.25464752,0.283791559,0.219014135,0.187079792,0.158855606,0.48363449,0.482830544,0.483748747,0.50902791,0.510185617,0.47156335,0.529167891,0.547417637,0.299434389,0.531505499,0.207559886,0.76367543,0.793977176,0.690577485,0.716247683,0.706273244,28,28,28,127,127,127,127,152,0.181536831,0.933747544,4.06e-8,3.46e-5,7.1e-5,0.004285431,0.135217963,8.04e-4,NA,NA,1.1e-4,2.13e-4,4.38e-5,0.002419369,NA,0.114958363,5.801998696,0.297945543,15.75068441,15.9020738,19.21675897,11.938418,6.884342989,5.003170225,1,1,1,1,1,1,1,1,0.016007968,0.585173257,7.23e-5,6.67e-5,1.17e-5,5.5e-4,0.008695402,0.025300935,0.10818414,0.808946578,2.19e-4,2.39e-4,6.19e-5,0.002514364,0.036281359,0.067992296
ATF1_AATAAA_chr12_start_50819738_end_50819739,ATF1_ENSG00000123268.9,chr12,50819738,50819739,+,0.153643646,0.029114716,0.452216036,-0.060557672,-0.060637854,-0.040736664,-0.03242864,-0.083816122,0.151982084,0.151670332,0.152094684,0.122524847,0.110587001,0.10309285,0.111021086,0.168554388,0.30562573,0.180785048,0.60431072,0.061967175,0.049949148,0.062356186,0.078592446,0.084738266,17,17,17,19,19,19,19,14,0.064708935,0.366382129,4.46e-14,0.007276344,1.22e-4,0.074503345,0.543800906,0.073931126,NA,NA,5.84e-12,0.066376925,0.017618481,NA,NA,NA,5.759140908,0.297663747,48.20351746,4.154136452,6.746927529,3.899749844,1.696818796,2.715848296,1,1,1,1,1,1,1,1,0.01640309,0.585350762,3.84e-12,0.041532947,0.009390926,0.048293298,0.192704535,0.099356139,0.109781649,0.808946578,3.11e-11,0.074138734,0.024447804,0.110194625,0.36524762,0.196742186
RAB27A_AATAAA_chr15_start_55202968_end_55202969,RAB27A_ENSG00000069974.17,chr15,55202968,55202969,-,-0.209742951,0.196058969,-0.383504376,0.251724935,0.235061308,0.32318557,0.195213635,0.30628758699999997,0.425413724,0.425261766,0.426181983,0.258171072,0.281604526,0.245731395,0.183403233,0.271061329,0.215670773,0.621320735,0.042677606,0.509896007,0.516665834,0.568916965,0.378616869,0.577348916,44,44,44,97,97,97,97,120,0.096930696,0.130179123,1.54e-11,6.37e-8,3.08e-5,4.19e-5,4.47e-5,9.4e-7,NA,NA,0,1.17e-5,0.011936632,5.12e-5,1.3e-4,1.34e-4,5.727901341,4.76884455,48.96792376,20.102192,7.444683217,17.89980375,16.73141462,16.13611492,1,1,1,1,1,1,1,1,0.016697426,0.028979269,2.6e-12,7.34e-6,0.006362412,2.33e-5,4.31e-5,5.89e-5,0.110946305,0.15200993,2.14e-11,3.18e-5,0.01739663,1.52e-4,4.04e-4,4.07e-4
RAB27A_AATAAA_chr15_start_55205350_end_55205351,RAB27A_ENSG00000069974.17,chr15,55205350,55205351,-,0.209742951,-0.196058969,0.383504376,-0.344830584,-0.411922445,-0.354763012,-0.255444149,-0.413678074,0.574586276,0.574738234,0.573818017,0.611984079,0.604501283,0.62674803,0.715424015,0.570370564,0.784329227,0.378679265,0.957322394,0.267153494,0.192578838,0.271985018,0.459979866,0.15669249,61,61,61,99,99,99,99,87,0.096930696,0.130179123,1.54e-11,6.37e-8,3.08e-5,4.19e-5,4.47e-5,9.4e-7,NA,NA,0,2.72e-9,3.96e-6,6.94e-6,3.08e-6,3.28e-8,5.727901341,4.76884455,48.96792376,36.29021271,22.49374722,21.71945113,23.89025551,32.12679127,1,1,1,1,1,1,1,1,0.016697426,0.028979269,2.6e-12,1.7e-9,2.11e-6,3.16e-6,1.02e-6,1.44e-8,0.110946305,0.15200993,2.14e-11,1.26e-8,1.27e-5,2.47e-5,1.49e-5,2.26e-7
PDHB_ATTAAA_chr3_start_58427680_end_58427681,PDHB_ENSG00000168291.13,chr3,58427680,58427681,-,-0.079326585,0.059392777,-0.381600689,0.142983731,0.111690024,0.037794656,0.052884228,NA,0.625619034,0.62553078,0.625539139,0.579648306,0.617560851,0.63877985,0.61682731,NA,0.546292449,0.684923557,0.24393845,0.722632038,0.729250875,0.676574506,0.669711538,NA,118,118,118,210,210,210,210,NA,0.097505694,0.165528415,1.86e-36,3.57e-7,1.45e-4,0.247778846,0.129816235,NA,NA,NA,0,0,0,NA,NA,NA,5.711524245,4.111917033,165.8266275,28.68848239,16.8431382,2.01384426,3.682232983,NA,1,1,1,1,1,1,1,NA,0.016853899,0.042582069,6.04e-38,8.5e-8,4.06e-5,0.15586992,0.054995151,NA,0.11171766,0.191565604,2.91e-36,5.01e-7,1.93e-4,0.275991388,0.150310519,NA
PDHB_AATAAA_chr3_start_58428023_end_58428024,PDHB_ENSG00000168291.13,chr3,58428023,58428024,-,0.079326585,-0.059392777,0.381600689,-0.142983731,-0.111690024,-0.037794656,-0.052884228,-0.066756445,0.374380966,0.37446922,0.374460861,0.420351694,0.382439149,0.36122015,0.38317269,0.360078794,0.453707551,0.315076443,0.75606155,0.277367962,0.270749125,0.323425494,0.330288462,0.293322349,200,200,200,173,173,173,173,246,0.097505694,0.165528415,1.86e-36,3.57e-7,1.45e-4,0.247778846,0.129816235,0.272980938,NA,NA,0,0,0,NA,NA,NA,5.711524245,4.111917033,165.8266275,28.68848239,16.8431382,2.01384426,3.682232983,1.810307045,1,1,1,1,1,1,1,1,0.016853899,0.042582069,6.04e-38,8.5e-8,4.06e-5,0.15586992,0.054995151,0.178471401,0.11171766,0.191565604,2.91e-36,5.01e-7,1.93e-4,0.275991388,0.150310519,0.301866943
TMEM184C_AATAAA_chr4_start_147635219_end_147635220,TMEM184C_ENSG00000164168.8,chr4,147635219,147635220,+,0.184795406,0.200753441,0.237385279,-0.173472392,-0.0801591,-0.039791368,-0.058824515,-0.141181173,0.472217965,0.472216901,0.472216521,0.375026297,0.354783064,0.336493167,0.310634903,0.469396955,0.657013371,0.672970342,0.7096018,0.201553905,0.274623964,0.296701799,0.251810388,0.328215782,43,43,43,51,51,51,51,64,0.097904025,0.034791693,0.001322309,1.34e-5,0.101779048,0.495273146,0.257872362,0.02210439,NA,0,0,0,NA,NA,NA,0,5.693447721,7.989949761,11.75402902,21.24623926,3.524023687,0.780656351,2.210281275,6.936837257,1,1,1,1,1,1,1,1,0.017028367,0.004703772,6.07e-4,4.04e-6,0.060485439,0.376940479,0.137093673,0.008443828,0.112029103,0.042613029,0.001544694,1.82e-5,0.116415277,0.526944159,0.289218314,0.027555268
