unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev,mean_diff_across
C2orf68_AATAAA_chr2_start_85608288_end_85608289,C2orf68_ENSG00000168887.11,chr2,85608288,85608289,-,-0.040280833,0.070076136,0.176200396,-0.556963595,-0.511074312,-0.406991127,-0.208023233,-0.436417507,0.480847046,0.482478378,0.48225352,0.672602135,0.659650034,0.640074943,0.612531912,0.585686262,0.440566213,0.552554514,0.658453916,0.115638541,0.148575722,0.233083816,0.404508679,0.149268755,201,201,201,316,316,316,316,177,0.807872254,0.533281794,0.001479494,1.44e-16,1.5e-18,4.59e-18,0.049732199,1.6e-11,NA,NA,2.22e-4,1.06e-17,4.29e-17,9.22e-15,0.030065315,3.17e-12,0.498674846,2.484054502,14.42628835,75.68654671,73.24709983,62.97352573,7.8898121980000004,51.5494264,1,1,1,1,1,1,1,1,0.480082963,0.115005442,1.46e-4,3.32e-18,1.14e-17,2.1e-15,0.004971403,6.98e-13,0.735977969,0.348865271,4.16e-4,5.79e-17,2.39e-16,5.73e-14,0.02304238,2.17e-11,-0.4238939547999999
C4orf3_APA_chr4_start_119298490_end_119298491,C4orf3_ENSG00000164096.13,chr4,119298490,119298491,-,-0.017717839,-0.023321778,0.091994834,-0.296185438,-0.21779716,-0.093898364,0.023284592,-0.324596349,0.867217275,0.867432332,0.867591471,0.86980976,0.84989716,0.882111737,0.886131618,0.86776778,0.849499435,0.844110554,0.959586305,0.573624322,0.632100001,0.788213374,0.90941621,0.54317143,174,174,174,631,631,631,631,924,0.754381657,0.620344194,1.3e-6,9.91e-24,1.73e-13,0.008243238,0.374695602,1.67e-13,NA,NA,0,0,0,0,NA,0,0.35876067,0.796405092,25.77425744,106.4866435,58.88496429,8.904133386,1.449691159,60.71772228,1,1,1,1,1,1,1,1,0.549195335,0.372170366,3.84e-7,5.77e-25,1.67e-14,0.002845259,0.228577515,6.59e-15,0.776603409,0.660639766,1.65e-6,1.5899999999999998e-23,2.58e-13,0.010408082,0.41056136,2.6e-13,-0.1818385438
C6orf89_ATTAAA_chr6_start_36928961_end_36928962,C6orf89_ENSG00000198663.17,chr6,36928961,36928962,+,-0.075065174,0.009022481,-0.367370597,0.35216488,0.356055065,0.290364992,0.227414933,0.395611628,0.483584639,0.483683972,0.483460695,0.507176851,0.497129302,0.489193537,0.427824456,0.363270622,0.408519464,0.492706453,0.116090098,0.859341731,0.853184368,0.779558529,0.655239388,0.75888225,143,143,143,318,318,318,318,234,0.016752721,0.445989806,7.429999999999999e-60,1.78e-26,3.3200000000000004e-26,5.61e-20,3.75e-12,8.01e-11,0.699256804,NA,2.54e-34,1.49e-28,5.84e-28,3.5e-21,7.23e-14,1.44e-12,2.856409192,0.051557341,150.0736981,123.8050294,121.4075566,90.7955464,58.18180971,53.09728188,1,1,1,1,1,1,1,1,0.091010456,0.820375207,1.67e-34,9.29e-29,3.11e-28,1.5900000000000002e-21,2.39e-14,3.17e-13,0.317471207,0.92649352,6.699999999999999e-33,3.1900000000000004e-27,1.31e-26,7.24e-20,1.15e-12,1.04e-11,0.3243222996
CALM1_AATAAA_chr14_start_90408265_end_90408266,CALM1_ENSG00000198668.14,chr14,90408265,90408266,+,-0.163723961,-0.127414709,-0.275452042,0.284773423,0.258888381,0.135325688,0.027354085,0.277988438,0.329929819,0.329567953,0.329813661,0.153805623,0.156799686,0.163616246,0.188128352,0.145724785,0.166205858,0.202153244,0.054361619,0.438579046,0.415688067,0.298941934,0.215482437,0.42371322300000003,588,588,588,1269,1269,1269,1269,658,2.3e-8,4.52e-7,3.7999999999999994e-38,1.2999999999999998e-90,2.3299999999999997e-46,6.06e-15,0.254576347,1.34e-50,9.89e-10,1.54e-8,9.7e-41,5.84e-94,6.77e-48,6.85e-17,NA,1.9299999999999997e-54,41.32723211,35.68202975,179.4534305,423.7880229,212.6615394,71.27008427,3.787956075,244.4350345,1,1,1,1,1,1,1,1,1.29e-10,2.32e-9,6.38e-41,3.6599999999999996e-94,3.6099999999999995e-48,3.12e-17,0.05162265,4.239999999999999e-55,1.72e-8,2.67e-7,3.79e-39,1.0500000000000001e-91,3.68e-46,1.02e-15,0.143917338,1.6099999999999998e-52,0.196866003
CAMSAP1_AATAAA_chr9_start_135810426_end_135810427,CAMSAP1_ENSG00000130559.19,chr9,135810426,135810427,-,-0.034395186,-0.112090962,0.257877642,-0.188304307,-0.209401194,0.005898105,-0.00422408,-0.275762166,0.687503197,0.68591591,0.68765432,0.456893313,0.472857567,0.440198187,0.491719426,0.406323487,0.653108011,0.573824948,0.945531962,0.268589006,0.263456373,0.446096292,0.487495346,0.130561321,34,34,34,45,45,45,45,58,0.779318549,0.367927208,7.48e-9,3.3e-5,3.55e-4,0.841932788,0.648473449,0.044434206,NA,NA,0,8.89e-5,6.82e-4,NA,NA,0.009211567,0.280875081,2.092228576,36.33251381,16.24646096,12.71175303,0.0159009,0.00846148,8.259151531,1,1,1,1,1,1,1,1,0.596128231,0.148049963,1.66e-9,5.56e-5,3.63e-4,0.899653741,0.926708921,0.004054707,0.804984688,0.4018499,9.88e-9,2.02e-4,0.001390826,0.939431317,0.95856507,0.015068014,-0.13435872840000002
CAMTA1_ATTAAA_chr1_start_6872011_end_6872012,CAMTA1_ENSG00000171735.20,chr1,6872011,6872012,+,-0.01100973,-0.206884882,-0.154434319,-0.321230804,-0.372762305,-0.205362423,-0.060332506,-0.31870209,0.816545891,0.816868485,0.816412752,0.78539964,0.791267787,0.763065053,0.730890604,0.745617758,0.805536161,0.609983603,0.661978434,0.464168836,0.418505482,0.557702631,0.670558098,0.426915668,108,108,108,126,126,126,126,261,0.919940379,6.24e-4,0.007292446,2.34e-15,3.9899999999999997e-28,1.14e-7,0.315389626,1e-7,NA,0,0,0,0,0,NA,0,0.047568449,17.53746214,8.328675407,67.32172197,127.5335745,32.15172528,1.788404954,33.03444788,1,1,1,1,1,1,1,1,0.827349699,2.82e-5,0.00390241,2.31e-16,1.42e-29,1.43e-8,0.181120624,9.05e-9,0.929916073,7.94e-4,0.008340715,3.52e-15,6.3399999999999995e-28,1.67e-7,0.349864024,1.46e-7,-0.25567802559999997
CARHSP1_AATAAA_chr16_start_8852948_end_8852949,CARHSP1_ENSG00000153048.11,chr16,8852948,8852949,-,0.00593665,0.127263179,-0.05197501,0.20453264,0.265455936,0.2406178,0.170327145,0.162703804,0.169710675,0.169452006,0.169514878,0.216998073,0.219668366,0.251246702,0.259197254,0.200862844,0.175647325,0.296715185,0.117539869,0.421530713,0.485124302,0.491864502,0.4295244,0.363566648,72,72,72,177,177,177,177,232,0.904897908,4.41e-6,0.013633098,1.02e-14,2.71e-20,8.56e-17,8.12e-10,0.00117218,NA,0,0,0,0,0,0,0,0.064767605,28.78205255,7.076173273,64.33857645,90.79733383,75.357131999999993,43.71446585,13.19288214,1,1,1,1,1,1,1,1,0.799113318,8.1e-8,0.007811566,1.05e-15,1.5900000000000002e-21,3.93e-18,3.8e-11,2.81e-4,0.915368036,6.24e-6,0.015398442,1.51e-14,4.25e-20,1.39e-16,1.27e-9,0.001597431,0.208727465
CBX8_APA_chr17_start_79792132_end_79792133,CBX8_ENSG00000141570.11,chr17,79792132,79792133,-,0.057249795,0.239567533,-0.171355725,0.469155217,0.403282999,0.123932316,0.064925161,0.244698003,0.359250547,0.358923629,0.359092933,0.24254368,0.243094629,0.341585813,0.380781817,0.453453024,0.416500342,0.598491162,0.187737207,0.711698898,0.646377628,0.465518128,0.445706978,0.698151027,12,12,12,13,13,13,13,27,0.754714251,0.098640924,0.049420305,5.51e-12,1.08e-7,0.323094749,0.645957963,0.128488564,NA,NA,0,0,0,NA,NA,NA,0.350924146,5.467637976,4.573385096,51.39466098,31.60023797,1.522788734,0.455610555,3.317498819,1,1,1,1,1,1,1,1,0.553590459,0.01937179,0.032472339,7.55e-13,1.89e-8,0.217197962,0.499682563,0.068546039,0.777631554,0.116703222,0.054578706,8.1e-12,1.51e-7,0.356140776,0.678175469,0.149499635,0.2611987392
CCDC174_APA_chr3_start_14671199_end_14671200,CCDC174_ENSG00000154781.17,chr3,14671199,14671200,+,0.021902031,-0.114166751,0.141771925,-0.234982385,-0.171592583,-0.02075296,0.059540253,NA,0.755464987,0.755578095,0.751721708,0.774527861,0.772265215,0.727441433,0.73146002,NA,0.777367018,0.641411343,0.893493632,0.539545476,0.600672632,0.706688473,0.791000273,NA,45,45,45,35,35,35,35,NA,0.842171255,0.208349814,0.029408558,0.005131441,0.007889598,0.832655473,0.554330777,NA,NA,NA,0,0,0,NA,NA,NA,0.146340459,3.516821943,5.565464545,9.136666676,8.644931957,0.088411917,0.717125567,NA,1,1,1,1,1,1,1,NA,0.702057368,0.060748829,0.018318149,0.002505371,0.003279724,0.766205866,0.397088397,NA,0.864703784,0.236610495,0.032841273,0.006331887,0.009779772,0.84845712,0.590440021,NA,-0.09194691875
CCDC25_AATAAA_chr8_start_27733317_end_27733318,CCDC25_ENSG00000147419.19,chr8,27733317,27733318,-,-0.045226751,-0.139133194,-0.229062192,0.33123704,0.308013318,0.272977051,0.244522117,0.437095304,0.525125374,0.52493314,0.524966184,0.261030545,0.278992437,0.238736202,0.187333058,0.334975917,0.479898623,0.385799946,0.295903992,0.592267585,0.587005754,0.511713254,0.431855175,0.772071221,138,138,138,167,167,167,167,219,0.677591446,0.005868219,1.08e-8,6.84e-13,5.36e-13,9.38e-12,2.72e-5,9.17e-6,NA,0,0,0,0,0,0,0,0.637162911,12.32775878,35.57626739,55.68321321,56.58288367,51.57616915,21.83401622,23.52732811,1,1,1,1,1,1,1,1,0.424740019,4.46e-4,2.45e-9,8.51e-14,5.39e-14,6.89e-13,2.97e-6,1.23e-6,0.703821893,0.007632976,1.43e-8,1e-12,7.99e-13,1.43e-11,3.84e-5,1.3e-5,0.31876896600000004
CCNY_AATAAA_chr10_start_35569738_end_35569739,CCNY_ENSG00000108100.18,chr10,35569738,35569739,+,0.037230153,-0.023278241,0.373699382,-0.305188836,-0.287021178,-0.235840612,-0.163287137,-0.260943855,0.252964862,0.253055492,0.253398395,0.498115318,0.490280891,0.519685671,0.559931452,0.429692995,0.290195015,0.229777252,0.627097777,0.192926482,0.203259713,0.283845059,0.396644315,0.16874914,41,41,41,163,163,163,163,141,0.169825742,0.71718952,1.04e-26,9.85e-60,9.999999999999999e-26,3.67e-27,1.05e-12,6.38e-8,NA,NA,4.7800000000000004e-29,8.16e-60,5.3700000000000004e-27,4.8399999999999994e-30,8e-15,6.6e-10,1.772361876,0.717403568,127.3298796,268.3849895,118.3814653,132.6112413,63.87934178,41.0912235,1,1,1,1,1,1,1,1,0.183090048,0.396996909,1.57e-29,2.55e-60,1.43e-27,1.1000000000000001e-30,1.32e-15,1.45e-10,0.472654529,0.681693668,4.76e-28,2.68e-58,5.61e-26,9.59e-29,7.34e-14,3.26e-9,-0.25045632360000003
CCSER2_AATAAA_chr10_start_84518512_end_84518513,CCSER2_ENSG00000107771.17,chr10,84518512,84518513,+,-0.161933006,0.137688501,-0.303013686,0.196097998,0.33558631,0.170204443,0.074712733,0.34492274,0.676219722,0.676285301,0.676227553,0.708669185,0.565939581,0.737152297,0.637699628,0.508360832,0.514286716,0.813973802,0.373213867,0.904767182,0.901525891,0.90735674,0.712412361,0.853283572,24,24,24,45,45,45,45,23,0.253522086,0.311810578,2.75e-4,0.005101635,1.75e-4,0.061364931,0.581104476,0.032611542,NA,NA,0,0,0,NA,NA,0.108118753,3.182534751,2.515370601,14.90574161,9.148701201,16.4506182,4.760797676,0.632328732,3.924362175,1,1,1,1,1,1,1,1,0.074429187,0.112741126,1.13e-4,0.002488947,4.99e-5,0.029115052,0.426502404,0.04759124,0.281278609,0.345321618,3.29e-4,0.006294579,2.33e-4,0.073395249,0.617064988,0.111336754,0.22430484480000001
CD2BP2_AATAAA_chr16_start_30350774_end_30350775,CD2BP2_ENSG00000169217.9,chr16,30350774,30350775,-,0.057437622,0.097293691,-0.20634277,0.316767202,0.36568214,0.233978792,0.199146161,0.228111811,0.32384799,0.325031568,0.324011846,0.467236024,0.427429476,0.493544462,0.491219421,0.432405267,0.381285612,0.422325258,0.117669076,0.784003225,0.793111616,0.727523254,0.690365582,0.660517079,71,71,71,207,207,207,207,270,0.533435572,0.314966154,4.71e-6,3.75e-17,1.37e-20,6.78e-5,8.76e-7,3.42e-4,NA,NA,0,0,0,0,0,0,1.255463356,2.493787406,23.14486531,75.71017848,92.19272982,18.96808696,29.01877804,15.82233244,1,1,1,1,1,1,1,1,0.262511566,0.114296378,1.5e-6,3.29e-18,7.86e-22,1.33e-5,7.17e-8,6.96e-5,0.564314666,0.34817428,5.96e-6,5.73e-17,2.15e-20,9.22e-5,1.29e-6,4.69e-4,0.2687372212
CD302_AATAAA_chr2_start_159768852_end_159768853,CD302_ENSG00000241399.7,chr2,159768852,159768853,-,0.088564607,-0.012568567,-0.213576659,0.267903312,0.155674185,0.09621241,0.11374784,NA,0.410516268,0.40894787,0.409273759,0.452310427,0.487962202,0.398845907,0.430897669,NA,0.499080875,0.396379302,0.1956971,0.720213739,0.643636387,0.495058317,0.544645509,NA,18,18,18,29,29,29,29,NA,0.819534485,0.99710895,0.003313052,0.017215692,0.007631815,0.047378329,0.295743021,NA,NA,NA,0.040447409,0,0.098324233,0.609315479,NA,NA,0.829116698,0.010862967,4.916742428,6.734042591,3.762685085,1.181877515,1.615057625,NA,1,1,1,1,1,1,1,NA,0.36252807,0.916990352,0.026597622,0.009458999,0.052408355,0.276974102,0.203782311,NA,0.65347968,0.966819054,0.045903045,0.020499859,0.103443448,0.425515592,0.379834112,NA,0.15838443675000002
CD44_APA_chr11_start_35229467_end_35229468,CD44_ENSG00000026508.21,chr11,35229467,35229468,+,0.165368294,-0.05302378,0.19058624,-0.226129041,-0.181330575,-0.120038028,-0.081365395,-0.219511529,0.575100634,0.575094888,0.575021863,0.380522894,0.405669137,0.370623255,0.348500908,0.353825317,0.740468928,0.522071108,0.765608103,0.154393852,0.224338562,0.250585227,0.267135514,0.134313787,2107,2107,2107,1257,1257,1257,1257,1613,1.91e-20,0.012336748,4.87e-51,3.2699999999999997e-99,3.65e-54,5.55e-26,7.34e-9,2.7799999999999997e-40,1.57e-22,0.145503321,1.83e-28,2.11e-90,3.51e-48,2.09e-28,1.61e-8,8.18e-41,100.793983,6.4718912,124.6728437,409.6346965,216.154425,125.9410674,36.21074292,182.7767088,1,1,1,1,1,1,1,1,1.0199999999999999e-23,0.010959385,6e-29,4.3999999999999996e-91,6.24e-49,3.17e-29,1.77e-9,1.1999999999999999e-41,1.41e-20,0.078493829,1.72e-27,1.15e-88,6.6e-47,2.4800000000000003e-27,4.38e-8,2.62e-39,-0.1656749136
CD47_AATAAA_chr3_start_108047079_end_108047080,CD47_ENSG00000196776.17,chr3,108047079,108047080,-,0.052957075,0.008166295,0.075815467,-0.443453796,-0.398210681,-0.289407504,-0.107584509,-0.387264887,0.913266422,0.91290365,0.912995345,0.83244892,0.829587832,0.869458411,0.902869789,0.868027791,0.966223497,0.921069946,0.988810812,0.388995125,0.431377151,0.580050907,0.79528528,0.480762904,150,150,150,161,161,161,161,219,0.004736397,0.859920406,7.62e-8,2.0699999999999997e-48,9.549999999999999e-48,1.36e-28,8.62e-7,7.56e-7,0,NA,0,0,0,0,0,1.16e-8,13.332765,0.141913766,31.56475488,221.4603396,219.0566507,130.8521678,29.05630301,34.15662444,1,1,1,1,1,1,1,1,2.61e-4,0.706385834,1.93e-8,4.34e-50,1.45e-49,2.6699999999999997e-30,7.03e-8,5.08e-9,0.005881661,0.8782014,1e-7,3.64e-48,1.61e-47,2.26e-28,1.27e-6,8.55e-8,-0.3251842754
CD59_AATAAA_chr11_start_33705282_end_33705283,CD59_ENSG00000085063.18,chr11,33705282,33705283,-,0.079493277,0.046855611,0.041528702,0.170954012,0.205662262,0.181777035,0.108330725,0.132793927,0.122990143,0.122941551,0.122941894,0.123272854,0.140378417,0.121434258,0.10428843,0.097946557,0.202483419,0.169797162,0.164470596,0.294226866,0.346040679,0.303211293,0.212619155,0.230740484,574,574,574,1212,1212,1212,1212,1932,8.18e-9,0.005145551,2.8800000000000002e-27,2.6899999999999995e-279,1.3999999999999998e-219,6.789999999999999e-146,2.8600000000000004e-73,3.71e-135,3.54e-10,0.021378484,0.001526969,7.379999999999999e-106,7.87e-102,1.02e-97,6.72e-47,6.22e-34,44.69215439,9.948004664,10.81996713,481.230078,463.0383338,444.4563869,211.8016133,151.8466477,1,1,1,1,1,1,1,1,2.31e-11,0.001610238,0.001004113,1.1499999999999998e-106,1.05e-102,1.16e-98,5.559999999999999e-48,6.839999999999999e-35,3.75e-9,0.020365635,0.002449885,4.1299999999999995e-104,5.76e-100,1.3499999999999999e-95,2.73e-45,1.1399999999999999e-32,0.1599035922
CDC42EP3_APA_chr2_start_37641943_end_37641944,CDC42EP3_ENSG00000163171.8,chr2,37641943,37641944,-,0.035175963,-0.028622152,-0.036984203,0.336835684,0.301211531,0.205537157,0.13947206,0.265571079,0.324315443,0.324401453,0.324878721,0.217536371,0.231593065,0.21320439,0.247296918,0.291648401,0.359491405,0.2957793,0.287894518,0.554372055,0.532804596,0.418741547,0.386768978,0.55721948,56,56,56,153,153,153,153,174,0.319724334,0.799873233,0.143536438,9.35e-26,3.75e-13,5.13e-8,0.001988951,2.01e-6,NA,NA,NA,1.3600000000000002e-26,5.23e-13,1.8e-9,2.2e-4,7.78e-7,0.559826129,0.436619119,0.762648206,114.8403747,53.35109913,37.72043326,15.73473034,25.99465313,1,1,1,1,1,1,1,1,0.454330306,0.508758793,0.382501042,8.530000000000001e-27,2.79e-13,8.16e-10,7.29e-5,3.42e-7,0.722828175,0.763616953,0.468438371,2.54e-25,3.88e-12,1.16e-8,6.43e-4,4.08e-6,0.2497255022
CDK12_ATTAAA_chr17_start_39534542_end_39534543,CDK12_ENSG00000167258.15,chr17,39534542,39534543,+,0.019057077,0.033195411,-0.084070034,0.165333062,0.075000168,0.032526685,0.040725614,0.247827193,0.173898687,0.174518875,0.173882688,0.200653413,0.262787966,0.237110765,0.201877934,0.173023129,0.192955764,0.207714286,0.089812654,0.365986475,0.337788134,0.269637449,0.242603548,0.420850322,18,18,18,85,85,85,85,101,0.780927643,0.402688554,1.47e-4,4.39e-6,0.44128747,0.788159655,0.023392694,0.02925088,NA,NA,0.190619463,2.45e-4,NA,NA,1,0.016210543,0.095374115,0.538944661,2.999695408,15.64192782,2.667321647,0.624041027,1.814704058,8.491679542,1,1,1,1,1,1,1,1,0.757453131,0.462870423,0.083280172,7.65e-5,0.102428266,0.429549567,0.177944963,0.003567743,0.892785904,0.729303154,0.126762476,2.71e-4,0.177837566,0.575911294,0.345269989,0.01354455,0.1122825444
CDK16_APA_chrX_start_47228989_end_47228990,CDK16_ENSG00000102225.17,chrX,47228989,47228990,+,0.106403013,0.131657421,0.134175331,-0.251564326,-0.272633929,-0.22571626,-0.160019247,-0.355313572,0.443480708,0.44354081,0.443688859,0.338970126,0.374491745,0.357829426,0.354064865,0.399053299,0.549883721,0.575198231,0.57786419,0.087405801,0.101857816,0.132113166,0.194045618,0.043739727,133,133,133,164,164,164,164,176,0.056637108,0.012973298,0.005509101,7.64e-33,1.0399999999999999e-35,2.76e-25,4.98e-14,7.4e-15,NA,0,0,0,0,0,0,0,7.104662336,10.47326716,8.889907281,149.1554508,162.8656051,115.3273886,63.69447472,67.04950096,1,1,1,1,1,1,1,1,0.007688371,0.001211143,0.002867513,2.65e-34,2.6799999999999998e-37,6.67e-27,1.45e-15,2.65e-16,0.066119988,0.016565443,0.006335966,1.24e-32,1.7199999999999998e-35,4.42e-25,7.98e-14,1.15e-14,-0.2530494668
CDS2_AATAAA_chr20_start_5197885_end_5197886,CDS2_ENSG00000101290.14,chr20,5197885,5197886,+,-0.11156444,0.060146357,-0.230936191,0.197025507,0.264436366,0.228796278,0.180643447,0.299095216,0.367476001,0.367404813,0.367812617,0.153131515,0.137116035,0.131318041,0.113787304,0.201621816,0.255911561,0.42755117,0.136876426,0.350157022,0.401552401,0.36011432,0.29443075,0.500717032,61,61,61,101,101,101,101,105,0.516901305,0.352374009,1.3e-6,1.64e-6,5.69e-20,7.89e-7,9.02e-5,0.035461911,NA,NA,2.07e-5,1.43e-4,2.25e-17,7.62e-8,3.63e-6,0.011474436,2.853100588,1.219367135,20.24944994,16.66114268,74.51917622,31.77471003,24.91063279,9.122111224,1,1,1,1,1,1,1,1,0.091197898,0.269484888,6.8e-6,4.47e-5,6.01e-18,1.73e-8,6.01e-7,0.002525383,0.317471207,0.556462771,2.45e-5,1.65e-4,1.28e-16,1.99e-7,9.08e-6,0.010119368,0.23399936280000003
CDYL_None_chr6_start_4892380_end_4892381,CDYL_ENSG00000153046.18,chr6,4892380,4892381,+,-0.055673453,-0.116759649,-0.166162024,0.20149565,0.193474296,0.260540357,0.172930877,0.226488632,0.515501058,0.515559224,0.514667438,0.330117914,0.329185496,0.247997218,0.248770901,0.144963931,0.459827606,0.398799574,0.348505415,0.531613564,0.522659792,0.508537574,0.421701779,0.371452564,152,152,152,37,37,37,37,70,0.727429151,0.024748144,1.61e-17,8.04e-6,2.77e-7,3.13e-6,0.003259526,4.56e-4,NA,0.168503758,1.96e-5,1.73e-5,5.28e-8,1.6e-7,5e-4,6.43e-5,1.029212496,4.9975258910000004,19.02289295,19.36091764,30.83088326,28.98814841,14.18906832,17.52823356,1,1,1,1,1,1,1,1,0.310343702,0.025383579,1.29e-5,1.08e-5,2.82e-8,7.28e-8,1.65e-4,2.83e-5,0.608731359,0.14039992,4.46e-5,4.54e-5,2.2e-7,7.49e-7,0.001300781,2.11e-4,0.21098596239999998
CENPN_AATAAA_chr16_start_81022872_end_81022873,CENPN_ENSG00000166451.14,chr16,81022872,81022873,+,0.115959847,0.076656944,0.115838689,-0.330267332,-0.198264148,-0.154542536,-0.083639582,-0.263420745,0.84597348000000006,0.843803837,0.844212861,0.862538474,0.838226144,0.861391435,0.80794536,0.842894277,0.961933327,0.920460781,0.96005155,0.532271142,0.639961996,0.706848899,0.724305778,0.579473532,343,343,343,789,789,789,789,882,0.001915671,0.110438739,3.1e-4,1.99e-16,5.98e-5,9.38e-5,0.004067287,6.82e-6,0,NA,0,0,0,0,0,3.02e-7,15.43151527,5.214703375,14.66410392,72.30931037,18.65136611,18.29769036,11.14973681,27.82371454,1,1,1,1,1,1,1,1,8.55e-5,0.022396667,1.28e-4,1.84e-17,1.57e-5,1.89e-5,8.4e-4,1.33e-7,0.002453718,0.129572202,3.71e-4,3.04e-16,8.09e-5,1.26e-4,0.005198146,1.74e-6,-0.20602686860000002
CEP104_AATAAA_chr1_start_3814785_end_3814786,CEP104_ENSG00000116198.14,chr1,3814785,3814786,-,0.126924442,0.138151667,0.332240773,-0.267147064,-0.297220797,-0.212919441,NA,-0.108138693,0.580319789,0.589506516,0.588981046,0.749593121,0.813731172,0.815370112,NA,0.700691534,0.707244231,0.727658184,0.921221819,0.482446057,0.516510375,0.60245067,NA,0.592552841,31,31,31,63,63,63,63,80,0.49929995,0.245945167,1.63e-6,8.97e-4,3.47e-5,6.55e-4,1,0.431910618,NA,NA,0,0,0,0.002684591,NA,NA,1.44931019,3.099279705,25.30576022,12.67313982,19.76528397,10.45931744,NA,0.995467924,1,1,1,1,1,1,1,1,0.228638671,0.078326943,4.89e-7,3.71e-4,8.76e-6,0.001220324,1,0.318409628,0.528102513,0.279145744,2.07e-6,0.001146115,4.77e-5,0.00503769,NA,0.46055469,-0.22135649875
CEP350_AATAAA_chr1_start_180111191_end_180111192,CEP350_ENSG00000135837.17,chr1,180111191,180111192,+,0.04649426,-0.014921603,0.341195806,-0.413384026,-0.530767734,-0.324456252,-0.217135334,-0.273812343,0.422222051,0.418599679,0.417878287,0.48059859,0.590289368,0.471130044,0.533194818,0.420094926,0.468716312,0.403678076,0.759074093,0.067214564,0.059521634,0.146673792,0.316059485,0.146282583,56,56,56,41,41,41,41,59,0.779318549,0.922167725,7.2e-7,4.59e-17,8.920000000000001e-27,3.29e-8,0.001221477,0.005536821,NA,NA,0,0,0,0,0,0,0.280075979,0.041284439,26.99575095,75.29997527,121.1623128,34.74333115,13.73650845,9.866084823,1,1,1,1,1,1,1,1,0.596651422,0.838989871,2.04e-7,4.04e-18,3.52e-28,3.76e-9,2.1e-4,0.001683534,0.805008966,0.933916392,9.2e-7,7.02e-17,1.47e-26,4.74e-8,0.001610034,0.007285627,-0.3519111378
CEP43_AATAAA_chr6_start_167040314_end_167040315,CEP43_ENSG00000213066.14,chr6,167040314,167040315,+,0.025425469,-0.216027825,0.337218215,-0.406886626,-0.300295671,-0.207722938,-0.152713759,NA,0.509418695,0.509801359,0.509329934,0.566038008,0.505152937,0.554877498,0.629475319,NA,0.534844164,0.293773534,0.846548149,0.159151382,0.204857266,0.347154561,0.47676156,NA,83,83,83,152,152,152,152,180,0.884286246,0.149206507,6.97e-7,8.63e-8,3.25e-6,0.002668207,0.054219163,1,NA,NA,0,0,0,0,NA,NA,0.088113161,4.382074058,27.06810584,31.59605623,24.64050601,11.28431993,5.577322524,NA,1,1,1,1,1,1,1,1,0.766589725,0.036318778,1.96e-7,1.9e-8,6.91e-7,7.82e-4,0.018194518,1,0.896046216,0.174421033,8.91e-7,1.22e-7,4.48e-6,0.003441135,0.064611671,NA,-0.26690474849999996
