gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,CFIM25_DMSO_1,CFIM25_DMSO_2,CFIM25_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
POLR2M_ENSG00000255529.9,PAS14402_ATTAAA_0.3,5.87E-08,0,POLR2M_ENSG00000255529.9,32.0989821,1,1.47E-08,7.73E-08,POLR2M_ENSG00000255529.9,0.574779528,0.574779528,0.574779528,0.149205198,0.149205198,0.149205198,-0.42557433,chr15,57716249,57716250,21,+,ENSG00000255529.9,POLR2M,UTR3
HTATIP2_ENSG00000109854.14,PAS10931_AATAAA_0.45,1.12E-07,2.24E-08,HTATIP2_ENSG00000109854.14,32.08840702,1,1.47E-08,7.77E-08,HTATIP2_ENSG00000109854.14,0.190830491,0.190830491,0.190830491,0.442026823,0.442026823,0.442026823,0.251196332,chr11,20383426,20383427,48,+,ENSG00000109854.14,HTATIP2,UTR3
CERS6_ENSG00000172292.15,PAS2472_AATAAA_0.2,8.51E-08,2.26E-08,CERS6_ENSG00000172292.15,32.07260646,1,1.49E-08,7.82E-08,CERS6_ENSG00000172292.15,0.752537704,0.752537704,0.752537704,0.397394667,0.397394667,0.397394667,-0.355143037,chr2,168775127,168775128,40,+,ENSG00000172292.15,CERS6,UTR3
AGPAT3_ENSG00000160216.21,PAS19093_AATAAA_0.2,1.31E-09,6.96E-08,AGPAT3_ENSG00000160216.21,32.02082771,1,1.53E-08,8.03E-08,AGPAT3_ENSG00000160216.21,0.238529573,0.238529573,0.238529573,0.391374831,0.391374831,0.391374831,0.152845258,chr21,43984670,43984671,123,+,ENSG00000160216.21,AGPAT3,UTR3
MSI2_ENSG00000153944.12,PAS16174_AATAAA_0.2,3.57E-22,4.74E-08,MSI2_ENSG00000153944.12,31.98047006,1,1.56E-08,8.19E-08,MSI2_ENSG00000153944.12,0.520575912,0.520575912,0.520575912,0.250088331,0.250088331,0.250088331,-0.270487581,chr17,57684682,57684683,37,+,ENSG00000153944.12,MSI2,UTR3
SRSF11_ENSG00000116754.14,PAS393_AATAAA_0.3,7.53E-08,4.79E-08,SRSF11_ENSG00000116754.14,31.9595935,1,1.57E-08,8.28E-08,SRSF11_ENSG00000116754.14,0.091938836,0.091938836,0.091938836,0.021569091,0.021569091,0.021569091,-0.070369745,chr1,70253046,70253047,80,+,ENSG00000116754.14,SRSF11,UTR3
RBM12_ENSG00000244462.8,PAS18891_ATTAAA_0.2,1.20E-20,4.84E-08,RBM12_ENSG00000244462.8,31.94019321,1,1.59E-08,8.36E-08,RBM12_ENSG00000244462.8,0.134040858,0.134040858,0.134040858,0.0125754,0.0125754,0.0125754,-0.121465457,chr20,35650141,35650142,37,-,ENSG00000244462.8,RBM12,UTR3
UBE2N_ENSG00000177889.10,PAS12930_ATTAAA_0.35,9.10E-31,2.49E-08,UBE2N_ENSG00000177889.10,31.88268733,1,1.64E-08,8.60E-08,UBE2N_ENSG00000177889.10,0.165400852,0.165400852,0.165400852,0.043292457,0.043292457,0.043292457,-0.122108395,chr12,93408370,93408371,89,-,ENSG00000177889.10,UBE2N,UTR3
METAP2_ENSG00000111142.14,PAS12275_AATAAA_0.3,6.56E-08,0,METAP2_ENSG00000111142.14,31.8746573,1,1.64E-08,8.63E-08,METAP2_ENSG00000111142.14,0.925667184,0.925667184,0.925667184,0.988504461,0.988504461,0.988504461,0.062837278,chr12,95514341,95514342,343,+,ENSG00000111142.14,METAP2,UTR3
METAP2_ENSG00000111142.14,PAS12276_APA_0.25,6.56E-08,0,METAP2_ENSG00000111142.14,31.8746573,1,1.64E-08,8.63E-08,METAP2_ENSG00000111142.14,0.074332816,0.074332816,0.074332816,0.011495539,0.011495539,0.011495539,-0.062837278,chr12,95515834,95515835,45,+,ENSG00000111142.14,METAP2,UTR3
CDCP1_ENSG00000163814.8,PAS4116_AATAAA_0.3,2.54E-20,7.53E-08,CDCP1_ENSG00000163814.8,31.86737123,1,1.65E-08,8.65E-08,CDCP1_ENSG00000163814.8,0.056959422,0.056959422,0.056959422,0.141448701,0.141448701,0.141448701,0.084489279,chr3,45110240,45110241,224,-,ENSG00000163814.8,CDCP1,UTR3
NUTF2_ENSG00000102898.13,PAS15260_AATAAA_0.35,6.59E-08,0,NUTF2_ENSG00000102898.13,31.86446017,1,1.65E-08,8.66E-08,NUTF2_ENSG00000102898.13,0.899794915,0.899794915,0.899794915,0.983262273,0.983262273,0.983262273,0.083467358,chr16,67871311,67871312,224,+,ENSG00000102898.13,NUTF2,UTR3
NUTF2_ENSG00000102898.13,PAS15261_AATAAA_0.15,6.59E-08,0,NUTF2_ENSG00000102898.13,31.86446017,1,1.65E-08,8.66E-08,NUTF2_ENSG00000102898.13,0.100205085,0.100205085,0.100205085,0.016737727,0.016737727,0.016737727,-0.083467358,chr16,67872563,67872564,43,+,ENSG00000102898.13,NUTF2,UTR3
GLS_ENSG00000115419.14,PAS2552_ATTAAA_0.05,3.20E-122,5.05E-08,GLS_ENSG00000115419.14,31.8543786,1,1.66E-08,8.70E-08,GLS_ENSG00000115419.14,0.149370485,0.149370485,0.149370485,0.043899692,0.043899692,0.043899692,-0.105470793,chr2,190933237,190933238,33,+,ENSG00000115419.14,GLS,UTR3
RANBP3_ENSG00000031823.14,PAS17996_ATTAAA_0.25,6.80E-08,0,RANBP3_ENSG00000031823.14,31.7990959,1,1.71E-08,8.94E-08,RANBP3_ENSG00000031823.14,0.310017302,0.310017302,0.310017302,0.075769688,0.075769688,0.075769688,-0.234247613,chr19,5916142,5916143,65,-,ENSG00000031823.14,RANBP3,UTR3
RANBP3_ENSG00000031823.14,PAS17997_None_0.2,6.80E-08,0,RANBP3_ENSG00000031823.14,31.7990959,1,1.71E-08,8.94E-08,RANBP3_ENSG00000031823.14,0.689982698,0.689982698,0.689982698,0.924230312,0.924230312,0.924230312,0.234247613,chr19,5917321,5917322,175,-,ENSG00000031823.14,RANBP3,UTR3
FOXK2_ENSG00000141568.21,PAS16352_APA_0.3,3.32E-07,2.62E-08,FOXK2_ENSG00000141568.21,31.7860741,1,1.72E-08,8.99E-08,FOXK2_ENSG00000141568.21,0.810232257,0.810232257,0.810232257,0.935991073,0.935991073,0.935991073,0.125758816,chr17,82602387,82602388,163,+,ENSG00000141568.21,FOXK2,UTR3
WDR36_ENSG00000134987.13,PAS5599_AATAAA_0.45,1.32E-13,5.25E-08,WDR36_ENSG00000134987.13,31.77915248,1,1.73E-08,9.02E-08,WDR36_ENSG00000134987.13,0.133858742,0.133858742,0.133858742,0.359145216,0.359145216,0.359145216,0.225286474,chr5,111127223,111127224,13,+,ENSG00000134987.13,WDR36,UTR3
SMIM14_ENSG00000163683.12,PAS5076_AATAAA_0.05,7.00E-08,0,SMIM14_ENSG00000163683.12,31.74064588,1,1.76E-08,9.19E-08,SMIM14_ENSG00000163683.12,0.514895345,0.514895345,0.514895345,0.137424796,0.137424796,0.137424796,-0.377470549,chr4,39547297,39547298,25,-,ENSG00000163683.12,SMIM14,UTR3
SMIM14_ENSG00000163683.12,PAS5077_AATAAA_0.35,7.00E-08,0,SMIM14_ENSG00000163683.12,31.74064588,1,1.76E-08,9.19E-08,SMIM14_ENSG00000163683.12,0.485104655,0.485104655,0.485104655,0.862575204,0.862575204,0.862575204,0.377470549,chr4,39551426,39551427,11,-,ENSG00000163683.12,SMIM14,UTR3
NSD2_ENSG00000109685.19,PAS4656_APA_0.25,3.91E-07,2.71E-08,NSD2_ENSG00000109685.19,31.71522218,1,1.79E-08,9.30E-08,NSD2_ENSG00000109685.19,0.405460264,0.405460264,0.405460264,0.62400862,0.62400862,0.62400862,0.218548356,chr4,1979794,1979795,29,+,ENSG00000109685.19,NSD2,UTR3
MTDH_ENSG00000147649.10,PAS8399_AATAAA_0.3,1.47E-07,1.09E-07,MTDH_ENSG00000147649.10,31.71264971,1,1.79E-08,9.31E-08,MTDH_ENSG00000147649.10,0.023900054,0.023900054,0.023900054,0.071224921,0.071224921,0.071224921,0.047324867,chr8,97725211,97725212,13,+,ENSG00000147649.10,MTDH,UTR3
GID4_ENSG00000141034.10,PAS15862_AATAAA_0.45,7.53E-08,0,GID4_ENSG00000141034.10,31.59170817,1,1.90E-08,9.89E-08,GID4_ENSG00000141034.10,0.107804952,0.107804952,0.107804952,0.511738187,0.511738187,0.511738187,0.403933236,chr17,18065282,18065283,20,+,ENSG00000141034.10,GID4,UTR3
GID4_ENSG00000141034.10,PAS15863_AATAAA_0.25,7.53E-08,0,GID4_ENSG00000141034.10,31.59170817,1,1.90E-08,9.89E-08,GID4_ENSG00000141034.10,0.892195048,0.892195048,0.892195048,0.488261813,0.488261813,0.488261813,-0.403933236,chr17,18068403,18068404,96,+,ENSG00000141034.10,GID4,UTR3
MESD_ENSG00000117899.11,PAS14889_AATAAA_0.4,5.92E-08,5.81E-08,MESD_ENSG00000117899.11,31.5841234,1,1.91E-08,9.93E-08,MESD_ENSG00000117899.11,0.311286852,0.311286852,0.311286852,0.063950547,0.063950547,0.063950547,-0.247336305,chr15,80978205,80978206,21,-,ENSG00000117899.11,MESD,UTR3
FGFR1OP2_ENSG00000111790.14,PAS11987_None_0.25,2.34E-25,5.84E-08,FGFR1OP2_ENSG00000111790.14,31.57327593,1,1.92E-08,9.98E-08,FGFR1OP2_ENSG00000111790.14,0.404729865,0.404729865,0.404729865,0.274925039,0.274925039,0.274925039,-0.129804827,chr12,26965638,26965639,16,+,ENSG00000111790.14,FGFR1OP2,UTR3
CD47_ENSG00000196776.17,PAS4307_AATAAA_0.1,7.62E-08,0,CD47_ENSG00000196776.17,31.56475488,1,1.93E-08,1.00E-07,CD47_ENSG00000196776.17,0.087004655,0.087004655,0.087004655,0.011189188,0.011189188,0.011189188,-0.075815467,chr3,108043299,108043300,49,-,ENSG00000196776.17,CD47,UTR3
CD47_ENSG00000196776.17,PAS4308_AATAAA_0.2,7.62E-08,0,CD47_ENSG00000196776.17,31.56475488,1,1.93E-08,1.00E-07,CD47_ENSG00000196776.17,0.912995345,0.912995345,0.912995345,0.988810812,0.988810812,0.988810812,0.075815467,chr3,108047079,108047080,150,-,ENSG00000196776.17,CD47,UTR3
ST13_ENSG00000100380.15,PAS19555_APA_0.2,4.82E-19,6.01E-08,ST13_ENSG00000100380.15,31.51797272,1,1.98E-08,1.02E-07,ST13_ENSG00000100380.15,0.098675109,0.098675109,0.098675109,0.045463375,0.045463375,0.045463375,-0.053211734,chr22,40824598,40824599,71,-,ENSG00000100380.15,ST13,UTR3
USP48_ENSG00000090686.16,PAS1143_AATAAA_0.3,2.46E-07,3.01E-08,USP48_ENSG00000090686.16,31.51413944,1,1.98E-08,1.03E-07,USP48_ENSG00000090686.16,0.416201139,0.416201139,0.416201139,0.707687355,0.707687355,0.707687355,0.291486216,chr1,21679224,21679225,35,-,ENSG00000090686.16,USP48,UTR3
RIOX2_ENSG00000170854.18,PAS4280_ATTAAA_0.35,1.20E-06,6.07E-08,RIOX2_ENSG00000170854.18,31.49905471,1,2.00E-08,1.03E-07,RIOX2_ENSG00000170854.18,0.087142591,0.087142591,0.087142591,0.289010554,0.289010554,0.289010554,0.201867963,chr3,97945119,97945120,15,-,ENSG00000170854.18,RIOX2,UTR3
MAP4K5_ENSG00000012983.12,PAS14003_ATTAAA_0.2,1.68E-19,3.11E-08,MAP4K5_ENSG00000012983.12,31.45411826,1,2.04E-08,1.06E-07,MAP4K5_ENSG00000012983.12,0.430627128,0.430627128,0.430627128,0.258825754,0.258825754,0.258825754,-0.171801374,chr14,50418830,50418831,101,-,ENSG00000012983.12,MAP4K5,UTR3
ADH5_ENSG00000197894.12,PAS5192_AATAAA_0.15,8.05E-08,0,ADH5_ENSG00000197894.12,31.45410245,1,2.04E-08,1.06E-07,ADH5_ENSG00000197894.12,0.056714687,0.056714687,0.056714687,0.004595655,0.004595655,0.004595655,-0.052119032,chr4,99070980,99070981,28,-,ENSG00000197894.12,ADH5,UTR3
ADH5_ENSG00000197894.12,PAS5193_AATAAA_0.2,8.05E-08,0,ADH5_ENSG00000197894.12,31.45410245,1,2.04E-08,1.06E-07,ADH5_ENSG00000197894.12,0.943285313,0.943285313,0.943285313,0.995404345,0.995404345,0.995404345,0.052119032,chr4,99072158,99072159,314,-,ENSG00000197894.12,ADH5,UTR3
NUMB_ENSG00000133961.21,PAS14107_AATAAA_0.45,9.22E-08,3.16E-08,NUMB_ENSG00000133961.21,31.42228557,1,2.08E-08,1.07E-07,NUMB_ENSG00000133961.21,0.05377178,0.05377178,0.05377178,0.220990149,0.220990149,0.220990149,0.167218369,chr14,73275999,73276000,25,-,ENSG00000133961.21,NUMB,UTR3
MAN1A2_ENSG00000198162.12,PAS543_ATTAAA_0.15,2.39E-07,3.23E-08,MAN1A2_ENSG00000198162.12,31.37830093,1,2.12E-08,1.10E-07,MAN1A2_ENSG00000198162.12,0.287992642,0.287992642,0.287992642,0.628303059,0.628303059,0.628303059,0.340310416,chr1,117525350,117525351,34,+,ENSG00000198162.12,MAN1A2,UTR3
CERS6_ENSG00000172292.15,PAS2470_ATTAAA_0.25,8.51E-08,3.27E-08,CERS6_ENSG00000172292.15,31.35461859,1,2.15E-08,1.11E-07,CERS6_ENSG00000172292.15,0.1617743,0.1617743,0.1617743,0.491854048,0.491854048,0.491854048,0.330079748,chr2,168770259,168770260,11,+,ENSG00000172292.15,CERS6,UTR3
PPP2R2A_ENSG00000221914.11,PAS8215_AATAAA_0.3,3.90E-08,3.43E-08,PPP2R2A_ENSG00000221914.11,31.26150633,1,2.26E-08,1.16E-07,PPP2R2A_ENSG00000221914.11,0.066716201,0.066716201,0.066716201,0.007269659,0.007269659,0.007269659,-0.059446542,chr8,26372676,26372677,29,+,ENSG00000221914.11,PPP2R2A,UTR3
PGM3_ENSG00000013375.17,PAS7126_AATAAA_0.3,3.47E-07,3.50E-08,PGM3_ENSG00000013375.17,31.22354347,1,2.30E-08,1.19E-07,PGM3_ENSG00000013375.17,0.544758183,0.544758183,0.544758183,0.28528891,0.28528891,0.28528891,-0.259469273,chr6,83166587,83166588,99,-,ENSG00000013375.17,PGM3,UTR3
ST13_ENSG00000100380.15,PAS19556_APA_0.15,4.82E-19,7.08E-08,ST13_ENSG00000100380.15,31.20001677,1,2.33E-08,1.20E-07,ST13_ENSG00000100380.15,0.075206431,0.075206431,0.075206431,0.029945947,0.029945947,0.029945947,-0.045260485,chr22,40825137,40825138,47,-,ENSG00000100380.15,ST13,UTR3
TMOD3_ENSG00000138594.14,PAS14390_APA_0.3,1.33E-08,3.63E-08,TMOD3_ENSG00000138594.14,31.1484646,1,2.39E-08,1.23E-07,TMOD3_ENSG00000138594.14,0.2341013,0.2341013,0.2341013,0.534459866,0.534459866,0.534459866,0.300358566,chr15,51909086,51909087,20,+,ENSG00000138594.14,TMOD3,UTR3
HNRNPA1_ENSG00000135486.19,PAS12126_AATAAA_0.45,4.05E-10,3.70E-08,HNRNPA1_ENSG00000135486.19,31.11195149,1,2.44E-08,1.25E-07,HNRNPA1_ENSG00000135486.19,0.231381881,0.231381881,0.231381881,0.144008325,0.144008325,0.144008325,-0.087373556,chr12,54285243,54285244,1472,+,ENSG00000135486.19,HNRNPA1,UTR3
TFPI_ENSG00000003436.16,PAS3226_APA_0.2,4.75E-16,3.73E-08,TFPI_ENSG00000003436.16,31.09743656,1,2.45E-08,1.26E-07,TFPI_ENSG00000003436.16,0.226308563,0.226308563,0.226308563,0.098295486,0.098295486,0.098295486,-0.128013076,chr2,187464232,187464233,160,-,ENSG00000003436.16,TFPI,UTR3
PSMB2_ENSG00000126067.12,PAS1242_ATTAAA_0.25,3.37E-10,7.50E-08,PSMB2_ENSG00000126067.12,31.08778455,1,2.47E-08,1.27E-07,PSMB2_ENSG00000126067.12,0.123062363,0.123062363,0.123062363,0.027310846,0.027310846,0.027310846,-0.095751517,chr1,35601820,35601821,46,-,ENSG00000126067.12,PSMB2,UTR3
SPRED1_ENSG00000166068.13,PAS14272_ATTAAA_0.25,4.79E-07,3.83E-08,SPRED1_ENSG00000166068.13,31.04635874,1,2.52E-08,1.29E-07,SPRED1_ENSG00000166068.13,0.6839446,0.6839446,0.6839446,0.914485674,0.914485674,0.914485674,0.230541075,chr15,38354048,38354049,51,+,ENSG00000166068.13,SPRED1,UTR3
FOSL2_ENSG00000075426.12,PAS2101_AATAAA_0.15,1.34E-18,7.98E-08,FOSL2_ENSG00000075426.12,30.96727747,1,2.62E-08,1.35E-07,FOSL2_ENSG00000075426.12,0.287087698,0.287087698,0.287087698,0.09697813,0.09697813,0.09697813,-0.190109569,chr2,28417311,28417312,81,+,ENSG00000075426.12,FOSL2,UTR3
NSMAF_ENSG00000035681.9,PAS8684_ATTAAA_0.35,1.05E-07,0,NSMAF_ENSG00000035681.9,30.93456197,1,2.67E-08,1.37E-07,NSMAF_ENSG00000035681.9,0.968293134,0.968293134,0.968293134,0.835056794,0.835056794,0.835056794,-0.13323634,chr8,58583510,58583511,154,-,ENSG00000035681.9,NSMAF,UTR3
NSMAF_ENSG00000035681.9,PAS8685_ATTAAA_0.35,1.05E-07,0,NSMAF_ENSG00000035681.9,30.93456197,1,2.67E-08,1.37E-07,NSMAF_ENSG00000035681.9,0.031706866,0.031706866,0.031706866,0.164943206,0.164943206,0.164943206,0.13323634,chr8,58584049,58584050,12,-,ENSG00000035681.9,NSMAF,UTR3
ERCC2_ENSG00000104884.17,PAS18300_AATAAA_0.1,1.07E-07,0,ERCC2_ENSG00000104884.17,30.89344831,1,2.73E-08,1.40E-07,ERCC2_ENSG00000104884.17,0.331330427,0.331330427,0.331330427,0.149609987,0.149609987,0.149609987,-0.18172044,chr19,45349837,45349838,182,-,ENSG00000104884.17,ERCC2,UTR3
ERCC2_ENSG00000104884.17,PAS18301_APA_0.1,1.07E-07,0,ERCC2_ENSG00000104884.17,30.89344831,1,2.73E-08,1.40E-07,ERCC2_ENSG00000104884.17,0.668669573,0.668669573,0.668669573,0.850390013,0.850390013,0.850390013,0.18172044,chr19,45351594,45351595,324,-,ENSG00000104884.17,ERCC2,UTR3
KIF3A_ENSG00000131437.16,PAS6140_AATAAA_0.2,1.08E-07,0,KIF3A_ENSG00000131437.16,30.87390281,1,2.75E-08,1.41E-07,KIF3A_ENSG00000131437.16,0.712154715,0.712154715,0.712154715,0.241882389,0.241882389,0.241882389,-0.470272326,chr5,132692632,132692633,45,-,ENSG00000131437.16,KIF3A,UTR3
KIF3A_ENSG00000131437.16,PAS6141_AATAAA_0.3,1.08E-07,0,KIF3A_ENSG00000131437.16,30.87390281,1,2.75E-08,1.41E-07,KIF3A_ENSG00000131437.16,0.287845285,0.287845285,0.287845285,0.758117611,0.758117611,0.758117611,0.470272326,chr5,132696590,132696591,32,-,ENSG00000131437.16,KIF3A,UTR3
TLE3_ENSG00000140332.18,PAS14829_None_0.05,2.29E-24,4.32E-08,TLE3_ENSG00000140332.18,30.81118882,1,2.84E-08,1.45E-07,TLE3_ENSG00000140332.18,0.39999983,0.39999983,0.39999983,0.196559281,0.196559281,0.196559281,-0.203440549,chr15,70048203,70048204,43,-,ENSG00000140332.18,TLE3,UTR3
GTF2H3_ENSG00000111358.14,PAS12482_AATAAA_0.3,2.04E-12,8.78E-08,GTF2H3_ENSG00000111358.14,30.78127857,1,2.89E-08,1.47E-07,GTF2H3_ENSG00000111358.14,0.120693459,0.120693459,0.120693459,0.291044773,0.291044773,0.291044773,0.170351314,chr12,123660721,123660722,44,+,ENSG00000111358.14,GTF2H3,UTR3
ISCA1_ENSG00000135070.15,PAS9549_ATTAAA_0.3,1.15E-07,0,ISCA1_ENSG00000135070.15,30.73124009,1,2.96E-08,1.51E-07,ISCA1_ENSG00000135070.15,0.377185527,0.377185527,0.377185527,0.066794674,0.066794674,0.066794674,-0.310390853,chr9,86264549,86264550,33,-,ENSG00000135070.15,ISCA1,UTR3
ISCA1_ENSG00000135070.15,PAS9550_ATTAAA_0.2,1.15E-07,0,ISCA1_ENSG00000135070.15,30.73124009,1,2.96E-08,1.51E-07,ISCA1_ENSG00000135070.15,0.622814473,0.622814473,0.622814473,0.933205326,0.933205326,0.933205326,0.310390853,chr9,86265767,86265768,21,-,ENSG00000135070.15,ISCA1,UTR3
PPFIBP1_ENSG00000110841.14,PAS12004_APA_0.1,1.20E-07,0,PPFIBP1_ENSG00000110841.14,30.65093345,1,3.09E-08,1.57E-07,PPFIBP1_ENSG00000110841.14,0.040369323,0.040369323,0.040369323,0.199430404,0.199430404,0.199430404,0.15906108,chr12,27693344,27693345,18,+,ENSG00000110841.14,PPFIBP1,UTR3
PPFIBP1_ENSG00000110841.14,PAS12005_AATAAA_0.15,1.20E-07,0,PPFIBP1_ENSG00000110841.14,30.65093345,1,3.09E-08,1.57E-07,PPFIBP1_ENSG00000110841.14,0.959630677,0.959630677,0.959630677,0.800569596,0.800569596,0.800569596,-0.15906108,chr12,27695562,27695563,243,+,ENSG00000110841.14,PPFIBP1,UTR3
CDC42SE1_ENSG00000197622.13,PAS1609_AATAAA_0.45,1.20E-07,0,CDC42SE1_ENSG00000197622.13,30.64556295,1,3.10E-08,1.58E-07,CDC42SE1_ENSG00000197622.13,0.89722886,0.89722886,0.89722886,0.754534689,0.754534689,0.754534689,-0.142694171,chr1,151050988,151050989,606,-,ENSG00000197622.13,CDC42SE1,UTR3
CDC42SE1_ENSG00000197622.13,PAS1610_ATTAAA_0.2,1.20E-07,0,CDC42SE1_ENSG00000197622.13,30.64556295,1,3.10E-08,1.58E-07,CDC42SE1_ENSG00000197622.13,0.10277114,0.10277114,0.10277114,0.245465311,0.245465311,0.245465311,0.142694171,chr1,151052660,151052661,30,-,ENSG00000197622.13,CDC42SE1,UTR3
TMEM106B_ENSG00000106460.20,PAS7404_AATAAA_0.25,2.24E-31,4.82E-08,TMEM106B_ENSG00000106460.20,30.60051661,1,3.17E-08,1.61E-07,TMEM106B_ENSG00000106460.20,0.052531196,0.052531196,0.052531196,0.161958439,0.161958439,0.161958439,0.109427242,chr7,12232277,12232278,17,+,ENSG00000106460.20,TMEM106B,UTR3
SLC25A36_ENSG00000114120.14,PAS3781_ATTAAA_0.25,1.31E-10,4.83E-08,SLC25A36_ENSG00000114120.14,30.59805021,1,3.17E-08,1.61E-07,SLC25A36_ENSG00000114120.14,0.892755718,0.892755718,0.892755718,0.69778475,0.69778475,0.69778475,-0.194970968,chr3,140979934,140979935,143,+,ENSG00000114120.14,SLC25A36,UTR3
UBE2J1_ENSG00000198833.7,PAS7160_AATAAA_0.25,4.83E-13,1.46E-07,UBE2J1_ENSG00000198833.7,30.57603536,1,3.21E-08,1.63E-07,UBE2J1_ENSG00000198833.7,0.431346645,0.431346645,0.431346645,0.149609653,0.149609653,0.149609653,-0.281736991,chr6,89328070,89328071,98,-,ENSG00000198833.7,UBE2J1,UTR3
TPD52_ENSG00000076554.16,PAS8760_AATAAA_0.2,7.91E-39,9.76E-08,TPD52_ENSG00000076554.16,30.57702175,1,3.21E-08,1.63E-07,TPD52_ENSG00000076554.16,0.079898236,0.079898236,0.079898236,0.188462773,0.188462773,0.188462773,0.108564537,chr8,80037073,80037074,49,-,ENSG00000076554.16,TPD52,UTR3
GCFC2_ENSG00000005436.14,PAS3002_AATAAA_0.45,1.18E-06,4.96E-08,GCFC2_ENSG00000005436.14,30.54480438,1,3.26E-08,1.66E-07,GCFC2_ENSG00000005436.14,0.62717824,0.62717824,0.62717824,0.959655879,0.959655879,0.959655879,0.33247764,chr2,75664643,75664644,50,-,ENSG00000005436.14,GCFC2,UTR3
HAPSTR1_ENSG00000182831.12,PAS15060_AATAAA_0.2,2.76E-11,1.51E-07,HAPSTR1_ENSG00000182831.12,30.52295375,1,3.30E-08,1.67E-07,HAPSTR1_ENSG00000182831.12,0.216074589,0.216074589,0.216074589,0.052856102,0.052856102,0.052856102,-0.163218487,chr16,9112099,9112100,28,+,ENSG00000182831.12,HAPSTR1,UTR3
DIS3_ENSG00000083520.15,PAS13474_AATAAA_0.3,1.28E-07,0,DIS3_ENSG00000083520.15,30.51547391,1,3.31E-08,1.68E-07,DIS3_ENSG00000083520.15,0.867710908,0.867710908,0.867710908,0.65095336,0.65095336,0.65095336,-0.216757548,chr13,72759058,72759059,123,-,ENSG00000083520.15,DIS3,UTR3
DIS3_ENSG00000083520.15,PAS13475_APA_0.3,1.28E-07,0,DIS3_ENSG00000083520.15,30.51547391,1,3.31E-08,1.68E-07,DIS3_ENSG00000083520.15,0.132289092,0.132289092,0.132289092,0.34904664,0.34904664,0.34904664,0.216757548,chr13,72759726,72759727,12,-,ENSG00000083520.15,DIS3,UTR3
ENAH_ENSG00000154380.19,PAS1920_AATAAA_0.2,1.18E-06,1.04E-07,ENAH_ENSG00000154380.19,30.45150819,1,3.42E-08,1.73E-07,ENAH_ENSG00000154380.19,0.016253309,0.016253309,0.016253309,0.09908814,0.09908814,0.09908814,0.082834831,chr1,225496720,225496721,28,-,ENSG00000154380.19,ENAH,UTR3
RAB3GAP1_ENSG00000115839.19,PAS2437_AATAAA_0.2,1.07E-07,1.56E-07,RAB3GAP1_ENSG00000115839.19,30.45134951,1,3.42E-08,1.73E-07,RAB3GAP1_ENSG00000115839.19,0.162717014,0.162717014,0.162717014,0.343411864,0.343411864,0.343411864,0.18069485,chr2,135169206,135169207,22,+,ENSG00000115839.19,RAB3GAP1,UTR3
PACS2_ENSG00000179364.15,PAS13879_None_0.2,1.33E-07,0,PACS2_ENSG00000179364.15,30.43612476,1,3.45E-08,1.74E-07,PACS2_ENSG00000179364.15,0.045026463,0.045026463,0.045026463,0.216390282,0.216390282,0.216390282,0.171363819,chr14,105370155,105370156,30,+,ENSG00000179364.15,PACS2,UTR3
PACS2_ENSG00000179364.15,PAS13880_AATAAA_0.3,1.33E-07,0,PACS2_ENSG00000179364.15,30.43612476,1,3.45E-08,1.74E-07,PACS2_ENSG00000179364.15,0.954973537,0.954973537,0.954973537,0.783609718,0.783609718,0.783609718,-0.171363819,chr14,105395204,105395205,29,+,ENSG00000179364.15,PACS2,UTR3
SETX_ENSG00000107290.14,PAS9742_APA_0.1,1.34E-07,0,SETX_ENSG00000107290.14,30.42151924,1,3.48E-08,1.75E-07,SETX_ENSG00000107290.14,0.363992038,0.363992038,0.363992038,0.092032383,0.092032383,0.092032383,-0.271959655,chr9,132261440,132261441,142,-,ENSG00000107290.14,SETX,UTR3
SETX_ENSG00000107290.14,PAS9743_APA_0.25,1.34E-07,0,SETX_ENSG00000107290.14,30.42151924,1,3.48E-08,1.75E-07,SETX_ENSG00000107290.14,0.636007962,0.636007962,0.636007962,0.907967617,0.907967617,0.907967617,0.271959655,chr9,132263894,132263895,76,-,ENSG00000107290.14,SETX,UTR3
PHAX_ENSG00000164902.14,PAS5635_AATAAA_0.2,1.35E-07,0,PHAX_ENSG00000164902.14,30.40153981,1,3.51E-08,1.77E-07,PHAX_ENSG00000164902.14,0.548575489,0.548575489,0.548575489,0.836487541,0.836487541,0.836487541,0.287912052,chr5,126624911,126624912,55,+,ENSG00000164902.14,PHAX,UTR3
PHAX_ENSG00000164902.14,PAS5636_AATAAA_0.35,1.35E-07,0,PHAX_ENSG00000164902.14,30.40153981,1,3.51E-08,1.77E-07,PHAX_ENSG00000164902.14,0.451424511,0.451424511,0.451424511,0.163512459,0.163512459,0.163512459,-0.287912052,chr5,126627249,126627250,82,+,ENSG00000164902.14,PHAX,UTR3
