gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ELAVL1_DMSO_1,ELAVL1_DMSO_2,ELAVL1_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
THOC2_ENSG00000125676.20,PAS20093_ATTAAA_0.35,0.424926685,NA,THOC2_ENSG00000125676.20,3.435077919,1,0.063825574,0.257505319,THOC2_ENSG00000125676.20,0.148211887,0.148211887,0.148211887,0.085885117,0.085885117,0.085885117,-0.06232677,chrX,123601879,123601880,12,-,ENSG00000125676.20,THOC2,UTR3
ING5_ENSG00000168395.16,PAS2731_APA_0.15,0.159857086,NA,ING5_ENSG00000168395.16,3.435199821,1,0.063820864,0.257505319,ING5_ENSG00000168395.16,0.306554011,0.306554011,0.306554011,0.186750976,0.186750976,0.186750976,-0.119803035,chr2,241725998,241725999,27,+,ENSG00000168395.16,ING5,UTR3
XPO4_ENSG00000132953.18,PAS13378_AATAAA_0.3,0.107270853,NA,XPO4_ENSG00000132953.18,3.434199778,1,0.063859514,0.25751706,XPO4_ENSG00000132953.18,0.504433276,0.504433276,0.504433276,0.71943417,0.71943417,0.71943417,0.215000895,chr13,20783700,20783701,15,-,ENSG00000132953.18,XPO4,UTR3
KNOP1_ENSG00000103550.14,PAS15502_AATAAA_0.2,0.200263719,NA,KNOP1_ENSG00000103550.14,3.431471616,1,0.06396508,0.257817484,KNOP1_ENSG00000103550.14,0.702691279,0.702691279,0.702691279,0.571322605,0.571322605,0.571322605,-0.131368673,chr16,19706353,19706354,90,-,ENSG00000103550.14,KNOP1,UTR3
RNF41_ENSG00000181852.18,PAS12803_AATAAA_0.3,0.060433392,NA,RNF41_ENSG00000181852.18,3.429662923,1,0.06403517,0.257974696,RNF41_ENSG00000181852.18,0.588839007,0.588839007,0.588839007,0.484094362,0.484094362,0.484094362,-0.104744645,chr12,56204503,56204504,69,-,ENSG00000181852.18,RNF41,UTR3
MYCBP_ENSG00000214114.9,PAS1271_None_0.05,0.232226743,NA,MYCBP_ENSG00000214114.9,3.426891583,1,0.064142722,0.258157349,MYCBP_ENSG00000214114.9,0.474331179,0.474331179,0.474331179,0.274693267,0.274693267,0.274693267,-0.199637912,chr1,38863498,38863499,15,-,ENSG00000214114.9,MYCBP,UTR3
MYCBP_ENSG00000214114.9,PAS1272_AATAAA_0.25,0.232226743,NA,MYCBP_ENSG00000214114.9,3.426891583,1,0.064142722,0.258157349,MYCBP_ENSG00000214114.9,0.525668821,0.525668821,0.525668821,0.725306733,0.725306733,0.725306733,0.199637912,chr1,38864495,38864496,13,-,ENSG00000214114.9,MYCBP,UTR3
PARVB_ENSG00000188677.15,PAS19385_AATAAA_0.05,0.138067677,NA,PARVB_ENSG00000188677.15,3.425782421,1,0.064185822,0.258205591,PARVB_ENSG00000188677.15,0.044692913,0.044692913,0.044692913,0.083293752,0.083293752,0.083293752,0.03860084,chr22,44172941,44172942,18,+,ENSG00000188677.15,PARVB,UTR3
HNRNPU_ENSG00000153187.21,PAS2003_AATAAA_0.3,9.48E-06,1,HNRNPU_ENSG00000153187.21,3.423638235,1,0.064269227,0.258346201,HNRNPU_ENSG00000153187.21,0.017011345,0.017011345,0.017011345,0.025018052,0.025018052,0.025018052,0.008006707,chr1,244851171,244851172,42,-,ENSG00000153187.21,HNRNPU,UTR3
NAV1_ENSG00000134369.16,PAS808_AATAAA_0.2,0.211990284,NA,NAV1_ENSG00000134369.16,3.423283553,1,0.064283035,0.258346201,NAV1_ENSG00000134369.16,0.237931141,0.237931141,0.237931141,0.379714788,0.379714788,0.379714788,0.141783647,chr1,201823341,201823342,22,+,ENSG00000134369.16,NAV1,UTR3
HSD17B1_ENSG00000108786.11,PAS16040_APA_0,0.233212703,NA,HSD17B1_ENSG00000108786.11,3.418137543,1,0.064483724,0.258805501,HSD17B1_ENSG00000108786.11,0.143198399,0.143198399,0.143198399,0.082637594,0.082637594,0.082637594,-0.060560805,chr17,42554950,42554951,11,+,ENSG00000108786.11,HSD17B1,UTR3
HSD17B1_ENSG00000108786.11,PAS16041_AATAAA_0.25,0.233212703,NA,HSD17B1_ENSG00000108786.11,3.418137543,1,0.064483724,0.258805501,HSD17B1_ENSG00000108786.11,0.856801601,0.856801601,0.856801601,0.917362406,0.917362406,0.917362406,0.060560805,chr17,42555212,42555213,123,+,ENSG00000108786.11,HSD17B1,UTR3
KIF1B_ENSG00000054523.20,PAS68_APA_0.1,0.006967717,0.49550003,KIF1B_ENSG00000054523.20,3.417954492,1,0.064490876,0.258805501,KIF1B_ENSG00000054523.20,0.057777062,0.057777062,0.057777062,0.124642102,0.124642102,0.124642102,0.066865041,chr1,10376643,10376644,35,+,ENSG00000054523.20,KIF1B,UTR3
CREBL2_ENSG00000111269.3,PAS11927_AATAAA_0.35,0.437280652,NA,CREBL2_ENSG00000111269.3,3.416595933,1,0.064543976,0.258893405,CREBL2_ENSG00000111269.3,0.105685739,0.105685739,0.105685739,0.027409908,0.027409908,0.027409908,-0.07827583,chr12,12643477,12643478,13,+,ENSG00000111269.3,CREBL2,UTR3
FNDC3B_ENSG00000075420.13,PAS3862_AATAAA_0.4,0.01610505,0.499659741,FNDC3B_ENSG00000075420.13,3.404158528,1,0.065032275,0.260726014,FNDC3B_ENSG00000075420.13,0.037538896,0.037538896,0.037538896,0.01554188,0.01554188,0.01554188,-0.021997016,chr3,172187287,172187288,10,+,ENSG00000075420.13,FNDC3B,UTR3
SLC25A36_ENSG00000114120.14,PAS3781_ATTAAA_0.25,0.437280652,NA,SLC25A36_ENSG00000114120.14,3.401948558,1,0.065119451,0.260949457,SLC25A36_ENSG00000114120.14,0.893015408,0.893015408,0.893015408,0.942964557,0.942964557,0.942964557,0.049949149,chr3,140979934,140979935,143,+,ENSG00000114120.14,SLC25A36,UTR3
FXR1_ENSG00000114416.19,PAS3892_ATTAAA_0.45,7.97E-05,1,FXR1_ENSG00000114416.19,3.397172437,1,0.06530828,0.261453651,FXR1_ENSG00000114416.19,0.026695136,0.026695136,0.026695136,0.015723542,0.015723542,0.015723542,-0.010971594,chr3,180976931,180976932,22,+,ENSG00000114416.19,FXR1,UTR3
SEPTIN11_ENSG00000138758.12,PAS4815_AATAAA_0.4,0.410372868,NA,SEPTIN11_ENSG00000138758.12,3.397705132,1,0.065287191,0.261453651,SEPTIN11_ENSG00000138758.12,0.17132939,0.17132939,0.17132939,0.272331412,0.272331412,0.272331412,0.101002022,chr4,77035656,77035657,17,+,ENSG00000138758.12,SEPTIN11,UTR3
WSB2_ENSG00000176871.9,PAS13050_AATAAA_0.4,0.120415783,NA,WSB2_ENSG00000176871.9,3.395192793,1,0.065386719,0.261606936,WSB2_ENSG00000176871.9,0.139648466,0.139648466,0.139648466,0.177066933,0.177066933,0.177066933,0.037418467,chr12,118032693,118032694,166,-,ENSG00000176871.9,WSB2,UTR3
DCTN5_ENSG00000166847.10,PAS15113_AATAAA_0.1,0.235761924,NA,DCTN5_ENSG00000166847.10,3.391439622,1,0.065535706,0.261606936,DCTN5_ENSG00000166847.10,0.724675284,0.724675284,0.724675284,0.82265293,0.82265293,0.82265293,0.097977646,chr16,23669859,23669860,140,+,ENSG00000166847.10,DCTN5,UTR3
DCTN5_ENSG00000166847.10,PAS15114_AATAAA_0.45,0.235761924,NA,DCTN5_ENSG00000166847.10,3.391439622,1,0.065535706,0.261606936,DCTN5_ENSG00000166847.10,0.275324716,0.275324716,0.275324716,0.17734707,0.17734707,0.17734707,-0.097977646,chr16,23677454,23677455,17,+,ENSG00000166847.10,DCTN5,UTR3
APOBEC3C_ENSG00000244509.4,PAS19341_AATAAA_0.4,0.235761924,NA,APOBEC3C_ENSG00000244509.4,3.392689067,1,0.065486067,0.261606936,APOBEC3C_ENSG00000244509.4,0.697091777,0.697091777,0.697091777,0.752456604,0.752456604,0.752456604,0.055364828,chr22,39019013,39019014,19,+,ENSG00000244509.4,APOBEC3C,UTR3
APOBEC3C_ENSG00000244509.4,PAS19342_AATAAA_0.2,0.235761924,NA,APOBEC3C_ENSG00000244509.4,3.392689067,1,0.065486067,0.261606936,APOBEC3C_ENSG00000244509.4,0.302908223,0.302908223,0.302908223,0.247543396,0.247543396,0.247543396,-0.055364828,chr22,39020350,39020351,173,+,ENSG00000244509.4,APOBEC3C,UTR3
KPNA1_ENSG00000114030.13,PAS4351_AATAAA_0.3,0.716395397,NA,KPNA1_ENSG00000114030.13,3.393012885,1,0.065473209,0.261606936,KPNA1_ENSG00000114030.13,0.485623546,0.485623546,0.485623546,0.596924998,0.596924998,0.596924998,0.111301452,chr3,122425679,122425680,100,-,ENSG00000114030.13,KPNA1,UTR3
PSIP1_ENSG00000164985.15,PAS9440_AATAAA_0.3,0.412611012,NA,PSIP1_ENSG00000164985.15,3.390632154,1,0.065567806,0.261609242,PSIP1_ENSG00000164985.15,0.240797449,0.240797449,0.240797449,0.178795822,0.178795822,0.178795822,-0.062001627,chr9,15464575,15464576,44,-,ENSG00000164985.15,PSIP1,UTR3
SMARCC2_ENSG00000139613.12,PAS12799_APA_0.1,0.43961934,NA,SMARCC2_ENSG00000139613.12,3.385649068,1,0.06576628,0.261895311,SMARCC2_ENSG00000139613.12,0.088673263,0.088673263,0.088673263,0.061650454,0.061650454,0.061650454,-0.027022809,chr12,56162359,56162360,43,-,ENSG00000139613.12,SMARCC2,UTR3
ZNF227_ENSG00000131115.16,PAS17713_ATTAAA_0.2,0.235953118,NA,ZNF227_ENSG00000131115.16,3.384871901,1,0.065797292,0.261895311,ZNF227_ENSG00000131115.16,0.165631796,0.165631796,0.165631796,0.345095172,0.345095172,0.345095172,0.179463375,chr19,44234763,44234764,26,+,ENSG00000131115.16,ZNF227,UTR3
ZNF227_ENSG00000131115.16,PAS17714_AATAAA_0.3,0.235953118,NA,ZNF227_ENSG00000131115.16,3.384871901,1,0.065797292,0.261895311,ZNF227_ENSG00000131115.16,0.834368204,0.834368204,0.834368204,0.654904828,0.654904828,0.654904828,-0.179463375,chr19,44237266,44237267,14,+,ENSG00000131115.16,ZNF227,UTR3
ABLIM3_ENSG00000173210.20,PAS5753_APA_0.25,0.235953118,NA,ABLIM3_ENSG00000173210.20,3.386496109,1,0.065732497,0.261895311,ABLIM3_ENSG00000173210.20,0.288157277,0.288157277,0.288157277,0.438210167,0.438210167,0.438210167,0.15005289,chr5,149258456,149258457,19,+,ENSG00000173210.20,ABLIM3,UTR3
ABLIM3_ENSG00000173210.20,PAS5754_APA_0.15,0.235953118,NA,ABLIM3_ENSG00000173210.20,3.386496109,1,0.065732497,0.261895311,ABLIM3_ENSG00000173210.20,0.711842723,0.711842723,0.711842723,0.561789833,0.561789833,0.561789833,-0.15005289,chr5,149260435,149260436,90,+,ENSG00000173210.20,ABLIM3,UTR3
TIAL1_ENSG00000151923.18,PAS10767_AATAAA_0.15,0.026382949,1,TIAL1_ENSG00000151923.18,3.379888841,1,0.065996506,0.262185258,TIAL1_ENSG00000151923.18,0.039172335,0.039172335,0.039172335,0.022565185,0.022565185,0.022565185,-0.016607151,chr10,119571803,119571804,35,-,ENSG00000151923.18,TIAL1,UTR3
SH3D21_ENSG00000214193.11,PAS249_None_0.1,0.236327815,NA,SH3D21_ENSG00000214193.11,3.380516728,1,0.065971369,0.262185258,SH3D21_ENSG00000214193.11,0.416649343,0.416649343,0.416649343,0.234034614,0.234034614,0.234034614,-0.182614729,chr1,36321345,36321346,10,+,ENSG00000214193.11,SH3D21,UTR3
SH3D21_ENSG00000214193.11,PAS250_AATAAA_0.2,0.236327815,NA,SH3D21_ENSG00000214193.11,3.380516728,1,0.065971369,0.262185258,SH3D21_ENSG00000214193.11,0.583350657,0.583350657,0.583350657,0.765965386,0.765965386,0.765965386,0.182614729,chr1,36329218,36329219,11,+,ENSG00000214193.11,SH3D21,UTR3
CSNK1A1_ENSG00000113712.19,PAS6230_None_0.2,0.058369031,NA,CSNK1A1_ENSG00000113712.19,3.38223924,1,0.065902461,0.262185258,CSNK1A1_ENSG00000113712.19,0.068867305,0.068867305,0.068867305,0.089097262,0.089097262,0.089097262,0.020229957,chr5,149496628,149496629,54,-,ENSG00000113712.19,CSNK1A1,UTR3
SEC14L1_ENSG00000129657.16,PAS16296_ATTAAA_0.45,0.236674431,NA,SEC14L1_ENSG00000129657.16,3.374628324,1,0.066207512,0.262771946,SEC14L1_ENSG00000129657.16,0.289702757,0.289702757,0.289702757,0.220691845,0.220691845,0.220691845,-0.069010912,chr17,77214330,77214331,82,+,ENSG00000129657.16,SEC14L1,UTR3
SEC14L1_ENSG00000129657.16,PAS16297_AATAAA_0.3,0.236674431,NA,SEC14L1_ENSG00000129657.16,3.374628324,1,0.066207512,0.262771946,SEC14L1_ENSG00000129657.16,0.710297243,0.710297243,0.710297243,0.779308155,0.779308155,0.779308155,0.069010912,chr17,77217096,77217097,180,+,ENSG00000129657.16,SEC14L1,UTR3
PGRMC2_ENSG00000164040.18,PAS5257_AATAAA_0.25,0.076194418,NA,PGRMC2_ENSG00000164040.18,3.37342979,1,0.066255687,0.262784259,PGRMC2_ENSG00000164040.18,0.068643663,0.068643663,0.068643663,0.038552483,0.038552483,0.038552483,-0.03009118,chr4,128269251,128269252,14,-,ENSG00000164040.18,PGRMC2,UTR3
PRRC2B_ENSG00000288701.1,PAS9350_AATAAA_0.3,0.401399385,NA,PRRC2B_ENSG00000288701.1,3.372975847,1,0.066273943,0.262784259,PRRC2B_ENSG00000288701.1,0.40717946,0.40717946,0.40717946,0.461874109,0.461874109,0.461874109,0.054694649,chr9,131500191,131500192,54,+,ENSG00000288701.1,PRRC2B,UTR3
SMARCA1_ENSG00000102038.16,PAS20096_AATAAA_0.3,0.237113221,NA,SMARCA1_ENSG00000102038.16,3.366382251,1,0.066539723,0.263586234,SMARCA1_ENSG00000102038.16,0.493021856,0.493021856,0.493021856,0.591839972,0.591839972,0.591839972,0.098818116,chrX,129446508,129446509,86,-,ENSG00000102038.16,SMARCA1,UTR3
SMARCA1_ENSG00000102038.16,PAS20097_ATTAAA_0.25,0.237113221,NA,SMARCA1_ENSG00000102038.16,3.366382251,1,0.066539723,0.263586234,SMARCA1_ENSG00000102038.16,0.506978144,0.506978144,0.506978144,0.408160028,0.408160028,0.408160028,-0.098818116,chrX,129446760,129446761,72,-,ENSG00000102038.16,SMARCA1,UTR3
WDTC1_ENSG00000142784.16,PAS182_ATTAAA_0.1,0.237505678,NA,WDTC1_ENSG00000142784.16,3.361930957,1,0.066719793,0.264047478,WDTC1_ENSG00000142784.16,0.924428516,0.924428516,0.924428516,0.853785245,0.853785245,0.853785245,-0.07064327,chr1,27308240,27308241,168,+,ENSG00000142784.16,WDTC1,UTR3
WDTC1_ENSG00000142784.16,PAS183_APA_0.25,0.237505678,NA,WDTC1_ENSG00000142784.16,3.361930957,1,0.066719793,0.264047478,WDTC1_ENSG00000142784.16,0.075571484,0.075571484,0.075571484,0.146214755,0.146214755,0.146214755,0.07064327,chr1,27308561,27308562,16,+,ENSG00000142784.16,WDTC1,UTR3
CNNM2_ENSG00000148842.18,PAS10204_AATAAA_0.05,0.53676017,NA,CNNM2_ENSG00000148842.18,3.355795296,1,0.066968855,0.264635413,CNNM2_ENSG00000148842.18,0.120753376,0.120753376,0.120753376,0.256661575,0.256661575,0.256661575,0.135908199,chr10,102927616,102927617,16,+,ENSG00000148842.18,CNNM2,UTR3
PAFAH1B1_ENSG00000007168.14,PAS15769_AATAAA_0.3,0.058151731,NA,PAFAH1B1_ENSG00000007168.14,3.35578409,1,0.066969311,0.264635413,PAFAH1B1_ENSG00000007168.14,0.058516079,0.058516079,0.058516079,0.031347386,0.031347386,0.031347386,-0.027168693,chr17,2684498,2684499,25,+,ENSG00000007168.14,PAFAH1B1,UTR3
PNO1_ENSG00000115946.8,PAS2233_ATTAAA_0.4,0.238027735,NA,PNO1_ENSG00000115946.8,3.355130426,1,0.066995903,0.264635413,PNO1_ENSG00000115946.8,0.379180758,0.379180758,0.379180758,0.530436002,0.530436002,0.530436002,0.151255244,chr2,68175701,68175702,10,+,ENSG00000115946.8,PNO1,UTR3
PNO1_ENSG00000115946.8,PAS2234_AATAAA_0.35,0.238027735,NA,PNO1_ENSG00000115946.8,3.355130426,1,0.066995903,0.264635413,PNO1_ENSG00000115946.8,0.620819242,0.620819242,0.620819242,0.469563998,0.469563998,0.469563998,-0.151255244,chr2,68175952,68175953,65,+,ENSG00000115946.8,PNO1,UTR3
PTP4A2_ENSG00000184007.22,PAS1206_AATAAA_0.05,0.256154286,NA,PTP4A2_ENSG00000184007.22,3.353270359,1,0.067071637,0.264804591,PTP4A2_ENSG00000184007.22,0.617585563,0.617585563,0.617585563,0.555186656,0.555186656,0.555186656,-0.062398907,chr1,31906422,31906423,377,-,ENSG00000184007.22,PTP4A2,UTR3
AVL9_ENSG00000105778.20,PAS7466_AATAAA_0.3,1.78E-08,0.515719911,AVL9_ENSG00000105778.20,3.352021016,1,0.067122556,0.264804591,AVL9_ENSG00000105778.20,0.118985718,0.118985718,0.118985718,0.069036574,0.069036574,0.069036574,-0.049949144,chr7,32586163,32586164,21,+,ENSG00000105778.20,AVL9,UTR3
DCAF12_ENSG00000198876.13,PAS9476_AATAAA_0.3,0.238345848,NA,DCAF12_ENSG00000198876.13,3.350946932,1,0.067166365,0.264804591,DCAF12_ENSG00000198876.13,0.961955662,0.961955662,0.961955662,0.896565715,0.896565715,0.896565715,-0.065389946,chr9,34086387,34086388,137,-,ENSG00000198876.13,DCAF12,UTR3
DCAF12_ENSG00000198876.13,PAS9477_None_0.2,0.238345848,NA,DCAF12_ENSG00000198876.13,3.350946932,1,0.067166365,0.264804591,DCAF12_ENSG00000198876.13,0.038044338,0.038044338,0.038044338,0.103434285,0.103434285,0.103434285,0.065389946,chr9,34088318,34088319,18,-,ENSG00000198876.13,DCAF12,UTR3
SEPTIN8_ENSG00000164402.14,PAS6144_AATAAA_0.15,0.083074718,NA,SEPTIN8_ENSG00000164402.14,3.345839526,1,0.067375102,0.265501409,SEPTIN8_ENSG00000164402.14,0.087399452,0.087399452,0.087399452,0.167075014,0.167075014,0.167075014,0.079675563,chr5,132758143,132758144,51,-,ENSG00000164402.14,SEPTIN8,UTR3
PTPRJ_ENSG00000149177.15,PAS11021_AATAAA_0.2,0.239158244,NA,PTPRJ_ENSG00000149177.15,3.343627426,1,0.067465724,0.265606281,PTPRJ_ENSG00000149177.15,0.359475143,0.359475143,0.359475143,0.217570942,0.217570942,0.217570942,-0.141904201,chr11,48131628,48131629,16,+,ENSG00000149177.15,PTPRJ,UTR3
PTPRJ_ENSG00000149177.15,PAS11022_APA_0.1,0.239158244,NA,PTPRJ_ENSG00000149177.15,3.343627426,1,0.067465724,0.265606281,PTPRJ_ENSG00000149177.15,0.640524857,0.640524857,0.640524857,0.782429058,0.782429058,0.782429058,0.141904201,chr11,48170837,48170838,47,+,ENSG00000149177.15,PTPRJ,UTR3
PSMB2_ENSG00000126067.12,PAS1243_AATAAA_0.1,0.456839536,NA,PSMB2_ENSG00000126067.12,3.338040726,1,0.067695172,0.265972732,PSMB2_ENSG00000126067.12,0.80628983,0.80628983,0.80628983,0.85752729,0.85752729,0.85752729,0.051237461,chr1,35603138,35603139,398,-,ENSG00000126067.12,PSMB2,UTR3
NLN_ENSG00000123213.23,PAS5467_APA_0.2,0.239496914,NA,NLN_ENSG00000123213.23,3.33958209,1,0.067631784,0.265972732,NLN_ENSG00000123213.23,0.240584798,0.240584798,0.240584798,0.380073109,0.380073109,0.380073109,0.139488311,chr5,65823142,65823143,15,+,ENSG00000123213.23,NLN,UTR3
NLN_ENSG00000123213.23,PAS5468_AATAAA_0.4,0.239496914,NA,NLN_ENSG00000123213.23,3.33958209,1,0.067631784,0.265972732,NLN_ENSG00000123213.23,0.759415202,0.759415202,0.759415202,0.619926891,0.619926891,0.619926891,-0.139488311,chr5,65824682,65824683,79,+,ENSG00000123213.23,NLN,UTR3
AASS_ENSG00000008311.16,PAS8066_ATTAAA_0.1,0.372557746,NA,AASS_ENSG00000008311.16,3.338859002,1,0.067661513,0.265972732,AASS_ENSG00000008311.16,0.214457036,0.214457036,0.214457036,0.377862909,0.377862909,0.377862909,0.163405873,chr7,122076479,122076480,40,-,ENSG00000008311.16,AASS,UTR3
UBQLN1_ENSG00000135018.14,PAS9537_AATAAA_0.35,0.139509515,NA,UBQLN1_ENSG00000135018.14,3.337460546,1,0.067719048,0.265972732,UBQLN1_ENSG00000135018.14,0.076929148,0.076929148,0.076929148,0.109063112,0.109063112,0.109063112,0.032133965,chr9,83661426,83661427,24,-,ENSG00000135018.14,UBQLN1,UTR3
RSF1_ENSG00000048649.14,PAS11726_AATAAA_0.3,0.08400906,NA,RSF1_ENSG00000048649.14,3.334833113,1,0.067827287,0.266185419,RSF1_ENSG00000048649.14,0.269299464,0.269299464,0.269299464,0.152801614,0.152801614,0.152801614,-0.11649785,chr11,77660010,77660011,14,-,ENSG00000048649.14,RSF1,UTR3
ANAPC13_ENSG00000129055.13,PAS4422_APA_0.05,0.240088086,NA,ANAPC13_ENSG00000129055.13,3.333811494,1,0.067869424,0.266185419,ANAPC13_ENSG00000129055.13,0.933686642,0.933686642,0.933686642,0.862578063,0.862578063,0.862578063,-0.071108579,chr3,134477705,134477706,90,-,ENSG00000129055.13,ANAPC13,UTR3
ANAPC13_ENSG00000129055.13,PAS4423_AATAAA_0.2,0.240088086,NA,ANAPC13_ENSG00000129055.13,3.333811494,1,0.067869424,0.266185419,ANAPC13_ENSG00000129055.13,0.066313358,0.066313358,0.066313358,0.137421937,0.137421937,0.137421937,0.071108579,chr3,134478478,134478479,28,-,ENSG00000129055.13,ANAPC13,UTR3
PRKAA2_ENSG00000162409.12,PAS354_ATTAAA_0.1,0.45962344,NA,PRKAA2_ENSG00000162409.12,3.330893708,1,0.067989921,0.266532052,PRKAA2_ENSG00000162409.12,0.270115587,0.270115587,0.270115587,0.166665369,0.166665369,0.166665369,-0.103450217,chr1,56715333,56715334,21,+,ENSG00000162409.12,PRKAA2,UTR3
AGPS_ENSG00000018510.18,PAS2522_APA_0.2,0.240831753,NA,AGPS_ENSG00000018510.18,3.327012398,1,0.068150564,0.26678374,AGPS_ENSG00000018510.18,0.536741984,0.536741984,0.536741984,0.740018164,0.740018164,0.740018164,0.203276179,chr2,177538283,177538284,10,+,ENSG00000018510.18,AGPS,UTR3
AGPS_ENSG00000018510.18,PAS2523_ATTAAA_0.25,0.240831753,NA,AGPS_ENSG00000018510.18,3.327012398,1,0.068150564,0.26678374,AGPS_ENSG00000018510.18,0.463258016,0.463258016,0.463258016,0.259981836,0.259981836,0.259981836,-0.203276179,chr2,177539434,177539435,25,+,ENSG00000018510.18,AGPS,UTR3
EIF5A2_ENSG00000163577.8,PAS4517_AATAAA_0.3,0.15654911,NA,EIF5A2_ENSG00000163577.8,3.327281062,1,0.068139431,0.26678374,EIF5A2_ENSG00000163577.8,0.220441622,0.220441622,0.220441622,0.122005353,0.122005353,0.122005353,-0.098436269,chr3,170892469,170892470,19,-,ENSG00000163577.8,EIF5A2,UTR3
RETREG2_ENSG00000144567.11,PAS2640_AATAAA_0.2,0.041680197,0.524055955,RETREG2_ENSG00000144567.11,3.325638665,1,0.068207518,0.266880808,RETREG2_ENSG00000144567.11,0.184127765,0.184127765,0.184127765,0.10702213,0.10702213,0.10702213,-0.077105636,chr2,219183722,219183723,39,+,ENSG00000144567.11,RETREG2,UTR3
ATP2B1_ENSG00000070961.17,PAS12924_AATAAA_0.3,0.391326934,NA,ATP2B1_ENSG00000070961.17,3.318879592,1,0.068488489,0.267475752,ATP2B1_ENSG00000070961.17,0.405385837,0.405385837,0.405385837,0.541132509,0.541132509,0.541132509,0.135746672,chr12,89589806,89589807,22,-,ENSG00000070961.17,ATP2B1,UTR3
SEPTIN6_ENSG00000125354.24,PAS20070_AATAAA_0.25,0.402613338,NA,SEPTIN6_ENSG00000125354.24,3.319651018,1,0.068456359,0.267475752,SEPTIN6_ENSG00000125354.24,0.241280188,0.241280188,0.241280188,0.128682382,0.128682382,0.128682382,-0.112597806,chrX,119615726,119615727,30,-,ENSG00000125354.24,SEPTIN6,UTR3
ANKMY1_ENSG00000144504.16,PAS3352_AATAAA_0,0.241712403,NA,ANKMY1_ENSG00000144504.16,3.319300754,1,0.068470946,0.267475752,ANKMY1_ENSG00000144504.16,0.360081878,0.360081878,0.360081878,0.566808215,0.566808215,0.566808215,0.206726338,chr2,240479421,240479422,10,-,ENSG00000144504.16,ANKMY1,UTR3
ANKMY1_ENSG00000144504.16,PAS3353_AATAAA_0.15,0.241712403,NA,ANKMY1_ENSG00000144504.16,3.319300754,1,0.068470946,0.267475752,ANKMY1_ENSG00000144504.16,0.639918122,0.639918122,0.639918122,0.433191785,0.433191785,0.433191785,-0.206726338,chr2,240521938,240521939,10,-,ENSG00000144504.16,ANKMY1,UTR3
MRGBP_ENSG00000101189.7,PAS18725_AATAAA_0.2,0.292673871,NA,MRGBP_ENSG00000101189.7,3.317883008,1,0.068530021,0.267512063,MRGBP_ENSG00000101189.7,0.229619923,0.229619923,0.229619923,0.324208167,0.324208167,0.324208167,0.094588243,chr20,62800062,62800063,86,+,ENSG00000101189.7,MRGBP,UTR3
CIBAR1_ENSG00000188343.14,PAS8369_APA_0.3,0.242260209,NA,CIBAR1_ENSG00000188343.14,3.312976674,1,0.068734883,0.268059584,CIBAR1_ENSG00000188343.14,0.480654528,0.480654528,0.480654528,0.54650233,0.54650233,0.54650233,0.065847802,chr8,93728461,93728462,15,+,ENSG00000188343.14,CIBAR1,UTR3
CIBAR1_ENSG00000188343.14,PAS8370_AATAAA_0.2,0.242260209,NA,CIBAR1_ENSG00000188343.14,3.312976674,1,0.068734883,0.268059584,CIBAR1_ENSG00000188343.14,0.519345472,0.519345472,0.519345472,0.45349767,0.45349767,0.45349767,-0.065847802,chr8,93729249,93729250,278,+,ENSG00000188343.14,CIBAR1,UTR3
IMPACT_ENSG00000154059.11,PAS17064_AATAAA_0.3,0.242260209,NA,IMPACT_ENSG00000154059.11,3.310462005,1,0.068840136,0.268217976,IMPACT_ENSG00000154059.11,0.568938869,0.568938869,0.568938869,0.698935658,0.698935658,0.698935658,0.129996789,chr18,24451590,24451591,39,+,ENSG00000154059.11,IMPACT,UTR3
IMPACT_ENSG00000154059.11,PAS17065_AATAAA_0.3,0.242260209,NA,IMPACT_ENSG00000154059.11,3.310462005,1,0.068840136,0.268217976,IMPACT_ENSG00000154059.11,0.431061131,0.431061131,0.431061131,0.301064342,0.301064342,0.301064342,-0.129996789,chr18,24453527,24453528,34,+,ENSG00000154059.11,IMPACT,UTR3
MKI67_ENSG00000148773.14,PAS10801_AATAAA_0.2,0.594091969,NA,MKI67_ENSG00000148773.14,3.296118123,1,0.069443813,0.269907985,MKI67_ENSG00000148773.14,0.183295995,0.183295995,0.183295995,0.266100189,0.266100189,0.266100189,0.082804195,chr10,128099143,128099144,100,-,ENSG00000148773.14,MKI67,UTR3
MRPL52_ENSG00000172590.18,PAS13543_AATAAA_0.1,0.243518256,NA,MRPL52_ENSG00000172590.18,3.294444355,1,0.069514624,0.269907985,MRPL52_ENSG00000172590.18,0.917175136,0.917175136,0.917175136,0.879072135,0.879072135,0.879072135,-0.038103001,chr14,22834345,22834346,926,+,ENSG00000172590.18,MRPL52,UTR3
MRPL52_ENSG00000172590.18,PAS13544_AATAAA_0.2,0.243518256,NA,MRPL52_ENSG00000172590.18,3.294444355,1,0.069514624,0.269907985,MRPL52_ENSG00000172590.18,0.082824864,0.082824864,0.082824864,0.120927865,0.120927865,0.120927865,0.038103001,chr14,22835035,22835036,54,+,ENSG00000172590.18,MRPL52,UTR3
