gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,Sam68_DMSO_1,Sam68_DMSO_2,Sam68_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
COG2_ENSG00000135775.14,PAS957_ATTAAA_0.3,0.760805594,NA,COG2_ENSG00000135775.14,0.369795275,1,0.543115882,0.784365808,COG2_ENSG00000135775.14,0.252388803,0.252388803,0.252388803,0.209304951,0.209304951,0.209304951,-0.043083852,chr1,230693732,230693733,14,+,ENSG00000135775.14,COG2,UTR3
COG2_ENSG00000135775.14,PAS958_AATAAA_0.1,0.760805594,NA,COG2_ENSG00000135775.14,0.369795275,1,0.543115882,0.784365808,COG2_ENSG00000135775.14,0.747611197,0.747611197,0.747611197,0.790695049,0.790695049,0.790695049,0.043083852,chr1,230693980,230693981,96,+,ENSG00000135775.14,COG2,UTR3
COG3_ENSG00000136152.15,PAS13263_APA_0.1,0.163790907,NA,COG3_ENSG00000136152.15,4.143009916,1,0.04180677,0.189472885,COG3_ENSG00000136152.15,0.236704882,0.236704882,0.236704882,0.075480779,0.075480779,0.075480779,-0.161224103,chr13,45536377,45536378,10,+,ENSG00000136152.15,COG3,UTR3
COG3_ENSG00000136152.15,PAS13264_AATAAA_0.1,0.163790907,NA,COG3_ENSG00000136152.15,4.143009916,1,0.04180677,0.189472885,COG3_ENSG00000136152.15,0.763295118,0.763295118,0.763295118,0.924519221,0.924519221,0.924519221,0.161224103,chr13,45536623,45536624,38,+,ENSG00000136152.15,COG3,UTR3
COG8_ENSG00000213380.16,PAS15646_None_0.15,0.491146261,NA,COG8_ENSG00000213380.16,2.771294504,1,0.095968522,0.312260226,COG8_ENSG00000213380.16,0.684372067,0.684372067,0.684372067,0.608235049,0.608235049,0.608235049,-0.076137017,chr16,69328620,69328621,142,-,ENSG00000213380.16,COG8,UTR3
COG8_ENSG00000213380.16,PAS15645_ATTAAA_0.15,0.491146261,NA,COG8_ENSG00000213380.16,2.51626975,1,0.112676843,0.345321618,COG8_ENSG00000213380.16,0.240360811,0.240360811,0.240360811,0.309473543,0.309473543,0.309473543,0.069112732,chr16,69321991,69321992,29,-,ENSG00000213380.16,COG8,UTR3
COG8_ENSG00000213380.16,PAS15647_APA_0.25,0.491146261,NA,COG8_ENSG00000213380.16,0.073675641,1,0.786058353,0.914074605,COG8_ENSG00000213380.16,0.075267123,0.075267123,0.075267123,0.082291408,0.082291408,0.082291408,0.007024285,chr16,69332639,69332640,10,-,ENSG00000213380.16,COG8,UTR3
COL18A1_ENSG00000182871.16,PAS19106_AATAAA_0.35,0.608131516,NA,COL18A1_ENSG00000182871.16,0.834601956,1,0.360945192,0.648595571,COL18A1_ENSG00000182871.16,0.629976233,0.629976233,0.629976233,0.564205058,0.564205058,0.564205058,-0.065771175,chr21,45512565,45512566,32,+,ENSG00000182871.16,COL18A1,UTR3
COL18A1_ENSG00000182871.16,PAS19107_AATAAA_0.2,0.608131516,NA,COL18A1_ENSG00000182871.16,0.834601956,1,0.360945192,0.648595571,COL18A1_ENSG00000182871.16,0.370023767,0.370023767,0.370023767,0.435794942,0.435794942,0.435794942,0.065771175,chr21,45513718,45513719,83,+,ENSG00000182871.16,COL18A1,UTR3
COL4A1_ENSG00000187498.16,PAS13513_AATAAA_0.45,0.874095676,NA,COL4A1_ENSG00000187498.16,0.116608107,1,0.732742791,0.888859448,COL4A1_ENSG00000187498.16,0.841321867,0.841321867,0.841321867,0.85888353,0.85888353,0.85888353,0.017561663,chr13,110149065,110149066,38,-,ENSG00000187498.16,COL4A1,UTR3
COL4A1_ENSG00000187498.16,PAS13514_AATAAA_0.3,0.874095676,NA,COL4A1_ENSG00000187498.16,0.116608107,1,0.732742791,0.888859448,COL4A1_ENSG00000187498.16,0.158678133,0.158678133,0.158678133,0.14111647,0.14111647,0.14111647,-0.017561663,chr13,110150104,110150105,47,-,ENSG00000187498.16,COL4A1,UTR3
COL5A1_ENSG00000130635.17,PAS9372_AATAAA_0.2,0.767813407,NA,COL5A1_ENSG00000130635.17,0.348543321,1,0.554938881,0.791071682,COL5A1_ENSG00000130635.17,0.502565372,0.502565372,0.502565372,0.58348155,0.58348155,0.58348155,0.080916178,chr9,134843670,134843671,10,+,ENSG00000130635.17,COL5A1,UTR3
COL5A1_ENSG00000130635.17,PAS9373_AATAAA_0.3,0.767813407,NA,COL5A1_ENSG00000130635.17,0.348543321,1,0.554938881,0.791071682,COL5A1_ENSG00000130635.17,0.497434628,0.497434628,0.497434628,0.41651845,0.41651845,0.41651845,-0.080916178,chr9,134844542,134844543,15,+,ENSG00000130635.17,COL5A1,UTR3
COL5A2_ENSG00000204262.14,PAS3232_AATAAA_0.45,0.886003526,NA,COL5A2_ENSG00000204262.14,0.579307934,1,0.446583717,0.718070882,COL5A2_ENSG00000204262.14,0.338470621,0.338470621,0.338470621,0.290652346,0.290652346,0.290652346,-0.047818275,chr2,189033758,189033759,42,-,ENSG00000204262.14,COL5A2,UTR3
COL5A2_ENSG00000204262.14,PAS3230_ATTAAA_0.1,0.886003526,NA,COL5A2_ENSG00000204262.14,0.30282197,1,0.582118684,0.807504577,COL5A2_ENSG00000204262.14,0.564571158,0.564571158,0.564571158,0.60106559,0.60106559,0.60106559,0.036494432,chr2,189032514,189032515,182,-,ENSG00000204262.14,COL5A2,UTR3
COL5A2_ENSG00000204262.14,PAS3231_AATAAA_0.45,0.886003526,NA,COL5A2_ENSG00000204262.14,0.069081118,1,0.792679399,0.916968951,COL5A2_ENSG00000204262.14,0.096958221,0.096958221,0.096958221,0.108282064,0.108282064,0.108282064,0.011323843,chr2,189032825,189032826,10,-,ENSG00000204262.14,COL5A2,UTR3
COL6A1_ENSG00000142156.16,PAS19109_APA_0.3,0.885562351,NA,COL6A1_ENSG00000142156.16,0.098654347,1,0.753450485,0.8998988,COL6A1_ENSG00000142156.16,0.117805845,0.117805845,0.117805845,0.108726984,0.108726984,0.108726984,-0.009078861,chr21,46004100,46004101,25,+,ENSG00000142156.16,COL6A1,UTR3
COL6A1_ENSG00000142156.16,PAS19110_AATAAA_0.05,0.885562351,NA,COL6A1_ENSG00000142156.16,0.098654347,1,0.753450485,0.8998988,COL6A1_ENSG00000142156.16,0.882194155,0.882194155,0.882194155,0.891273016,0.891273016,0.891273016,0.009078861,chr21,46005047,46005048,759,+,ENSG00000142156.16,COL6A1,UTR3
COL6A2_ENSG00000142173.17,PAS19111_None_0.15,0.002518445,0,COL6A2_ENSG00000142173.17,14.32142872,1,1.54E-04,0.003219248,COL6A2_ENSG00000142173.17,0.427953996,0.427953996,0.427953996,0.273984058,0.273984058,0.273984058,-0.153969938,chr21,46129798,46129799,134,+,ENSG00000142173.17,COL6A2,UTR3
COL6A2_ENSG00000142173.17,PAS19112_AATAAA_0.1,0.002518445,0,COL6A2_ENSG00000142173.17,14.32142872,1,1.54E-04,0.003219248,COL6A2_ENSG00000142173.17,0.572046004,0.572046004,0.572046004,0.726015942,0.726015942,0.726015942,0.153969938,chr21,46132846,46132847,660,+,ENSG00000142173.17,COL6A2,UTR3
COMMD10_ENSG00000145781.9,PAS5612_AATAAA_0.35,0.570580081,NA,COMMD10_ENSG00000145781.9,0.962153138,1,0.326644992,0.613259218,COMMD10_ENSG00000145781.9,0.168439973,0.168439973,0.168439973,0.239777048,0.239777048,0.239777048,0.071337075,chr5,116292927,116292928,10,+,ENSG00000145781.9,COMMD10,UTR3
COMMD10_ENSG00000145781.9,PAS5613_AATAAA_0.25,0.570580081,NA,COMMD10_ENSG00000145781.9,0.962153138,1,0.326644992,0.613259218,COMMD10_ENSG00000145781.9,0.831560027,0.831560027,0.831560027,0.760222952,0.760222952,0.760222952,-0.071337075,chr5,116293282,116293283,88,+,ENSG00000145781.9,COMMD10,UTR3
COMMD2_ENSG00000114744.9,PAS4465_AATAAA_0.25,0.419901295,NA,COMMD2_ENSG00000114744.9,1.771826097,1,0.183156246,0.456531107,COMMD2_ENSG00000114744.9,0.217221471,0.217221471,0.217221471,0.316013804,0.316013804,0.316013804,0.098792333,chr3,149738472,149738473,12,-,ENSG00000114744.9,COMMD2,UTR3
COMMD2_ENSG00000114744.9,PAS4466_AATAAA_0.3,0.419901295,NA,COMMD2_ENSG00000114744.9,1.771826097,1,0.183156246,0.456531107,COMMD2_ENSG00000114744.9,0.782778529,0.782778529,0.782778529,0.683986196,0.683986196,0.683986196,-0.098792333,chr3,149740747,149740748,33,-,ENSG00000114744.9,COMMD2,UTR3
COMMD5_ENSG00000170619.10,PAS9026_AATAAA_0.35,0.871699315,NA,COMMD5_ENSG00000170619.10,0.122901992,1,0.725908112,0.886200949,COMMD5_ENSG00000170619.10,0.249411135,0.249411135,0.249411135,0.236934332,0.236934332,0.236934332,-0.012476803,chr8,144850177,144850178,39,-,ENSG00000170619.10,COMMD5,UTR3
COMMD5_ENSG00000170619.10,PAS9027_APA_0.2,0.871699315,NA,COMMD5_ENSG00000170619.10,0.122901992,1,0.725908112,0.886200949,COMMD5_ENSG00000170619.10,0.750588865,0.750588865,0.750588865,0.763065668,0.763065668,0.763065668,0.012476803,chr8,144850455,144850456,221,-,ENSG00000170619.10,COMMD5,UTR3
COMMD9_ENSG00000110442.12,PAS11519_AATAAA_0.25,0.360780917,NA,COMMD9_ENSG00000110442.12,2.163178197,1,0.141352059,0.393532183,COMMD9_ENSG00000110442.12,0.042854447,0.042854447,0.042854447,0.012083941,0.012083941,0.012083941,-0.030770506,chr11,36272292,36272293,15,-,ENSG00000110442.12,COMMD9,UTR3
COMMD9_ENSG00000110442.12,PAS11520_APA_0.15,0.360780917,NA,COMMD9_ENSG00000110442.12,2.163178197,1,0.141352059,0.393532183,COMMD9_ENSG00000110442.12,0.957145553,0.957145553,0.957145553,0.987916059,0.987916059,0.987916059,0.030770506,chr11,36273959,36273960,196,-,ENSG00000110442.12,COMMD9,UTR3
COPA_ENSG00000122218.17,PAS1714_AATAAA_0.15,0.922167725,NA,COPA_ENSG00000122218.17,0.040899113,1,0.839732784,0.933916392,COPA_ENSG00000122218.17,0.857391438,0.857391438,0.857391438,0.863068873,0.863068873,0.863068873,0.005677435,chr1,160289277,160289278,297,-,ENSG00000122218.17,COPA,UTR3
COPA_ENSG00000122218.17,PAS1715_AATAAA_0.35,0.922167725,NA,COPA_ENSG00000122218.17,0.040899113,1,0.839732784,0.933916392,COPA_ENSG00000122218.17,0.142608562,0.142608562,0.142608562,0.136931127,0.136931127,0.136931127,-0.005677435,chr1,160289762,160289763,18,-,ENSG00000122218.17,COPA,UTR3
COPB2_ENSG00000184432.11,PAS4439_ATTAAA_0.35,0.12870376,NA,COPB2_ENSG00000184432.11,6.805601621,1,0.009087233,0.068505011,COPB2_ENSG00000184432.11,0.006947873,0.006947873,0.006947873,0.028475821,0.028475821,0.028475821,0.021527948,chr3,139356888,139356889,10,-,ENSG00000184432.11,COPB2,UTR3
COPB2_ENSG00000184432.11,PAS4440_APA_0.25,0.12870376,NA,COPB2_ENSG00000184432.11,4.309444615,1,0.037901333,0.17881764,COPB2_ENSG00000184432.11,0.981298072,0.981298072,0.981298072,0.955668334,0.955668334,0.955668334,-0.025629737,chr3,139357592,139357593,273,-,ENSG00000184432.11,COPB2,UTR3
COPB2_ENSG00000184432.11,PAS4438_AATAAA_0.15,0.12870376,NA,COPB2_ENSG00000184432.11,0.284878172,1,0.59352157,0.81392038,COPB2_ENSG00000184432.11,0.011754056,0.011754056,0.011754056,0.015855844,0.015855844,0.015855844,0.004101789,chr3,139353945,139353946,12,-,ENSG00000184432.11,COPB2,UTR3
COPS2_ENSG00000166200.15,PAS14699_ATTAAA_0.3,0.476761958,NA,COPS2_ENSG00000166200.15,2.723924926,1,0.098854664,0.319055137,COPS2_ENSG00000166200.15,0.166518667,0.166518667,0.166518667,0.106309508,0.106309508,0.106309508,-0.060209159,chr15,49125469,49125470,60,-,ENSG00000166200.15,COPS2,UTR3
COPS2_ENSG00000166200.15,PAS14700_AATAAA_0.35,0.476761958,NA,COPS2_ENSG00000166200.15,0.687808366,1,0.406910838,0.687988166,COPS2_ENSG00000166200.15,0.154108694,0.154108694,0.154108694,0.188657191,0.188657191,0.188657191,0.034548498,chr15,49126030,49126031,47,-,ENSG00000166200.15,COPS2,UTR3
COPS2_ENSG00000166200.15,PAS14701_AATAAA_0.1,0.476761958,NA,COPS2_ENSG00000166200.15,0.269549933,1,0.603633841,0.819245232,COPS2_ENSG00000166200.15,0.679372639,0.679372639,0.679372639,0.705033301,0.705033301,0.705033301,0.025660661,chr15,49127345,49127346,252,-,ENSG00000166200.15,COPS2,UTR3
COPS6_ENSG00000168090.10,PAS7596_AATAAA_0,0.702738557,NA,COPS6_ENSG00000168090.10,0.526982878,1,0.46787809,0.732318565,COPS6_ENSG00000168090.10,0.916682447,0.916682447,0.916682447,0.903285405,0.903285405,0.903285405,-0.013397043,chr7,100091906,100091907,634,+,ENSG00000168090.10,COPS6,UTR3
COPS6_ENSG00000168090.10,PAS7597_APA_0.3,0.702738557,NA,COPS6_ENSG00000168090.10,0.526982878,1,0.46787809,0.732318565,COPS6_ENSG00000168090.10,0.083317553,0.083317553,0.083317553,0.096714595,0.096714595,0.096714595,0.013397043,chr7,100092183,100092184,24,+,ENSG00000168090.10,COPS6,UTR3
COPS7B_ENSG00000144524.18,PAS2675_APA_0.15,0.709063724,NA,COPS7B_ENSG00000144524.18,0.507503873,1,0.476221411,0.738015762,COPS7B_ENSG00000144524.18,0.792313447,0.792313447,0.792313447,0.829002849,0.829002849,0.829002849,0.036689402,chr2,231808721,231808722,73,+,ENSG00000144524.18,COPS7B,UTR3
COPS7B_ENSG00000144524.18,PAS2676_AATAAA_0.25,0.709063724,NA,COPS7B_ENSG00000144524.18,0.507503873,1,0.476221411,0.738015762,COPS7B_ENSG00000144524.18,0.207686553,0.207686553,0.207686553,0.170997151,0.170997151,0.170997151,-0.036689402,chr2,231809246,231809247,27,+,ENSG00000144524.18,COPS7B,UTR3
COPS8_ENSG00000198612.11,PAS2694_APA_0.3,0.619054292,NA,COPS8_ENSG00000198612.11,0.801053101,1,0.370778696,0.659699934,COPS8_ENSG00000198612.11,0.23385653,0.23385653,0.23385653,0.198762964,0.198762964,0.198762964,-0.035093566,chr2,237098034,237098035,19,+,ENSG00000198612.11,COPS8,UTR3
COPS8_ENSG00000198612.11,PAS2695_AATAAA_0.4,0.619054292,NA,COPS8_ENSG00000198612.11,0.801053101,1,0.370778696,0.659699934,COPS8_ENSG00000198612.11,0.76614347,0.76614347,0.76614347,0.801237036,0.801237036,0.801237036,0.035093566,chr2,237098690,237098691,113,+,ENSG00000198612.11,COPS8,UTR3
COPZ1_ENSG00000111481.10,PAS12128_ATTAAA_0.15,0.909970582,NA,COPZ1_ENSG00000111481.10,0.057468987,1,0.810541978,0.923098933,COPZ1_ENSG00000111481.10,0.232242482,0.232242482,0.232242482,0.227075461,0.227075461,0.227075461,-0.005167021,chr12,54350874,54350875,129,+,ENSG00000111481.10,COPZ1,UTR3
COPZ1_ENSG00000111481.10,PAS12129_AATAAA_0.2,0.909970582,NA,COPZ1_ENSG00000111481.10,0.057468987,1,0.810541978,0.923098933,COPZ1_ENSG00000111481.10,0.767757518,0.767757518,0.767757518,0.772924539,0.772924539,0.772924539,0.005167021,chr12,54351842,54351843,1069,+,ENSG00000111481.10,COPZ1,UTR3
COQ2_ENSG00000173085.15,PAS5171_AATAAA_0.15,0.903716532,NA,COQ2_ENSG00000173085.15,0.067872434,1,0.79446008,0.917105146,COQ2_ENSG00000173085.15,0.775382855,0.775382855,0.775382855,0.795284907,0.795284907,0.795284907,0.019902052,chr4,83263825,83263826,50,-,ENSG00000173085.15,COQ2,UTR3
COQ2_ENSG00000173085.15,PAS5172_AATAAA_0.35,0.903716532,NA,COQ2_ENSG00000173085.15,0.067872434,1,0.79446008,0.917105146,COQ2_ENSG00000173085.15,0.224617145,0.224617145,0.224617145,0.204715093,0.204715093,0.204715093,-0.019902052,chr4,83264304,83264305,10,-,ENSG00000173085.15,COQ2,UTR3
COQ4_ENSG00000167113.11,PAS9300_AATAAA_0.3,0.169254825,NA,COQ4_ENSG00000167113.11,4.043731391,1,0.04433569,0.195654821,COQ4_ENSG00000167113.11,0.229058868,0.229058868,0.229058868,0.33564248,0.33564248,0.33564248,0.106583612,chr9,128323581,128323582,39,+,ENSG00000167113.11,COQ4,UTR3
COQ4_ENSG00000167113.11,PAS9301_AATAAA_0.1,0.169254825,NA,COQ4_ENSG00000167113.11,4.043731391,1,0.04433569,0.195654821,COQ4_ENSG00000167113.11,0.770941132,0.770941132,0.770941132,0.66435752,0.66435752,0.66435752,-0.106583612,chr9,128334069,128334070,124,+,ENSG00000167113.11,COQ4,UTR3
CORO1C_ENSG00000110880.11,PAS12988_APA_0.25,0.041404112,0.00923866,CORO1C_ENSG00000110880.11,10.21673356,1,0.001391721,0.0181647,CORO1C_ENSG00000110880.11,0.178014999,0.178014999,0.178014999,0.25189288,0.25189288,0.25189288,0.073877881,chr12,108646571,108646572,105,-,ENSG00000110880.11,CORO1C,UTR3
CORO1C_ENSG00000110880.11,PAS12987_APA_0.25,0.041404112,0.028996874,CORO1C_ENSG00000110880.11,8.124078179,1,0.004368119,0.040759402,CORO1C_ENSG00000110880.11,0.790438231,0.790438231,0.790438231,0.721425036,0.721425036,0.721425036,-0.069013195,chr12,108645112,108645113,908,-,ENSG00000110880.11,CORO1C,UTR3
CORO1C_ENSG00000110880.11,PAS12989_APA_0.2,0.041404112,1,CORO1C_ENSG00000110880.11,0.261742008,1,0.60892589,0.823471759,CORO1C_ENSG00000110880.11,0.03154677,0.03154677,0.03154677,0.026682084,0.026682084,0.026682084,-0.004864686,chr12,108647179,108647180,17,-,ENSG00000110880.11,CORO1C,UTR3
CORO2A_ENSG00000106789.13,PAS9594_AATAAA_0.15,0.489575697,NA,CORO2A_ENSG00000106789.13,1.38095972,1,0.23993774,0.526658949,CORO2A_ENSG00000106789.13,0.422633059,0.422633059,0.422633059,0.537308853,0.537308853,0.537308853,0.114675794,chr9,98120976,98120977,37,-,ENSG00000106789.13,CORO2A,UTR3
CORO2A_ENSG00000106789.13,PAS9595_None_0.15,0.489575697,NA,CORO2A_ENSG00000106789.13,1.38095972,1,0.23993774,0.526658949,CORO2A_ENSG00000106789.13,0.577366941,0.577366941,0.577366941,0.462691147,0.462691147,0.462691147,-0.114675794,chr9,98124462,98124463,19,-,ENSG00000106789.13,CORO2A,UTR3
COX11_ENSG00000166260.13,PAS16759_AATAAA_0.1,0.303189277,NA,COX11_ENSG00000166260.13,4.150815008,1,0.041614489,0.188939176,COX11_ENSG00000166260.13,0.070090028,0.070090028,0.070090028,0.031060399,0.031060399,0.031060399,-0.039029629,chr17,54961206,54961207,16,-,ENSG00000166260.13,COX11,UTR3
COX11_ENSG00000166260.13,PAS16758_AATAAA_0.2,0.303189277,NA,COX11_ENSG00000166260.13,0.508703885,1,0.475700473,0.737616797,COX11_ENSG00000166260.13,0.084288209,0.084288209,0.084288209,0.102522282,0.102522282,0.102522282,0.018234073,chr17,54951905,54951906,36,-,ENSG00000166260.13,COX11,UTR3
COX11_ENSG00000166260.13,PAS16760_ATTAAA_0.3,0.303189277,NA,COX11_ENSG00000166260.13,0.448371664,1,0.503109241,0.759294027,COX11_ENSG00000166260.13,0.845621763,0.845621763,0.845621763,0.866417319,0.866417319,0.866417319,0.020795556,chr17,54961942,54961943,286,-,ENSG00000166260.13,COX11,UTR3
COX15_ENSG00000014919.13,PAS10676_ATTAAA_0.3,0.066026905,NA,COX15_ENSG00000014919.13,7.859054595,1,0.005056683,0.045025242,COX15_ENSG00000014919.13,0.033481027,0.033481027,0.033481027,0.104507981,0.104507981,0.104507981,0.071026954,chr10,99713260,99713261,12,-,ENSG00000014919.13,COX15,UTR3
COX15_ENSG00000014919.13,PAS10675_AATAAA_0.35,0.066026905,NA,COX15_ENSG00000014919.13,4.019996077,1,0.044963818,0.197247969,COX15_ENSG00000014919.13,0.562389041,0.562389041,0.562389041,0.460209185,0.460209185,0.460209185,-0.102179857,chr10,99711848,99711849,98,-,ENSG00000014919.13,COX15,UTR3
COX15_ENSG00000014919.13,PAS10674_AATAAA_0.45,0.066026905,NA,COX15_ENSG00000014919.13,3.823492221,1,0.0505388,0.212531216,COX15_ENSG00000014919.13,0.051509558,0.051509558,0.051509558,0.104282838,0.104282838,0.104282838,0.05277328,chr10,99709883,99709884,17,-,ENSG00000014919.13,COX15,UTR3
COX15_ENSG00000014919.13,PAS10678_APA_0.2,0.066026905,NA,COX15_ENSG00000014919.13,0.222866482,1,0.636864429,0.837864905,COX15_ENSG00000014919.13,0.205998619,0.205998619,0.205998619,0.187318414,0.187318414,0.187318414,-0.018680205,chr10,99714318,99714319,35,-,ENSG00000014919.13,COX15,UTR3
COX15_ENSG00000014919.13,PAS10677_APA_0.25,0.066026905,NA,COX15_ENSG00000014919.13,0.009022508,1,0.924325245,0.970052224,COX15_ENSG00000014919.13,0.146621755,0.146621755,0.146621755,0.143681583,0.143681583,0.143681583,-0.002940172,chr10,99713516,99713517,36,-,ENSG00000014919.13,COX15,UTR3
COX16_ENSG00000133983.16,PAS14090_AATAAA_0.3,0.509765564,NA,COX16_ENSG00000133983.16,2.032445168,1,0.153972714,0.411451824,COX16_ENSG00000133983.16,0.01606765,0.01606765,0.01606765,0.0329012,0.0329012,0.0329012,0.016833551,chr14,70325080,70325081,11,-,ENSG00000133983.16,COX16,UTR3
COX16_ENSG00000133983.16,PAS14092_AATAAA_0.3,0.509765564,NA,COX16_ENSG00000133983.16,0.885075695,1,0.346815246,0.634186886,COX16_ENSG00000133983.16,0.271015945,0.271015945,0.271015945,0.238833414,0.238833414,0.238833414,-0.032182531,chr14,70326276,70326277,58,-,ENSG00000133983.16,COX16,UTR3
COX16_ENSG00000133983.16,PAS14091_AATAAA_0.45,0.509765564,NA,COX16_ENSG00000133983.16,0.140523119,1,0.707761514,0.878458289,COX16_ENSG00000133983.16,0.712916405,0.712916405,0.712916405,0.728265385,0.728265385,0.728265385,0.01534898,chr14,70326072,70326073,290,-,ENSG00000133983.16,COX16,UTR3
COX19_ENSG00000240230.6,PAS7750_APA_0.1,0.018030893,0.013772068,COX19_ENSG00000240230.6,10.75974058,1,0.001037319,0.01456757,COX19_ENSG00000240230.6,0.214678856,0.214678856,0.214678856,0.109636307,0.109636307,0.109636307,-0.105042549,chr7,969363,969364,121,-,ENSG00000240230.6,COX19,UTR3
COX19_ENSG00000240230.6,PAS7749_None_0.25,0.018030893,0.22694944,COX19_ENSG00000240230.6,5.6867023,1,0.017093948,0.10680643,COX19_ENSG00000240230.6,0.717563208,0.717563208,0.717563208,0.808054638,0.808054638,0.808054638,0.090491429,chr7,968990,968991,37,-,ENSG00000240230.6,COX19,UTR3
COX19_ENSG00000240230.6,PAS7747_ATTAAA_0.2,0.018030893,0.975570767,COX19_ENSG00000240230.6,3.20350822,1,0.07348049,0.269236108,COX19_ENSG00000240230.6,0.030167777,0.030167777,0.030167777,0.062749967,0.062749967,0.062749967,0.03258219,chr7,964853,964854,23,-,ENSG00000240230.6,COX19,UTR3
COX19_ENSG00000240230.6,PAS7748_AATAAA_0.35,0.018030893,1,COX19_ENSG00000240230.6,1.60415609,1,0.205315225,0.482246398,COX19_ENSG00000240230.6,0.037590159,0.037590159,0.037590159,0.019559088,0.019559088,0.019559088,-0.018031071,chr7,966941,966942,17,-,ENSG00000240230.6,COX19,UTR3
COX20_ENSG00000203667.10,PAS996_AATAAA_0.15,0.161541596,NA,COX20_ENSG00000203667.10,4.177029145,1,0.040975468,0.187048885,COX20_ENSG00000203667.10,0.830215395,0.830215395,0.830215395,0.74474512,0.74474512,0.74474512,-0.085470275,chr1,244843282,244843283,92,+,ENSG00000203667.10,COX20,UTR3
COX20_ENSG00000203667.10,PAS997_AATAAA_0.3,0.161541596,NA,COX20_ENSG00000203667.10,4.177029145,1,0.040975468,0.187048885,COX20_ENSG00000203667.10,0.169784605,0.169784605,0.169784605,0.25525488,0.25525488,0.25525488,0.085470275,chr1,244845054,244845055,18,+,ENSG00000203667.10,COX20,UTR3
COX6C_ENSG00000164919.11,PAS8836_AATAAA_0.25,0.349272207,NA,COX6C_ENSG00000164919.11,2.228846654,1,0.135454927,0.383142632,COX6C_ENSG00000164919.11,0.996068379,0.996068379,0.996068379,0.993039633,0.993039633,0.993039633,-0.003028746,chr8,99878149,99878150,2081,-,ENSG00000164919.11,COX6C,UTR3
COX6C_ENSG00000164919.11,PAS8837_AATAAA_0.25,0.349272207,NA,COX6C_ENSG00000164919.11,2.228846654,1,0.135454927,0.383142632,COX6C_ENSG00000164919.11,0.003931621,0.003931621,0.003931621,0.006960367,0.006960367,0.006960367,0.003028746,chr8,99885722,99885723,24,-,ENSG00000164919.11,COX6C,UTR3
COX7A2L_ENSG00000115944.15,PAS2867_AATAAA_0.45,0.962398998,NA,COX7A2L_ENSG00000115944.15,0.010251588,1,0.919351907,0.967508436,COX7A2L_ENSG00000115944.15,0.973577802,0.973577802,0.973577802,0.972678101,0.972678101,0.972678101,-9.00E-04,chr2,42350506,42350507,460,-,ENSG00000115944.15,COX7A2L,UTR3
COX7A2L_ENSG00000115944.15,PAS2868_ATTAAA_0.25,0.962398998,NA,COX7A2L_ENSG00000115944.15,0.010251588,1,0.919351907,0.967508436,COX7A2L_ENSG00000115944.15,0.026422198,0.026422198,0.026422198,0.027321899,0.027321899,0.027321899,9.00E-04,chr2,42351134,42351135,11,-,ENSG00000115944.15,COX7A2L,UTR3
CPD_ENSG00000108582.12,PAS15916_ATTAAA_0.2,0.160205468,NA,CPD_ENSG00000108582.12,4.029750465,1,0.044704553,0.196662563,CPD_ENSG00000108582.12,0.095675143,0.095675143,0.095675143,0.14115501,0.14115501,0.14115501,0.045479867,chr17,30464946,30464947,22,+,ENSG00000108582.12,CPD,UTR3
CPD_ENSG00000108582.12,PAS15921_AATAAA_0.25,0.160205468,NA,CPD_ENSG00000108582.12,3.867090148,1,0.049241824,0.208448474,CPD_ENSG00000108582.12,0.086385699,0.086385699,0.086385699,0.051346382,0.051346382,0.051346382,-0.035039317,chr17,30469303,30469304,22,+,ENSG00000108582.12,CPD,UTR3
CPD_ENSG00000108582.12,PAS15919_AATAAA_0.15,0.160205468,NA,CPD_ENSG00000108582.12,3.683587677,1,0.054950491,0.223042157,CPD_ENSG00000108582.12,0.29337313,0.29337313,0.29337313,0.233571112,0.233571112,0.233571112,-0.059802018,chr17,30467689,30467690,55,+,ENSG00000108582.12,CPD,UTR3
CPD_ENSG00000108582.12,PAS15920_APA_0.05,0.160205468,NA,CPD_ENSG00000108582.12,1.90801042,1,0.167184432,0.431738887,CPD_ENSG00000108582.12,0.351166188,0.351166188,0.351166188,0.398355231,0.398355231,0.398355231,0.047189043,chr17,30468677,30468678,131,+,ENSG00000108582.12,CPD,UTR3
CPD_ENSG00000108582.12,PAS15918_AATAAA_0.25,0.160205468,NA,CPD_ENSG00000108582.12,0.334397952,1,0.563080818,0.796775996,CPD_ENSG00000108582.12,0.087957545,0.087957545,0.087957545,0.099853997,0.099853997,0.099853997,0.011896451,chr17,30467342,30467343,19,+,ENSG00000108582.12,CPD,UTR3
CPD_ENSG00000108582.12,PAS15917_APA_0.35,0.160205468,NA,CPD_ENSG00000108582.12,0.258209678,1,0.611352806,0.824840448,CPD_ENSG00000108582.12,0.085442294,0.085442294,0.085442294,0.075718268,0.075718268,0.075718268,-0.009724026,chr17,30466417,30466418,36,+,ENSG00000108582.12,CPD,UTR3
