gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ctrl_SDMAi_ADMAi_1,ctrl_SDMAi_ADMAi_2,ctrl_SDMAi_ADMAi_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
ZNF148_ENSG00000163848.21,PAS4369_AATAAA_0.25,0.001145481,0.013888388,ZNF148_ENSG00000163848.21,10.08038742,1,0.001498558,0.01259777,ZNF148_ENSG00000163848.21,0.244682526,0.244682526,0.244682526,0.116504086,0.116504086,0.116504086,-0.12817844,chr3,125231014,125231015,31,-,ENSG00000163848.21,ZNF148,UTR3
AIG1_ENSG00000146416.19,PAS6779_AATAAA_0.1,0.010486143,0,AIG1_ENSG00000146416.19,10.06931294,1,0.001507592,0.012623274,AIG1_ENSG00000146416.19,0.071979798,0.071979798,0.071979798,0.018115531,0.018115531,0.018115531,-0.053864267,chr6,143061593,143061594,64,+,ENSG00000146416.19,AIG1,UTR3
AIG1_ENSG00000146416.19,PAS6781_AATAAA_0.2,0.010486143,0,AIG1_ENSG00000146416.19,10.06931294,1,0.001507592,0.012623274,AIG1_ENSG00000146416.19,0.928020202,0.928020202,0.928020202,0.981884469,0.981884469,0.981884469,0.053864267,chr6,143340301,143340302,138,+,ENSG00000146416.19,AIG1,UTR3
MRPS17_ENSG00000239789.6,PAS7525_APA_0.2,0.010486143,0,MRPS17_ENSG00000239789.6,10.07059159,1,0.001506547,0.012623274,MRPS17_ENSG00000239789.6,0.88058167,0.88058167,0.88058167,0.790359607,0.790359607,0.790359607,-0.090222062,chr7,55955258,55955259,274,+,ENSG00000239789.6,MRPS17,UTR3
MRPS17_ENSG00000239789.6,PAS7526_AATAAA_0.15,0.010486143,0,MRPS17_ENSG00000239789.6,10.07059159,1,0.001506547,0.012623274,MRPS17_ENSG00000239789.6,0.11941833,0.11941833,0.11941833,0.209640393,0.209640393,0.209640393,0.090222062,chr7,55956499,55956500,31,+,ENSG00000239789.6,MRPS17,UTR3
SET_ENSG00000119335.18,PAS9314_AATAAA_0.1,0.020553972,0.00709182,SET_ENSG00000119335.18,10.04163141,1,0.001530416,0.012801641,SET_ENSG00000119335.18,0.298974132,0.298974132,0.298974132,0.220932241,0.220932241,0.220932241,-0.078041891,chr9,128695533,128695534,178,+,ENSG00000119335.18,SET,UTR3
MARCHF5_ENSG00000198060.10,PAS10130_AATAAA_0.2,0.00387628,0.007122522,MARCHF5_ENSG00000198060.10,10.03367407,1,0.001537041,0.012844294,MARCHF5_ENSG00000198060.10,0.127569198,0.127569198,0.127569198,0.277404704,0.277404704,0.277404704,0.149835506,chr10,92353963,92353964,17,+,ENSG00000198060.10,MARCHF5,UTR3
RIF1_ENSG00000080345.18,PAS2455_AATAAA_0.4,0.001098323,0.007150877,RIF1_ENSG00000080345.18,10.02635564,1,0.001543161,0.012873793,RIF1_ENSG00000080345.18,0.35460431,0.35460431,0.35460431,0.199112547,0.199112547,0.199112547,-0.155491763,chr2,151477335,151477336,47,+,ENSG00000080345.18,RIF1,UTR3
SOAT1_ENSG00000057252.13,PAS744_ATTAAA_0.25,0.026019441,0.007153059,SOAT1_ENSG00000057252.13,10.02579389,1,0.001543631,0.012873793,SOAT1_ENSG00000057252.13,0.302336755,0.302336755,0.302336755,0.500778392,0.500778392,0.500778392,0.198441637,chr1,179358676,179358677,42,+,ENSG00000057252.13,SOAT1,UTR3
RUBCN_ENSG00000145016.17,PAS4631_AATAAA_0.25,1.66E-11,0.007173999,RUBCN_ENSG00000145016.17,10.02040971,1,0.00154815,0.012898697,RUBCN_ENSG00000145016.17,0.1325554,0.1325554,0.1325554,0.042067384,0.042067384,0.042067384,-0.090488016,chr3,197671395,197671396,10,-,ENSG00000145016.17,RUBCN,UTR3
MTA3_ENSG00000057935.14,PAS2158_AATAAA_0.05,0.031508249,0.007237375,MTA3_ENSG00000057935.14,10.0042112,1,0.001561827,0.012999774,MTA3_ENSG00000057935.14,0.131156948,0.131156948,0.131156948,0.257981239,0.257981239,0.257981239,0.126824291,chr2,42756945,42756946,26,+,ENSG00000057935.14,MTA3,UTR3
IQCE_ENSG00000106012.18,PAS7349_AATAAA_0.15,0.005341316,0.007244733,IQCE_ENSG00000106012.18,10.0023398,1,0.001563415,0.013000132,IQCE_ENSG00000106012.18,0.678641627,0.678641627,0.678641627,0.84527692,0.84527692,0.84527692,0.166635293,chr7,2614727,2614728,78,+,ENSG00000106012.18,IQCE,UTR3
ZSCAN29_ENSG00000140265.14,PAS14669_AATAAA_0.1,0.01110015,0,ZSCAN29_ENSG00000140265.14,9.957084282,1,0.001602316,0.013284227,ZSCAN29_ENSG00000140265.14,0.849397317,0.849397317,0.849397317,0.968664895,0.968664895,0.968664895,0.119267578,chr15,43358171,43358172,24,-,ENSG00000140265.14,ZSCAN29,UTR3
ZSCAN29_ENSG00000140265.14,PAS14670_AATAAA_0.3,0.01110015,0,ZSCAN29_ENSG00000140265.14,9.957084282,1,0.001602316,0.013284227,ZSCAN29_ENSG00000140265.14,0.150602683,0.150602683,0.150602683,0.031335105,0.031335105,0.031335105,-0.119267578,chr15,43361017,43361018,22,-,ENSG00000140265.14,ZSCAN29,UTR3
CLIC4_ENSG00000169504.15,PAS154_AATAAA_0.45,9.09E-04,0.007415123,CLIC4_ENSG00000169504.15,9.959534727,1,0.001600185,0.013284227,CLIC4_ENSG00000169504.15,0.006496891,0.006496891,0.006496891,0.023541981,0.023541981,0.023541981,0.01704509,chr1,24844981,24844982,11,+,ENSG00000169504.15,CLIC4,UTR3
EZR_ENSG00000092820.19,PAS7306_ATTAAA_0.2,0.022592185,0.007461918,EZR_ENSG00000092820.19,9.947953433,1,0.001610283,0.013337139,EZR_ENSG00000092820.19,0.125145353,0.125145353,0.125145353,0.080377255,0.080377255,0.080377255,-0.044768099,chr6,158766556,158766557,65,-,ENSG00000092820.19,EZR,UTR3
PAK1_ENSG00000149269.10,PAS11721_AATAAA_0.2,0.01118286,0,PAK1_ENSG00000149269.10,9.939717787,1,0.001617503,0.013357499,PAK1_ENSG00000149269.10,0.709313613,0.709313613,0.709313613,0.874445431,0.874445431,0.874445431,0.165131818,chr11,77322020,77322021,32,-,ENSG00000149269.10,PAK1,UTR3
PAK1_ENSG00000149269.10,PAS11722_AATAAA_0.25,0.01118286,0,PAK1_ENSG00000149269.10,9.939717787,1,0.001617503,0.013357499,PAK1_ENSG00000149269.10,0.290686387,0.290686387,0.290686387,0.125554569,0.125554569,0.125554569,-0.165131818,chr11,77322983,77322984,28,-,ENSG00000149269.10,PAK1,UTR3
ASPH_ENSG00000198363.18,PAS8692_AATAAA_0.25,3.20E-13,0.022445349,ASPH_ENSG00000198363.18,9.943059135,1,0.00161457,0.013357499,ASPH_ENSG00000198363.18,0.004979144,0.004979144,0.004979144,0.023143842,0.023143842,0.023143842,0.018164698,chr8,61606461,61606462,34,-,ENSG00000198363.18,ASPH,UTR3
PCDHA2_ENSG00000204969.7,PAS5726_APA_0.35,0.011186979,0,PCDHA2_ENSG00000204969.7,9.935347366,1,0.001621348,0.013363023,PCDHA2_ENSG00000204969.7,0.399610026,0.399610026,0.399610026,0.10201259,0.10201259,0.10201259,-0.297597436,chr5,141011578,141011579,30,+,ENSG00000204969.7,PCDHA2,UTR3
PCDHA2_ENSG00000204969.7,PAS5728_AATAAA_0.35,0.011186979,0,PCDHA2_ENSG00000204969.7,9.935347366,1,0.001621348,0.013363023,PCDHA2_ENSG00000204969.7,0.600389974,0.600389974,0.600389974,0.89798741,0.89798741,0.89798741,0.297597436,chr5,141012343,141012344,74,+,ENSG00000204969.7,PCDHA2,UTR3
MFF_ENSG00000168958.21,PAS2658_APA_0.05,0.011198431,0,MFF_ENSG00000168958.21,9.929778835,1,0.001626261,0.013377306,MFF_ENSG00000168958.21,0.802720419,0.802720419,0.802720419,0.701232523,0.701232523,0.701232523,-0.101487896,chr2,227357179,227357180,202,+,ENSG00000168958.21,MFF,UTR3
MFF_ENSG00000168958.21,PAS2659_AATAAA_0.3,0.011198431,0,MFF_ENSG00000168958.21,9.929778835,1,0.001626261,0.013377306,MFF_ENSG00000168958.21,0.197279581,0.197279581,0.197279581,0.298767477,0.298767477,0.298767477,0.101487896,chr2,227357826,227357827,69,+,ENSG00000168958.21,MFF,UTR3
FEM1B_ENSG00000169018.6,PAS14452_AATAAA_0.3,0.036206617,0.00754935,FEM1B_ENSG00000169018.6,9.926510452,1,0.001629151,0.013377433,FEM1B_ENSG00000169018.6,0.345309431,0.345309431,0.345309431,0.548306902,0.548306902,0.548306902,0.202997471,chr15,68295681,68295682,41,+,ENSG00000169018.6,FEM1B,UTR3
UBE2I_ENSG00000103275.21,PAS14985_AATAAA_0.25,0.011208397,0,UBE2I_ENSG00000103275.21,9.924371587,1,0.001631045,0.013377433,UBE2I_ENSG00000103275.21,0.954565334,0.954565334,0.954565334,0.908972486,0.908972486,0.908972486,-0.045592848,chr16,1325346,1325347,982,+,ENSG00000103275.21,UBE2I,UTR3
UBE2I_ENSG00000103275.21,PAS14986_ATTAAA_0.05,0.011208397,0,UBE2I_ENSG00000103275.21,9.924371587,1,0.001631045,0.013377433,UBE2I_ENSG00000103275.21,0.045434666,0.045434666,0.045434666,0.091027514,0.091027514,0.091027514,0.045592848,chr16,1327015,1327016,31,+,ENSG00000103275.21,UBE2I,UTR3
EXOSC6_ENSG00000223496.3,PAS15655_AATAAA_0.3,0.011208397,0,EXOSC6_ENSG00000223496.3,9.920529337,1,0.001634454,0.013379307,EXOSC6_ENSG00000223496.3,0.402059516,0.402059516,0.402059516,0.624964502,0.624964502,0.624964502,0.222904985,chr16,70246782,70246783,93,-,ENSG00000223496.3,EXOSC6,UTR3
EXOSC6_ENSG00000223496.3,PAS15656_APA_0,0.011208397,0,EXOSC6_ENSG00000223496.3,9.920529337,1,0.001634454,0.013379307,EXOSC6_ENSG00000223496.3,0.597940484,0.597940484,0.597940484,0.375035498,0.375035498,0.375035498,-0.222904985,chr16,70250230,70250231,42,-,ENSG00000223496.3,EXOSC6,UTR3
MYEF2_ENSG00000104177.19,PAS14692_AATAAA_0.15,0.004100383,0.03832126,MYEF2_ENSG00000104177.19,9.89870975,1,0.001653947,0.013525718,MYEF2_ENSG00000104177.19,0.271562611,0.271562611,0.271562611,0.140724244,0.140724244,0.140724244,-0.130838367,chr15,48157127,48157128,34,-,ENSG00000104177.19,MYEF2,UTR3
GHITM_ENSG00000165678.22,PAS10086_AATAAA_0.45,0.011334648,0,GHITM_ENSG00000165678.22,9.892862334,1,0.001659211,0.013529321,GHITM_ENSG00000165678.22,0.456881607,0.456881607,0.456881607,0.364034583,0.364034583,0.364034583,-0.092847024,chr10,84152543,84152544,491,+,ENSG00000165678.22,GHITM,UTR3
GHITM_ENSG00000165678.22,PAS10087_APA_0.2,0.011334648,0,GHITM_ENSG00000165678.22,9.892862334,1,0.001659211,0.013529321,GHITM_ENSG00000165678.22,0.543118393,0.543118393,0.543118393,0.635965417,0.635965417,0.635965417,0.092847024,chr10,84153173,84153174,332,+,ENSG00000165678.22,GHITM,UTR3
MAP4K5_ENSG00000012983.12,PAS14003_ATTAAA_0.2,9.05E-04,0.007682617,MAP4K5_ENSG00000012983.12,9.894305427,1,0.00165791,0.013529321,MAP4K5_ENSG00000012983.12,0.430688894,0.430688894,0.430688894,0.317807324,0.317807324,0.317807324,-0.112881569,chr14,50418830,50418831,101,-,ENSG00000012983.12,MAP4K5,UTR3
RAI14_ENSG00000039560.14,PAS5406_APA_0.15,0.011398388,0,RAI14_ENSG00000039560.14,9.875256429,1,0.001675162,0.013632971,RAI14_ENSG00000039560.14,0.111828516,0.111828516,0.111828516,0.032455629,0.032455629,0.032455629,-0.079372886,chr5,34830782,34830783,38,+,ENSG00000039560.14,RAI14,UTR3
RAI14_ENSG00000039560.14,PAS5407_AATAAA_0.1,0.011398388,0,RAI14_ENSG00000039560.14,9.875256429,1,0.001675162,0.013632971,RAI14_ENSG00000039560.14,0.888171484,0.888171484,0.888171484,0.967544371,0.967544371,0.967544371,0.079372886,chr5,34832610,34832611,289,+,ENSG00000039560.14,RAI14,UTR3
ZNF7_ENSG00000147789.16,PAS8564_AATAAA_0.3,0.011509759,0,ZNF7_ENSG00000147789.16,9.853734966,1,0.001694873,0.013766754,ZNF7_ENSG00000147789.16,0.864981744,0.864981744,0.864981744,0.752573739,0.752573739,0.752573739,-0.112408005,chr8,144843219,144843220,191,+,ENSG00000147789.16,ZNF7,UTR3
ZNF7_ENSG00000147789.16,PAS8565_AATAAA_0.3,0.011509759,0,ZNF7_ENSG00000147789.16,9.853734966,1,0.001694873,0.013766754,ZNF7_ENSG00000147789.16,0.135018256,0.135018256,0.135018256,0.247426261,0.247426261,0.247426261,0.112408005,chr8,144843685,144843686,14,+,ENSG00000147789.16,ZNF7,UTR3
RAP2B_ENSG00000181467.5,PAS3812_APA_0.25,0.011575856,0,RAP2B_ENSG00000181467.5,9.839576338,1,0.001707968,0.01384639,RAP2B_ENSG00000181467.5,0.962177767,0.962177767,0.962177767,0.866883763,0.866883763,0.866883763,-0.095294004,chr3,153164728,153164729,25,+,ENSG00000181467.5,RAP2B,UTR3
RAP2B_ENSG00000181467.5,PAS3813_AATAAA_0.35,0.011575856,0,RAP2B_ENSG00000181467.5,9.839576338,1,0.001707968,0.01384639,RAP2B_ENSG00000181467.5,0.037822233,0.037822233,0.037822233,0.133116237,0.133116237,0.133116237,0.095294004,chr3,153170623,153170624,11,+,ENSG00000181467.5,RAP2B,UTR3
HERC4_ENSG00000148634.16,PAS10533_AATAAA_0.2,1.19E-09,0.016079807,HERC4_ENSG00000148634.16,9.81068085,1,0.001735013,0.014052099,HERC4_ENSG00000148634.16,0.677960924,0.677960924,0.677960924,0.561471299,0.561471299,0.561471299,-0.116489626,chr10,67922484,67922485,137,-,ENSG00000148634.16,HERC4,UTR3
RFC5_ENSG00000111445.14,PAS12389_AATAAA_0.45,0.003102055,0.00808167,RFC5_ENSG00000111445.14,9.801151996,1,0.001744026,0.014111517,RFC5_ENSG00000111445.14,0.718554342,0.718554342,0.718554342,0.835151986,0.835151986,0.835151986,0.116597644,chr12,118032232,118032233,85,+,ENSG00000111445.14,RFC5,UTR3
CLIP4_ENSG00000115295.21,PAS2109_AATAAA_0.1,9.39E-10,0.024407187,CLIP4_ENSG00000115295.21,9.788892528,1,0.001755692,0.014192263,CLIP4_ENSG00000115295.21,0.016388302,0.016388302,0.016388302,0.001425632,0.001425632,0.001425632,-0.01496267,chr2,29167875,29167876,16,+,ENSG00000115295.21,CLIP4,UTR3
OGA_ENSG00000198408.14,PAS10699_APA_0.15,7.74E-04,0.016294222,OGA_ENSG00000198408.14,9.78632181,1,0.001758148,0.014198479,OGA_ENSG00000198408.14,0.060623152,0.060623152,0.060623152,0.030670237,0.030670237,0.030670237,-0.029952915,chr10,101785762,101785763,147,-,ENSG00000198408.14,OGA,UTR3
CTNNBIP1_ENSG00000178585.15,PAS1077_AATAAA_0.1,0.021742422,0.008166609,CTNNBIP1_ENSG00000178585.15,9.781926481,1,0.001762356,0.014218814,CTNNBIP1_ENSG00000178585.15,0.267274773,0.267274773,0.267274773,0.472806452,0.472806452,0.472806452,0.205531678,chr1,9848277,9848278,32,-,ENSG00000178585.15,CTNNBIP1,UTR3
CCSER2_ENSG00000107771.17,PAS10089_AATAAA_0.4,0.011944452,0,CCSER2_ENSG00000107771.17,9.778313289,1,0.001765822,0.014219516,CCSER2_ENSG00000107771.17,0.323720315,0.323720315,0.323720315,0.093560158,0.093560158,0.093560158,-0.230160156,chr10,84514804,84514805,15,+,ENSG00000107771.17,CCSER2,UTR3
CCSER2_ENSG00000107771.17,PAS10090_AATAAA_0.2,0.011944452,0,CCSER2_ENSG00000107771.17,9.778313289,1,0.001765822,0.014219516,CCSER2_ENSG00000107771.17,0.676279685,0.676279685,0.676279685,0.906439842,0.906439842,0.906439842,0.230160156,chr10,84518512,84518513,24,+,ENSG00000107771.17,CCSER2,UTR3
PNPT1_ENSG00000138035.15,PAS2909_ATTAAA_0.3,0.011969331,0,PNPT1_ENSG00000138035.15,9.770878944,1,0.001772977,0.014249856,PNPT1_ENSG00000138035.15,0.307638228,0.307638228,0.307638228,0.603667628,0.603667628,0.603667628,0.2960294,chr2,55634068,55634069,20,-,ENSG00000138035.15,PNPT1,UTR3
PNPT1_ENSG00000138035.15,PAS2910_APA_0.35,0.011969331,0,PNPT1_ENSG00000138035.15,9.770878944,1,0.001772977,0.014249856,PNPT1_ENSG00000138035.15,0.692361772,0.692361772,0.692361772,0.396332372,0.396332372,0.396332372,-0.2960294,chr2,55636107,55636108,99,-,ENSG00000138035.15,PNPT1,UTR3
NR2C1_ENSG00000120798.17,PAS12940_AATAAA_0.25,0.004219649,0.008227057,NR2C1_ENSG00000120798.17,9.76836738,1,0.0017754,0.01425572,NR2C1_ENSG00000120798.17,0.812134673,0.812134673,0.812134673,0.654121445,0.654121445,0.654121445,-0.158013228,chr12,95021894,95021895,137,-,ENSG00000120798.17,NR2C1,UTR3
ATP6V0A2_ENSG00000185344.15,PAS12486_APA_0.25,0.019107904,0.008271419,ATP6V0A2_ENSG00000185344.15,9.75848076,1,0.001784974,0.014318925,ATP6V0A2_ENSG00000185344.15,0.345166954,0.345166954,0.345166954,0.215832193,0.215832193,0.215832193,-0.129334762,chr12,123758276,123758277,11,+,ENSG00000185344.15,ATP6V0A2,UTR3
PPP2R2D_ENSG00000175470.20,PAS10296_None_0.15,1.18E-05,0.024971656,PPP2R2D_ENSG00000175470.20,9.746856884,1,0.001796296,0.014396028,PPP2R2D_ENSG00000175470.20,0.050506473,0.050506473,0.050506473,0.099800083,0.099800083,0.099800083,0.04929361,chr10,131948329,131948330,12,+,ENSG00000175470.20,PPP2R2D,UTR3
TCAIM_ENSG00000179152.20,PAS3513_AATAAA_0.3,0.012160245,0,TCAIM_ENSG00000179152.20,9.734593623,1,0.00180832,0.01446484,TCAIM_ENSG00000179152.20,0.703741817,0.703741817,0.703741817,0.907959649,0.907959649,0.907959649,0.204217832,chr3,44359795,44359796,36,+,ENSG00000179152.20,TCAIM,UTR3
TCAIM_ENSG00000179152.20,PAS3514_AATAAA_0.15,0.012160245,0,TCAIM_ENSG00000179152.20,9.734593623,1,0.00180832,0.01446484,TCAIM_ENSG00000179152.20,0.296258183,0.296258183,0.296258183,0.092040351,0.092040351,0.092040351,-0.204217832,chr3,44409446,44409447,25,+,ENSG00000179152.20,TCAIM,UTR3
KDM2B_ENSG00000089094.20,PAS13096_APA_0.25,0.012160679,0,KDM2B_ENSG00000089094.20,9.730941572,1,0.001811916,0.014466107,KDM2B_ENSG00000089094.20,0.78328963,0.78328963,0.78328963,0.886472774,0.886472774,0.886472774,0.103183145,chr12,121429181,121429182,48,-,ENSG00000089094.20,KDM2B,UTR3
KDM2B_ENSG00000089094.20,PAS13097_None_0.25,0.012160679,0,KDM2B_ENSG00000089094.20,9.730941572,1,0.001811916,0.014466107,KDM2B_ENSG00000089094.20,0.21671037,0.21671037,0.21671037,0.113527226,0.113527226,0.113527226,-0.103183145,chr12,121429776,121429777,64,-,ENSG00000089094.20,KDM2B,UTR3
ZC3H14_ENSG00000100722.20,PAS13789_ATTAAA_0.2,0.039722335,0.016838553,ZC3H14_ENSG00000100722.20,9.725912066,1,0.001816881,0.014491997,ZC3H14_ENSG00000100722.20,0.411906766,0.411906766,0.411906766,0.53575327,0.53575327,0.53575327,0.123846504,chr14,88612993,88612994,18,+,ENSG00000100722.20,ZC3H14,UTR3
RBM12B_ENSG00000183808.12,PAS8805_AATAAA_0.45,0.030156664,0.008439842,RBM12B_ENSG00000183808.12,9.721428187,1,0.001821319,0.014513638,RBM12B_ENSG00000183808.12,0.324559992,0.324559992,0.324559992,0.189764453,0.189764453,0.189764453,-0.134795539,chr8,93728161,93728162,30,-,ENSG00000183808.12,RBM12B,UTR3
PCNP_ENSG00000081154.12,PAS3659_AATAAA_0.2,0.032042381,0.016953665,PCNP_ENSG00000081154.12,9.713390734,1,0.001829302,0.014559714,PCNP_ENSG00000081154.12,0.816213408,0.816213408,0.816213408,0.883501337,0.883501337,0.883501337,0.067287929,chr3,101594434,101594435,1103,+,ENSG00000081154.12,PCNP,UTR3
FCHSD1_ENSG00000197948.11,PAS6208_AATAAA_0.2,0.012249672,0,FCHSD1_ENSG00000197948.11,9.710389292,1,0.001832292,0.014559714,FCHSD1_ENSG00000197948.11,0.325057379,0.325057379,0.325057379,0.492140697,0.492140697,0.492140697,0.167083318,chr5,141639302,141639303,11,-,ENSG00000197948.11,FCHSD1,UTR3
FCHSD1_ENSG00000197948.11,PAS6209_None_0.15,0.012249672,0,FCHSD1_ENSG00000197948.11,9.710389292,1,0.001832292,0.014559714,FCHSD1_ENSG00000197948.11,0.674942621,0.674942621,0.674942621,0.507859303,0.507859303,0.507859303,-0.167083318,chr5,141640982,141640983,153,-,ENSG00000197948.11,FCHSD1,UTR3
SF3A3_ENSG00000183431.12,PAS1265_AATAAA_0.45,0.012352088,0,SF3A3_ENSG00000183431.12,9.691524623,1,0.001851199,0.014682222,SF3A3_ENSG00000183431.12,0.559252806,0.559252806,0.559252806,0.665374767,0.665374767,0.665374767,0.106121961,chr1,37956981,37956982,227,-,ENSG00000183431.12,SF3A3,UTR3
SF3A3_ENSG00000183431.12,PAS1266_AATAAA_0.3,0.012352088,0,SF3A3_ENSG00000183431.12,9.691524623,1,0.001851199,0.014682222,SF3A3_ENSG00000183431.12,0.440747194,0.440747194,0.440747194,0.334625233,0.334625233,0.334625233,-0.106121961,chr1,37957958,37957959,60,-,ENSG00000183431.12,SF3A3,UTR3
SLC38A1_ENSG00000111371.16,PAS12712_APA_0.25,0.077738622,NA,SLC38A1_ENSG00000111371.16,9.672701355,1,0.001870261,0.014810878,SLC38A1_ENSG00000111371.16,0.051369701,0.051369701,0.051369701,0.0236939,0.0236939,0.0236939,-0.027675801,chr12,46188200,46188201,29,-,ENSG00000111371.16,SLC38A1,UTR3
PACRGL_ENSG00000163138.19,PAS4708_ATTAAA_0.25,0.012471388,0,PACRGL_ENSG00000163138.19,9.670306698,1,0.0018727,0.014810878,PACRGL_ENSG00000163138.19,0.561474261,0.561474261,0.561474261,0.278288315,0.278288315,0.278288315,-0.283185946,chr4,20728348,20728349,16,+,ENSG00000163138.19,PACRGL,UTR3
PACRGL_ENSG00000163138.19,PAS4709_AATAAA_0.3,0.012471388,0,PACRGL_ENSG00000163138.19,9.670306698,1,0.0018727,0.014810878,PACRGL_ENSG00000163138.19,0.438525739,0.438525739,0.438525739,0.721711685,0.721711685,0.721711685,0.283185946,chr4,20752898,20752899,28,+,ENSG00000163138.19,PACRGL,UTR3
HRK_ENSG00000135116.9,PAS13042_ATTAAA_0.3,0.012479894,0,HRK_ENSG00000135116.9,9.665503975,1,0.001877602,0.014821787,HRK_ENSG00000135116.9,0.242123051,0.242123051,0.242123051,0.390974044,0.390974044,0.390974044,0.148850993,chr12,116856144,116856145,135,-,ENSG00000135116.9,HRK,UTR3
HRK_ENSG00000135116.9,PAS13043_APA_0.35,0.012479894,0,HRK_ENSG00000135116.9,9.665503975,1,0.001877602,0.014821787,HRK_ENSG00000135116.9,0.757876949,0.757876949,0.757876949,0.609025956,0.609025956,0.609025956,-0.148850993,chr12,116861228,116861229,185,-,ENSG00000135116.9,HRK,UTR3
CSPG4_ENSG00000173546.7,PAS14869_AATAAA_0.25,0.012549518,0,CSPG4_ENSG00000173546.7,9.641056701,1,0.001902757,0.014922355,CSPG4_ENSG00000173546.7,0.16209599,0.16209599,0.16209599,0.275885958,0.275885958,0.275885958,0.113789968,chr15,75674324,75674325,91,-,ENSG00000173546.7,CSPG4,UTR3
CSPG4_ENSG00000173546.7,PAS14870_APA_0.1,0.012549518,0,CSPG4_ENSG00000173546.7,9.641056701,1,0.001902757,0.014922355,CSPG4_ENSG00000173546.7,0.83790401,0.83790401,0.83790401,0.724114042,0.724114042,0.724114042,-0.113789968,chr15,75674623,75674624,354,-,ENSG00000173546.7,CSPG4,UTR3
TBC1D16_ENSG00000167291.16,PAS16932_APA_0.2,0.001379434,0.01765342,TBC1D16_ENSG00000167291.16,9.639080651,1,0.001904806,0.014922355,TBC1D16_ENSG00000167291.16,0.366141724,0.366141724,0.366141724,0.543922061,0.543922061,0.543922061,0.177780336,chr17,79935793,79935794,54,-,ENSG00000167291.16,TBC1D16,UTR3
SNX2_ENSG00000205302.7,PAS5624_AATAAA_0.3,0.012549518,0,SNX2_ENSG00000205302.7,9.637638161,1,0.001906302,0.014922355,SNX2_ENSG00000205302.7,0.486811178,0.486811178,0.486811178,0.381158084,0.381158084,0.381158084,-0.105653094,chr5,122829754,122829755,218,+,ENSG00000205302.7,SNX2,UTR3
SNX2_ENSG00000205302.7,PAS5625_AATAAA_0.45,0.012549518,0,SNX2_ENSG00000205302.7,9.637638161,1,0.001906302,0.014922355,SNX2_ENSG00000205302.7,0.513188822,0.513188822,0.513188822,0.618841916,0.618841916,0.618841916,0.105653094,chr5,122830107,122830108,80,+,ENSG00000205302.7,SNX2,UTR3
TMEM267_ENSG00000151881.15,PAS5964_AATAAA_0.35,0.012549518,0,TMEM267_ENSG00000151881.15,9.646649156,1,0.001896973,0.014922355,TMEM267_ENSG00000151881.15,0.360334574,0.360334574,0.360334574,0.600986541,0.600986541,0.600986541,0.240651967,chr5,43444678,43444679,73,-,ENSG00000151881.15,TMEM267,UTR3
TMEM267_ENSG00000151881.15,PAS5965_ATTAAA_0.25,0.012549518,0,TMEM267_ENSG00000151881.15,9.646649156,1,0.001896973,0.014922355,TMEM267_ENSG00000151881.15,0.639665426,0.639665426,0.639665426,0.399013459,0.399013459,0.399013459,-0.240651967,chr5,43445329,43445330,44,-,ENSG00000151881.15,TMEM267,UTR3
TBC1D9B_ENSG00000197226.13,PAS6330_AATAAA_0.4,0.012549518,0,TBC1D9B_ENSG00000197226.13,9.640975798,1,0.001902841,0.014922355,TBC1D9B_ENSG00000197226.13,0.565832129,0.565832129,0.565832129,0.420175265,0.420175265,0.420175265,-0.145656864,chr5,179862072,179862073,127,-,ENSG00000197226.13,TBC1D9B,UTR3
TBC1D9B_ENSG00000197226.13,PAS6331_AATAAA_0.4,0.012549518,0,TBC1D9B_ENSG00000197226.13,9.640975798,1,0.001902841,0.014922355,TBC1D9B_ENSG00000197226.13,0.434167871,0.434167871,0.434167871,0.579824735,0.579824735,0.579824735,0.145656864,chr5,179862742,179862743,59,-,ENSG00000197226.13,TBC1D9B,UTR3
NDRG3_ENSG00000101079.21,PAS18902_AATAAA_0.15,0.012581641,0,NDRG3_ENSG00000101079.21,9.626821308,1,0.001917562,0.014982622,NDRG3_ENSG00000101079.21,0.907166977,0.907166977,0.907166977,0.973415936,0.973415936,0.973415936,0.066248959,chr20,36651771,36651772,144,-,ENSG00000101079.21,NDRG3,UTR3
NDRG3_ENSG00000101079.21,PAS18903_APA_0.25,0.012581641,0,NDRG3_ENSG00000101079.21,9.626821308,1,0.001917562,0.014982622,NDRG3_ENSG00000101079.21,0.092833023,0.092833023,0.092833023,0.026584064,0.026584064,0.026584064,-0.066248959,chr20,36653444,36653445,12,-,ENSG00000101079.21,NDRG3,UTR3
FBN2_ENSG00000138829.14,PAS6130_APA_0.2,7.85E-24,0.009159123,FBN2_ENSG00000138829.14,9.571195418,1,0.00197654,0.015429116,FBN2_ENSG00000138829.14,0.036502784,0.036502784,0.036502784,0.078638755,0.078638755,0.078638755,0.042135971,chr5,128328570,128328571,10,-,ENSG00000138829.14,FBN2,UTR3
