chr,start,end,strand,total_count,avg_change_in_usage,all_above_threshold,below_padj_threshold_count,max_abs_change_in_usage,max_change_in_usage,avg_abs_change_in_usage,avg_basemean,avg_ctrl_usage,cell_lines,gene_name,feature_id,pA_type
chr3,47850695,47850696,-,10,0.2500226674978109,TRUE,10,0.36004460241946556,0.36004460241946556,0.2500226674978109,754.9028993772774,0.40086385484458736,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MAP4,PAS11165_AATAAA_0.1,distal pA
chr3,47851559,47851560,-,10,-0.250022667,TRUE,10,0.36004460241946556,-0.360044602,0.2500226674978108,754.9028993772774,0.5991361451554126,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MAP4,PAS11166_AATAAA_0.3,proximal pA
chr11,64784918,64784919,-,9,0.2262964239447867,TRUE,9,0.30739824636610147,0.30739824636610147,0.2262964239447867,167.7192490384655,0.056885234,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SUM149PT, U2OS",MAP4K2,PAS31345_AATAAA_0.1,distal pA
chr11,64789137,64789138,-,9,-0.226296424,TRUE,9,0.30739824636610147,-0.307398246,0.2262964239447867,167.7192490384655,0.9431147662003178,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SUM149PT, U2OS",MAP4K2,PAS31346_ATTAAA_0.05,proximal pA
chr6,36144518,36144519,+,7,0.3060388692110741,TRUE,6,0.4345227183521774,0.4345227183521774,0.3060388692110741,136.51288650860812,0.29771589203254156,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SUM149PT",MAPK13,PAS17724_AATAAA_0.35,distal pA
chr6,36140049,36140050,+,7,-0.301531193,TRUE,6,0.4345227183521774,-0.434522718,0.30153119320323163,136.51288650860812,0.6755559505167932,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SUM149PT",MAPK13,PAS17722_AATAAA_0.25,proximal pA
chr22,50613973,50613974,+,2,0.1958300816205894,TRUE,1,0.30052882272676457,0.30052882272676457,0.1958300816205894,31.618946435288148,0.3392398547175821,"H838, HCT116_p53minus",MAPK8IP2,PAS51227_AATAAA_0.3,distal pA
chr22,50611547,50611548,+,2,-0.195830082,TRUE,1,0.30052882272676446,-0.300528823,0.19583008162058926,31.618946435288148,0.6607601452824178,"H838, HCT116_p53minus",MAPK8IP2,PAS51226_AATAAA_0.2,proximal pA
chr1,29192881,29192882,-,10,0.22899882449530906,TRUE,9,0.3449077992523941,0.3449077992523941,0.22899882449530906,99.01568293041842,0.25924693758885387,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MECR,PAS3038_ATTAAA_0.4,distal pA
chr1,29193821,29193822,-,10,-0.228998824,TRUE,9,0.3449077992523942,-0.344907799,0.22899882449530903,99.01568293041842,0.7407530624111461,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MECR,PAS3039_AATAAA_0.45,proximal pA
chr5,88718241,88718242,-,4,0.20254803050614556,TRUE,1,0.30632500026884135,0.30632500026884135,0.20254803050614556,161.75512753043756,0.5001457246868366,"HCT116_p53minus, HCT116_p53plus, LU99, SKMEL2",MEF2C,PAS16453_APA_0.15,distal pA
chr5,88720827,88720828,-,4,-0.202548031,TRUE,1,0.30632500026884135,-0.306325,0.20254803050614562,161.75512753043756,0.49985427531316345,"HCT116_p53minus, HCT116_p53plus, LU99, SKMEL2",MEF2C,PAS16454_AATAAA_0.3,proximal pA
chr1,3487963,3487964,-,6,0.17094085985575236,TRUE,4,0.25027203050643637,0.25027203050643637,0.17094085985575236,87.28697287539701,0.47638607390650645,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, U2OS",MEGF6,PAS2619_ATTAAA_0.45,distal pA
chr1,3489919,3489920,-,6,-0.17094086,TRUE,4,0.2502720305064363,-0.250272031,0.17094085985575233,87.28697287539701,0.5236139260934936,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, U2OS",MEGF6,PAS2620_None_0,proximal pA
chr16,719647,719648,+,10,0.23453881962644513,TRUE,10,0.3324053241194494,0.3324053241194494,0.23453881962644513,641.6443887587161,0.11022716718058254,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",METRN,PAS40052_AATAAA_0.25,distal pA
chr16,717477,717478,+,10,-0.23453882,TRUE,10,0.33240532411944934,-0.332405324,0.23453881962644513,641.6443887587161,0.8897728328194174,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",METRN,PAS40051_APA_0.15,proximal pA
chr16,21657469,21657470,+,10,0.2067895026594103,TRUE,9,0.34673572263501223,0.34673572263501223,0.2067895026594103,290.6463092136316,0.14742396251821568,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",METTL9,PAS40359_AATAAA_0.15,distal pA
chr16,21655934,21655935,+,10,-0.206789503,TRUE,9,0.3467357226350123,-0.346735723,0.20678950265941032,290.6463092136316,0.8525760374817843,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",METTL9,PAS40358_AATAAA_0.2,proximal pA
chr2,227357826,227357827,+,10,0.16234810357308838,TRUE,8,0.2728996264780067,0.2728996264780067,0.16234810357308838,229.71458220248684,0.22060192726378208,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MFF,PAS7042_AATAAA_0.3,distal pA
chr2,227357179,227357180,+,10,-0.202275095,TRUE,8,0.3756237871286691,-0.375623787,0.2022750947362189,229.71458220248684,0.7255411747081338,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MFF,PAS7040_APA_0.05,proximal pA
chr18,36272150,36272151,+,3,0.45024527944641823,TRUE,3,0.49113050102951405,0.49113050102951405,0.45024527944641823,146.52915339972517,0.25072957116576045,"GP2D, HCT116_p53minus, SUM149PT",MOCOS,PAS45335_ATTAAA_0.25,distal pA
chr18,36268720,36268721,+,3,-0.450245279,TRUE,3,0.491130501,-0.491130501,0.4502452794464181,146.52915339972517,0.7492704288342396,"GP2D, HCT116_p53minus, SUM149PT",MOCOS,PAS45333_APA_0.3,proximal pA
chr2,86213788,86213789,+,2,0.11604918783245247,TRUE,1,0.14515153782328644,0.14515153782328644,0.11604918783245247,181.92578981024445,0.23886971118159528,"HCT116_p53minus, HCT116_p53plus",MRPL35,PAS5943_AATAAA_0.15,distal pA
chr2,86210820,86210821,+,8,-0.180000975,TRUE,7,0.2644604515342237,-0.264460452,0.1800009752187006,181.92578981024445,0.37620844106869844,"GP2D, H838, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MRPL35,PAS5939_ATTAAA_0.3,proximal pA
chr9,101387633,101387634,-,10,0.17781789267603748,TRUE,7,0.39823537035899725,0.39823537035899725,0.17781789267603748,92.23741346653568,0.098351293,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MRPL50,PAS26308_AATAAA_0.15,distal pA
chr9,101389966,101389967,-,10,-0.177817893,TRUE,7,0.3982353703589974,-0.39823537,0.17781789267603748,92.23741346653568,0.9016487071127678,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MRPL50,PAS26309_ATTAAA_0.2,proximal pA
chr10,73248849,73248850,-,10,0.24166879224880547,TRUE,10,0.31154579986299136,0.31154579986299136,0.24166879224880547,462.93546563531424,0.5312311357455953,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MRPS16,PAS28722_AATAAA_0.25,distal pA
chr10,73250741,73250742,-,10,-0.234918958,TRUE,10,0.306716284,-0.306716284,0.23491895836482146,462.93546563531424,0.43672682,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MRPS16,PAS28724_AATAAA_0.05,proximal pA
chr12,120341329,120341330,-,6,0.2162322414536701,TRUE,2,0.4344107408562378,0.4344107408562378,0.2162322414536701,56.692733433770634,0.5360829902723298,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, U2OS",MSI1,PAS35036_AATAAA_0.1,distal pA
chr12,120341620,120341621,-,6,-0.216232241,TRUE,2,0.43441074085623765,-0.434410741,0.21623224145367004,56.692733433770634,0.4639170097276702,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, U2OS",MSI1,PAS35037_AATAAA_0.2,proximal pA
chr9,126507038,126507039,+,4,-0.502755328,TRUE,4,0.916007161,-0.916007161,0.502755328,80.11713403,0.9833496767194884,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7",MVB12B,PAS25501_AATAAA_0.05,distal pA
chr9,126397632,126397633,+,4,0.5027553280146042,TRUE,4,0.9160071611831484,0.9160071611831484,0.5027553280146042,80.11713403,0.016650323280511616,"GP2D, HCT116_p53minus, HCT116_p53plus, MCF7",MVB12B,PAS25500_APA_0.1,proximal pA
chr4,2247432,2247433,-,10,0.2813662454540175,TRUE,9,0.4335494632674052,0.4335494632674052,0.2813662454540175,241.6535059888427,0.5203556882369678,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MXD4,PAS13548_APA_0.05,distal pA
chr4,2250228,2250229,-,10,-0.296620124,TRUE,9,0.4335494632674053,-0.433549463,0.29662012373445795,241.6535059888427,0.46496178849721015,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",MXD4,PAS13549_ATTAAA_0.2,proximal pA
chr13,32432786,32432787,-,8,0.25186905821328476,TRUE,7,0.5864520983843554,0.5864520983843554,0.25186905821328476,849.1352140433257,0.15713392145918836,"H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, SKMEL2, SUM149PT, U2OS",N4BP2L2,PAS35942_AATAAA_0.4,distal pA
chr13,32517621,32517622,-,10,-0.264762721,TRUE,9,0.5397740574734404,-0.539774057,0.2647627208103933,849.1352140433257,0.7390893409697797,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",N4BP2L2,PAS35949_AATAAA_0.3,proximal pA
chr5,178127031,178127032,+,4,0.2380538101844602,TRUE,3,0.3303772537758354,0.3303772537758354,0.2380538101844602,137.96873209399928,0.21549475157674114,"HCT116_p53minus, HCT116_p53plus, LU99, MCF7",N4BP3,PAS15880_AATAAA_0.25,distal pA
chr5,178122404,178122405,+,4,-0.259742654,TRUE,3,0.3524925403540373,-0.35249254,0.25974265423060894,137.96873209399928,0.7456662111608418,"HCT116_p53minus, HCT116_p53plus, LU99, MCF7",N4BP3,PAS15878_AATAAA_0.3,proximal pA
chr1,45618892,45618893,+,10,0.24124302669669176,TRUE,8,0.4654913794308691,0.4654913794308691,0.24124302669669176,1195.2025715590482,0.23939788587919397,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NASP,PAS800_AATAAA_0.15,distal pA
chr1,45606583,45606584,+,10,-0.241243027,TRUE,8,0.4654913794308691,-0.465491379,0.24124302669669176,1195.2025715590482,0.760602114,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NASP,PAS799_APA_0.25,proximal pA
chr20,13820769,13820770,+,10,0.3017885192533166,TRUE,9,0.3880479902343488,0.3880479902343488,0.3017885192533166,127.54474418665802,0.2108156732027824,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NDUFAF5,PAS48824_AATAAA_0.2,distal pA
chr20,13817225,13817226,+,10,-0.335303269,TRUE,9,0.4376586974005012,-0.437658697,0.3353032691608262,127.54474418665802,0.7740368318047561,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NDUFAF5,PAS48823_AATAAA_0.25,proximal pA
chr18,58398194,58398195,+,10,0.18829330637899525,TRUE,9,0.29299656677359953,0.29299656677359953,0.18829330637899525,348.0560651468984,0.29907672051450873,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NEDD4L,PAS45434_APA_0.15,distal pA
chr18,58396572,58396573,+,10,-0.19504994,TRUE,9,0.37814386263791383,-0.378143863,0.19504993953309152,348.0560651468984,0.4216427753757038,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NEDD4L,PAS45431_AATAAA_0.4,proximal pA
chr18,79529321,79529322,+,7,-0.522013375,TRUE,7,0.7145835000654865,-0.7145835,0.5220133751567292,81.20649719,0.5846529195132688,"H838, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, SUM149PT, U2OS",NFATC1,PAS45517_AATAAA_0.2,distal pA
chr18,79468000,79468001,+,7,0.49966708451095254,TRUE,7,0.6659715222452085,0.6659715222452085,0.49966708451095254,81.20649719,0.40906583896015325,"H838, HCT116_p53minus, HCT116_p53plus, MCF7, PANC0403, SUM149PT, U2OS",NFATC1,PAS45515_AATAAA_0.15,proximal pA
chr8,98189834,98189835,-,3,0.14850617564302504,TRUE,1,0.17986041893142946,0.17986041893142946,0.14850617564302504,68.38227612640367,0.6850299342943121,"GP2D, LU99, MCF7",NIPAL2,PAS24254_AATAAA_0.35,distal pA
chr8,98192912,98192913,-,3,-0.13780421,TRUE,1,0.16934092746550322,-0.169340927,0.13780420952125713,68.38227612640367,0.297534091,"GP2D, LU99, MCF7",NIPAL2,PAS24256_None_0.2,proximal pA
chrX,119920672,119920673,-,6,0.17165952994225114,TRUE,6,0.25237557058090415,0.25237557058090415,0.17165952994225114,325.01409162577977,0.061920511624909406,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2",NKAP,PAS53014_AATAAA_0.15,distal pA
chrX,119925058,119925059,-,6,-0.17165953,TRUE,6,0.2523755705809041,-0.252375571,0.17165952994225123,325.01409162577977,0.9380794883750906,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, PANC0403, SKMEL2",NKAP,PAS53015_AATAAA_0.3,proximal pA
chr16,50649246,50649248,+,2,0.1843093036396384,TRUE,1,0.2768957993969374,0.2768957993969374,0.1843093036396384,159.24034360799556,0.47380466515719455,"GP2D, HCT116_p53minus",NKD1,PAS40573_AATAAA_0.15,distal pA
chr16,50634215,50634216,+,2,-0.184309304,TRUE,1,0.2768957993969373,-0.276895799,0.18430930363963838,159.24034360799556,0.5261953348428055,"GP2D, HCT116_p53minus",NKD1,PAS40572_APA_0.25,proximal pA
chrX,119588338,119588339,-,8,0.12562343438804185,TRUE,4,0.23211410121985443,0.23211410121985443,0.12562343438804185,84.61273035494557,0.8084031635088141,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT",NKRF,PAS52998_AATAAA_0.15,distal pA
chrX,119588978,119588979,-,8,-0.125623434,TRUE,4,0.23211410121985443,-0.232114101,0.12562343438804185,84.61273035494557,0.1915968364911858,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT",NKRF,PAS52999_AATAAA_0.4,proximal pA
chr12,105017623,105017624,+,10,0.1402504396923925,TRUE,9,0.22359162604089944,0.22359162604089944,0.1402504396923925,205.42614484093522,0.1105881551855066,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NOPCHAP1,PAS33185_AATAAA_0.1,distal pA
chr12,104994716,104994717,+,10,-0.14025044,TRUE,9,0.22359162604089944,-0.223591626,0.1402504396923925,205.42614484093522,0.8894118448144934,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NOPCHAP1,PAS33184_AATAAA_0.35,proximal pA
chr14,26445889,26445890,-,2,-0.195870764,TRUE,1,0.3143143844050832,-0.314314384,0.19587076449981725,98.85892752375618,0.4455402486140698,"H838, U2OS",NOVA1,PAS37394_APA_0.15,distal pA
chr14,26470118,26470119,-,2,0.1958707644998172,TRUE,1,0.3143143844050831,0.3143143844050831,0.1958707644998172,98.85892752375618,0.5544597513859302,"H838, U2OS",NOVA1,PAS37395_AATAAA_0.4,proximal pA
chr1,5862810,5862811,-,3,-0.354391484,TRUE,3,0.5926277506397442,-0.592627751,0.3543914842151502,47.008486183138146,0.9574756480848594,"HCT116_p53minus, MCF7, SKMEL2",NPHP4,PAS2637_APA_0.05,distal pA
chr1,5886496,5886497,-,3,0.3543914842151502,TRUE,3,0.5926277506397443,0.5926277506397443,0.3543914842151502,47.008486183138146,0.042524351915140514,"HCT116_p53minus, MCF7, SKMEL2",NPHP4,PAS2638_AATAAA_0.15,proximal pA
chr1,46365017,46365018,+,10,0.1893123778040673,TRUE,5,0.2794669450962373,0.2794669450962373,0.1893123778040673,147.4374646,0.5249005421908389,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NSUN4,PAS815_AATAAA_0.15,distal pA
chr1,46362189,46362190,+,10,-0.200842822,TRUE,6,0.29361141142341424,-0.293611411,0.2008428221073034,147.4374646,0.43624905021769633,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NSUN4,PAS813_AATAAA_0.2,proximal pA
chr10,18545561,18545562,-,10,-0.314604182,TRUE,6,0.6050663664777405,-0.605066366,0.31460418155501185,47.76803048540627,0.5552976094354746,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NSUN6,PAS28306_AATAAA_0.3,distal pA
chr10,18652402,18652403,-,10,0.3144897701858999,TRUE,6,0.6050663664777404,0.6050663664777404,0.3144897701858999,47.76803048540627,0.4414122955755133,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NSUN6,PAS28308_ATTAAA_0.4,proximal pA
chr9,131234660,131234661,+,10,0.12560221772204913,TRUE,4,0.23611861576636828,0.23611861576636828,0.12560221772204913,195.11940384983592,0.18185148997207656,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NUP214,PAS25651_AATAAA_0.3,distal pA
chr9,131233700,131233701,+,10,-0.125602218,TRUE,4,0.23611861576636833,-0.236118616,0.1256022177220491,195.11940384983592,0.8181485100279234,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NUP214,PAS25650_ATTAAA_0.25,proximal pA
chr11,3675871,3675872,-,4,-0.204174912,TRUE,3,0.3030086715027689,-0.303008672,0.20417491226813347,162.23783806120025,0.37249987230468595,"GP2D, H838, SKMEL2, U2OS",NUP98,PAS30824_AATAAA_0.35,distal pA
chr11,3711835,3711836,-,8,0.22451929771404427,TRUE,8,0.3300749918768159,0.3300749918768159,0.22451929771404427,162.23783806120025,0.21625565933147622,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SUM149PT, U2OS",NUP98,PAS30826_ATTAAA_0.2,proximal pA
chr6,117710629,117710630,+,3,0.2694843858666477,TRUE,2,0.4359050232927389,0.4359050232927389,0.2694843858666477,237.8646946853316,0.550252849,"HCT116_p53minus, HCT116_p53plus, MCF7",NUS1,PAS18241_AATAAA_0.45,distal pA
chr6,117708217,117708218,+,3,-0.269484386,TRUE,2,0.4359050232927386,-0.435905023,0.2694843858666476,237.8646946853316,0.449747151,"HCT116_p53minus, HCT116_p53plus, MCF7",NUS1,PAS18240_AATAAA_0.35,proximal pA
chr16,67872563,67872564,+,10,0.22940842585500568,TRUE,10,0.3311972599703812,0.3311972599703812,0.22940842585500568,783.5861999639121,0.090342966,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NUTF2,PAS40738_AATAAA_0.15,distal pA
chr16,67871314,67871315,+,10,-0.229408426,TRUE,10,0.3311972599703812,-0.33119726,0.22940842585500573,783.5861999639121,0.9096570343417232,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",NUTF2,PAS40737_AATAAA_0.3,proximal pA
chr1,228361248,228361249,+,6,-0.31049047,TRUE,6,0.3800651076562131,-0.380065108,0.3104904698318432,88.94682032305478,0.5916935097608543,"H838, HCT116_p53minus, HCT116_p53plus, LU99, SUM149PT, U2OS",OBSCN,PAS2379_AATAAA_0.1,distal pA
chr1,228218030,228218031,+,7,0.4842908457618218,TRUE,7,0.5928096552659853,0.5928096552659853,0.4842908457618218,88.94682032305478,0.11460901770525907,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, SUM149PT, U2OS",OBSCN,PAS2372_APA_0.25,proximal pA
chr6,71308943,71308944,+,6,0.1854817205537764,TRUE,2,0.4358852954725668,0.4358852954725668,0.1854817205537764,97.51001412573927,0.26269364776608306,"H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, SUM149PT",OGFRL1,PAS17997_ATTAAA_0.35,distal pA
chr6,71302267,71302268,+,6,-0.220632325,TRUE,4,0.435885295,-0.435885295,0.22063232500121763,97.51001412573927,0.5154907778728138,"H838, LU99, MCF7, SKMEL2, SUM149PT, U2OS",OGFRL1,PAS17993_AATAAA_0.3,proximal pA
chr3,9766645,9766646,+,10,0.1761884111919406,TRUE,4,0.29001399166372216,0.29001399166372216,0.1761884111919406,99.67825462416212,0.33433840030238393,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",OGG1,PAS9141_AATAAA_0.45,distal pA
chr3,9757402,9757403,+,10,-0.176188411,TRUE,4,0.29001399166372216,-0.290013992,0.17618841119194062,99.67825462416212,0.6656615996976161,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",OGG1,PAS9139_AATAAA_0.35,proximal pA
chr5,14698599,14698600,+,7,0.2072322695136923,TRUE,6,0.2781407588203001,0.2781407588203001,0.2072322695136923,125.92959529999311,0.5912934008911513,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, U2OS",OTULIN,PAS14640_AATAAA_0.25,distal pA
chr5,14693397,14693398,+,4,-0.179939671,TRUE,4,0.24062148,-0.24062148,0.17993967088843785,125.92959529999311,0.24371303962976942,"GP2D, HCT116_p53plus, LU99, U2OS",OTULIN,PAS14637_None_0.25,proximal pA
chr5,41730065,41730066,-,7,0.15551704185915707,TRUE,3,0.24695124018236753,0.24695124018236753,0.15551704185915707,88.28471563256258,0.6708765976905511,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, SKMEL2, SUM149PT, U2OS",OXCT1,PAS16158_AATAAA_0.2,distal pA
chr5,41731531,41731532,-,7,-0.155517042,TRUE,3,0.24695124018236747,-0.24695124,0.15551704185915707,88.28471563256258,0.3291234023094489,"GP2D, HCT116_p53minus, HCT116_p53plus, LU99, SKMEL2, SUM149PT, U2OS",OXCT1,PAS16159_AATAAA_0.3,proximal pA
chr17,2685613,2685614,+,10,0.2562616412962508,TRUE,10,0.4076142115564293,0.4076142115564293,0.2562616412962508,330.3922302950736,0.3701331923341041,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",PAFAH1B1,PAS42153_ATTAAA_0.15,distal pA
chr17,2681906,2681907,+,10,-0.298546311,TRUE,10,0.48591361676894806,-0.485913617,0.29854631122584774,330.3922302950736,0.5048337297868017,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",PAFAH1B1,PAS42147_AATAAA_0.35,proximal pA
chr11,77322020,77322021,-,9,0.20767151762819638,TRUE,6,0.4568113461471583,0.4568113461471583,0.20767151762819638,182.42852507256922,0.5712621227602884,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SUM149PT, U2OS",PAK1,PAS31605_AATAAA_0.2,distal pA
chr11,77322975,77322976,-,9,-0.213876086,TRUE,6,0.4568113461471583,-0.456811346,0.2138760864071531,182.42852507256922,0.3909039930013277,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SUM149PT, U2OS",PAK1,PAS31606_AATAAA_0.3,proximal pA
chr20,3929884,3929885,+,9,0.24908968315509816,TRUE,9,0.3788105105451636,0.3788105105451636,0.24908968315509816,195.64175267692156,0.26050385616099797,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT",PANK2,PAS48756_AATAAA_0.35,distal pA
chr20,3923497,3923498,+,10,-0.256253298,TRUE,10,0.3418431117216291,-0.341843112,0.2562532984336247,195.64175267692156,0.570125538,"GP2D, H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2, SUM149PT, U2OS",PANK2,PAS48755_ATTAAA_0.4,proximal pA
chr18,80157235,80157236,-,4,-0.404713196,TRUE,4,0.6525218873464931,-0.652521887,0.4047131956097033,88.84972331,0.9142875865282412,"HCT116_p53minus, HCT116_p53plus, SKMEL2, U2OS",PARD6G,PAS45978_AATAAA_0.45,distal pA
chr18,80182856,80182857,-,4,0.4047131956097034,TRUE,4,0.6525218873464932,0.6525218873464932,0.4047131956097034,88.84972331,0.085712413,"HCT116_p53minus, HCT116_p53plus, SKMEL2, U2OS",PARD6G,PAS45979_AATAAA_0.3,proximal pA
chr5,141012343,141012344,+,4,0.25238257732859654,TRUE,1,0.2996891525840206,0.2996891525840206,0.25238257732859654,NA,0.46714329487950046,"HCT116_p53plus, LU99, MCF7, U2OS",PCDHA2,PAS15544_AATAAA_0.35,distal pA
chr5,141011578,141011579,+,4,-0.256661612,TRUE,1,0.29968915258402073,-0.299689153,0.25666161158417766,NA,0.4957687930325874,"HCT116_p53plus, LU99, MCF7, U2OS",PCDHA2,PAS15542_APA_0.35,proximal pA
chr1,148986468,148986469,+,3,0.1387934615950607,TRUE,2,0.17286063637254268,0.17286063637254268,0.1387934615950607,139.06147958724802,0.1481780128420243,"HCT116_p53minus, HCT116_p53plus, MCF7",PDE4DIP,PAS1487_AATAAA_0.35,distal pA
chr1,148981773,148981774,+,7,-0.210475857,TRUE,3,0.2819665679038927,-0.281966568,0.21047585735857802,139.06147958724802,0.7203791211796758,"H838, HCT116_p53minus, HCT116_p53plus, LU99, MCF7, PANC0403, SKMEL2",PDE4DIP,PAS1485_AATAAA_0.3,proximal pA
