unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev,category,Location,Effect
IMPA1_AATAAA_chr8_start_81657953_end_81657954,IMPA1,chr8,81657953,81657954,-,-0.064280456,-0.041573905,-0.074889225,0.084313383,0.055127806,0.090004629,0.037419768,0.127644041,0.798703229,0.790285099,0.799550944,0.744656449,0.75309915,0.755201796,0.756186609,0.699415267,0.734422773,0.748711194,0.724661719,0.828969832,0.808226955,0.845206425,0.793606377,0.827059308,54,54,54,251,251,251,251,193,0.29763408,0.859920406,1.02e-6,0.057363566,0.236075027,0.006829056,0.208353205,0.054840868,NA,NA,0.051491729,NA,NA,8.18e-4,NA,NA,2.114587209,0.915395159,4.501748951,7.278623362,4.281108306,13.96864653,2.433973515,8.872969093,1,1,1,1,1,1,1,1,0.145901389,0.338686965,0.033860205,0.006977999,0.038538212,1.86e-4,0.118731594,0.00289424,0.421089073,0.625752518,0.056653676,0.015701525,0.07958303,9.74e-4,0.262831003,0.011387555,Control_sites,proximal,Control
HADHA_ATTAAA_chr2_start_26190642_end_26190643,HADHA,chr2,26190642,26190643,-,-0.018219212,-0.002933427,-0.030481873,0.028327525,0.031990044,0.019553477,0.012503828,0.020975283,0.068560532,0.068570605,0.068734847,0.037680774,0.042241769,0.052305902,0.05089264,0.061350952,0.050341319,0.065637178,0.038252974,0.066008299,0.074231814,0.071859379,0.063396468,0.082326235,44,44,44,121,121,121,121,131,0.395499213,0.917356126,0.019470669,2.13e-4,7.78e-4,0.041783208,0.239513086,0.229025373,NA,NA,0,0,0,0,NA,NA,2.086529109,0.048058995,6.372236099,15.5802585,13.3830833,5.551550424,2.36183474,2.441685786,1,1,1,1,1,1,1,1,0.148603356,0.826475858,0.011591944,7.91e-5,2.54e-4,0.018464325,0.124335878,0.118149192,0.425555296,0.929273564,0.021954165,2.79e-4,0.001010237,0.050581693,0.270995208,0.224882402,Control_sites,distal,Control
HADHA_AATAAA_chr2_start_26190872_end_26190873,HADHA,chr2,26190872,26190873,-,0.018219212,0.002933427,0.030481873,-0.028327525,-0.031990044,-0.019553477,-0.012503828,-0.003637093,0.931439468,0.931429395,0.931265153,0.962319226,0.957758231,0.947694098,0.94910736,0.862980774,0.949658681,0.934362822,0.961747026,0.933991701,0.925768186,0.928140621,0.936603532,0.859343681,1221,1221,1221,4422,4422,4422,4422,2562,0.395499213,0.917356126,0.019470669,2.13e-4,7.78e-4,0.041783208,0.239513086,0.229025373,NA,NA,0,0,0,0,NA,NA,2.086529109,0.048058995,6.372236099,15.5802585,13.3830833,5.551550424,2.36183474,0.020561407,1,1,1,1,1,1,1,1,0.148603356,0.826475858,0.011591944,7.91e-5,2.54e-4,0.018464325,0.124335878,0.885980213,0.425555296,0.929273564,0.021954165,2.79e-4,0.001010237,0.050581693,0.270995208,0.931263119,Control_sites,proximal,Control
EEF1E1_AATAAA_chr6_start_8079604_end_8079605,EEF1E1,chr6,8079604,8079605,-,0.053055989,-0.01124853,-0.085335068,0.095637819,0.024832027,0.064511961,0.003740514,0.077536847,0.824422866,0.824999671,0.825341694,0.72712638,0.760778861,0.710759021,0.701465192,0.710284778,0.877478855,0.813751141,0.740006626,0.822764198,0.785610888,0.775270982,0.705205707,0.787821625,82,82,82,259,259,259,259,225,0.395848612,0.881526778,0.014288,1.21e-7,0.057630962,0.058687473,0.208157569,0.043957438,NA,NA,0,1.82e-7,NA,NA,NA,0,2.083984285,0.106104894,6.98499355,28.12018744,1.112916265,5.801151948,0.023058227,5.508490137,1,1,1,1,1,1,1,1,0.148851201,0.744622998,0.008219595,1.14e-7,0.291448895,0.016015678,0.879305753,0.018924377,0.425728262,0.895381434,0.016142851,6.6e-7,0.411484566,0.045197811,0.931633778,0.053813913,Control_sites,distal,Control
EEF1E1_AATAAA_chr6_start_8089982_end_8089983,EEF1E1,chr6,8089982,8089983,-,-0.053055989,0.01124853,0.085335068,-0.101141102,-0.044151811,-0.058212397,0.01563055,-0.077536847,0.175577134,0.175000329,0.174658306,0.247319538,0.214280084,0.242803053,0.251376213,0.289715222,0.122521145,0.186248859,0.259993374,0.146178436,0.170128273,0.184590656,0.267006764,0.212178375,15,15,15,48,48,48,48,55,0.395848612,0.881526778,0.014288,1.21e-7,0.057630962,0.058687473,0.208157569,0.043957438,NA,NA,0,5.91e-9,NA,NA,NA,0,2.083984285,0.106104894,6.98499355,34.77755545,3.903975411,5.53400208,0.563010745,5.508490137,1,1,1,1,1,1,1,1,0.148851201,0.744622998,0.008219595,3.7e-9,0.048171993,0.018650399,0.453049705,0.018924377,0.425728262,0.895381434,0.016142851,2.63e-8,0.096503079,0.050995054,0.639399039,0.053813913,Control_sites,proximal,Control
YWHAB_AATAAA_chr20_start_44908529_end_44908530,YWHAB,chr20,44908529,44908530,+,-0.011585201,0.002898761,-0.054946744,0.033868152,0.013443935,-0.001886375,0.012594749,0.033077908,0.087769495,0.087881196,0.087779964,0.151429293,0.153807526,0.154786616,0.141264245,0.099147461,0.076184294,0.090779957,0.03283322,0.185297445,0.167251461,0.152900242,0.153858994,0.132225369,77,77,77,419,419,419,419,497,0.563049267,2.51e-5,5.559999999999998e-55,6.83e-21,7.42e-15,2.25e-6,0.027733267,3.82e-15,NA,1,4.1e-15,2.46e-6,0.318387636,1,0.393393829,3.76e-5,2.071208848,0.25843035,62.4745397,24.4340019,2.969409971,0.073413498,3.40373393,19.8707967,1,1,1,1,1,1,1,1,0.150102505,0.611200582,2.7e-15,7.69e-7,0.084852797,0.786430063,0.065049014,8.29e-6,0.427216862,0.824840448,2.91e-14,3.9e-6,0.154198753,0.862195614,0.170283329,7.1e-5,Control_sites,distal,Control
ARF3_ATTAAA_chr12_start_48936209_end_48936210,ARF3,chr12,48936209,48936210,-,-0.050741407,0.024867315,-0.053739463,0.054289818,0.04543629,-0.006039813,-0.051616497,-0.014116997,0.824736776,0.827085203,0.818919821,0.715236996,0.700800438,0.713777827,0.750242974,0.670048231,0.773995368,0.851952518,0.765180358,0.769526814,0.746236727,0.707738013,0.698626477,0.655931233,419,419,419,1051,1051,1051,1051,1220,0.3974514,0.492174117,0.124684637,7.67e-5,0.055151386,0.628457198,0.132925334,0.661295178,NA,NA,NA,0.028724597,NA,NA,NA,NA,2.068288797,1.362855687,4.51973942,6.825470893,4.067909524,0.107577104,5.222955113,0.260438413,1,1,1,1,1,1,1,1,0.150390179,0.243043179,0.033505934,0.008986686,0.043705331,0.742919611,0.022290641,0.609819119,0.427427431,0.528931835,0.05619369,0.019643282,0.0889007,0.831363399,0.075452674,0.731336098,Control_sites,distal,Control
ARF3_APA_chr12_start_48938691_end_48938692,ARF3,chr12,48938691,48938692,-,0.050741407,-0.024867315,0.047059839,-0.062572125,-0.058758575,0.008838789,0.038151454,0.026218165,0.175263224,0.172914797,0.171484928,0.252317362,0.271118986,0.248402691,0.212760398,0.296097416,0.226004632,0.148047482,0.218544766,0.189745237,0.212360411,0.25724148,0.250911852,0.322315581,27,27,27,50,50,50,50,78,0.3974514,0.492174117,0.124684637,7.67e-5,0.055151386,0.628457198,0.132925334,0.661295178,NA,NA,NA,0.0042563,NA,NA,NA,NA,2.068288797,1.362855687,3.605176069,10.29818324,7.485491806,0.220611336,3.454718099,0.366593873,1,1,1,1,1,1,1,1,0.150390179,0.243043179,0.057599969,0.001331612,0.006219808,0.638574505,0.063071489,0.544866778,0.427427431,0.528931835,0.091236633,0.003597706,0.017063386,0.750872699,0.166299424,0.677204207,Control_sites,proximal,Control
EIF3H_AATAAA_chr8_start_116642127_end_116642128,EIF3H,chr8,116642127,116642128,-,-0.004118652,0.002666879,-0.008802052,0.070708404,0.058672202,0.046260234,0.016262731,0.040164617,0.010858729,0.010550785,0.011041847,0.029007188,0.024720616,0.020866322,0.029947322,0.012939917,0.006740077,0.013217664,0.002239795,0.099715593,0.083392818,0.067126555,0.046210052,0.053104535,20,20,20,72,72,72,72,51,0.398832593,0.554283759,0.001209398,6.95e-22,4.61e-20,8.11e-22,0.015473821,2.2e-11,NA,NA,0,0,0,0,0,0,2.060629808,1.029279344,11.93307601,97.81826096,89.720422,99.08384707,8.282891099,50.56972613,1,1,1,1,1,1,1,1,0.151147688,0.310327989,5.51e-4,4.5899999999999996e-23,2.7400000000000004e-21,2.4199999999999998e-23,0.004002036,1.15e-12,0.42855301,0.597077075,0.001414949,1.1200000000000002e-21,7.28e-20,1.2600000000000002e-21,0.019383147,3.4e-11,Control_sites,distal,Control
EIF3H_AATAAA_chr8_start_116644832_end_116644833,EIF3H,chr8,116644832,116644833,-,0.004118652,-0.002666879,0.008802052,-0.070708404,-0.058672202,-0.046260234,-0.016262731,-0.040164617,0.989141271,0.989449215,0.988958153,0.970992812,0.975279384,0.979133678,0.970052678,0.987060083,0.993259923,0.986782336,0.997760205,0.900284407,0.916607182,0.932873445,0.953789948,0.946895465,3147,3147,3147,3287,3287,3287,3287,5900,0.398832593,0.554283759,0.001209398,6.95e-22,4.61e-20,8.11e-22,0.015473821,2.2e-11,NA,NA,0,0,0,0,0,0,2.060629808,1.029279344,11.93307601,97.81826096,89.720422,99.08384707,8.282891099,50.56972613,1,1,1,1,1,1,1,1,0.151147688,0.310327989,5.51e-4,4.5899999999999996e-23,2.7400000000000004e-21,2.4199999999999998e-23,0.004002036,1.15e-12,0.42855301,0.597077075,0.001414949,1.1200000000000002e-21,7.28e-20,1.2600000000000002e-21,0.019383147,3.4e-11,Control_sites,proximal,Control
TSEN2_AATAAA_chr3_start_12533311_end_12533312,TSEN2,chr3,12533311,12533312,+,-0.13898679,-0.103543884,0.090037099,-0.108129443,0.088766947,0.05934964,0.030937462,-0.100183937,0.713836287,0.713288136,0.713994032,0.837178044,0.62093065,0.743072683,0.820013311,0.710524324,0.574849497,0.609744252,0.804031131,0.729048601,0.709697596,0.802422324,0.850950773,0.610340386,51,51,51,79,79,79,79,64,0.399942599,0.533281794,0.288920715,0.129326688,0.343046793,0.556935308,0.802275271,0.566151902,NA,NA,NA,NA,NA,NA,NA,NA,2.054030133,1.131402925,1.451610337,2.858818539,1.306957167,0.590437628,0.145953796,0.570806774,1,1,1,1,1,1,1,1,0.15180389,0.28747629,0.228269736,0.090874222,0.252946317,0.442249941,0.702432439,0.449938504,0.42969123,0.575226563,0.304569438,0.145726573,0.368360665,0.587370325,0.823983475,0.590049216,Control_sites,proximal,Control
TSEN2_AATAAA_chr3_start_12539622_end_12539623,TSEN2,chr3,12539622,12539623,+,0.13898679,0.103543884,-0.090037099,0.108129443,-0.088766947,-0.05934964,-0.030937462,0.100183937,0.286163713,0.286711864,0.286005968,0.162821956,0.37906935,0.256927317,0.179986689,0.289475676,0.425150503,0.390255748,0.195968869,0.270951399,0.290302404,0.197577676,0.149049227,0.389659614,24,24,24,28,28,28,28,37,0.399942599,0.533281794,0.288920715,0.129326688,0.343046793,0.556935308,0.802275271,0.566151902,NA,NA,NA,NA,NA,NA,NA,NA,2.054030133,1.131402925,1.451610337,2.858818539,1.306957167,0.590437628,0.145953796,0.570806774,1,1,1,1,1,1,1,1,0.15180389,0.28747629,0.228269736,0.090874222,0.252946317,0.442249941,0.702432439,0.449938504,0.42969123,0.575226563,0.304569438,0.145726573,0.368360665,0.587370325,0.823983475,0.590049216,Control_sites,distal,Control
TAF1C_ATTAAA_chr16_start_84177855_end_84177856,TAF1C,chr16,84177855,84177856,-,-0.082916869,0.07911174,-0.145477905,0.111095621,0.0881061,0.07694297,0.038804668,0.081709397,0.40092475,0.401078873,0.400846634,0.367480919,0.333893636,0.338251962,0.327166228,0.392942325,0.318007881,0.480190613,0.255368729,0.47857654,0.421999736,0.415194932,0.365970896,0.474651722,41,41,41,93,93,93,93,111,0.576494428,0.577736568,0.021714718,0.083080395,0.179494401,0.036077752,0.048336941,5.15e-4,NA,NA,0.014308331,NA,NA,0.036836703,0.527882721,0.210138124,2.051985159,2.086155157,6.743506991,5.548670098,2.593255594,5.722935461,1.84321647,2.83035898,1,1,1,1,1,1,1,1,0.152007875,0.148639746,0.009408948,0.018494734,0.107319541,0.016744713,0.174574425,0.092497682,0.430110246,0.402803961,0.018201057,0.036915438,0.184986108,0.046901374,0.341010884,0.186069081,Control_sites,distal,Control
SLC30A5_AATAAA_chr5_start_69130051_end_69130052,SLC30A5,chr5,69130051,69130052,+,-0.083032565,-0.112936679,0.070825889,0.018431571,0.002996531,0.054308834,0.009124391,0.003050891,0.279663055,0.28063187,0.279873612,0.290575815,0.272724249,0.253245078,0.264128983,0.228963329,0.19663049,0.167695191,0.350699501,0.309007386,0.27572078,0.307553913,0.273253374,0.232014219,15,15,15,39,39,39,39,55,0.611954713,0.025532431,0.519094382,3.57e-18,1.16e-8,1.45e-14,0.119642458,4.84e-11,NA,0.122165462,NA,0.66553438,1,0.122294335,NA,1,2.047090611,6.783279965,1.212065899,0.660357006,0.030789446,4.840711568,0.053354582,0.039030869,1,1,1,1,1,1,1,1,0.152497364,0.009201565,0.270923361,0.416433935,0.860710958,0.027795424,0.817325594,0.843387521,0.430760934,0.069029229,0.352813302,0.516054111,0.906901974,0.070838622,0.895106364,0.905061338,Control_sites,proximal,Control
TMEM267_AATAAA_chr5_start_43444678_end_43444679,TMEM267,chr5,43444678,43444679,-,-0.108806787,0.01426486,0.057488375,0.137488703,0.109358137,0.124849826,0.022747928,0.136790705,0.35934588,0.360904625,0.359291978,0.490711602,0.548380873,0.545550876,0.652750311,0.524278623,0.250539093,0.375169484,0.416780353,0.628200306,0.65773901,0.670400702,0.675498239,0.661069328,73,73,73,135,135,135,135,134,0.400706766,0.933667138,0.519795307,0.045474453,0.143687814,0.217049378,0.842074399,0.338967188,NA,NA,NA,0,NA,NA,NA,NA,2.047584195,0.031881479,0.575845955,4.82250323,2.864700545,2.263928351,0.092604525,1.412989036,1,1,1,1,1,1,1,1,0.152447921,0.85828803,0.447945196,0.028090522,0.09054256,0.132417783,0.760891791,0.234560829,0.430760934,0.943343429,0.533291997,0.052875463,0.161908922,0.243578404,0.861907261,0.368984757,Control_sites,distal,Control
TMEM267_ATTAAA_chr5_start_43445329_end_43445330,TMEM267,chr5,43445329,43445330,-,0.108806787,-0.01426486,-0.057488375,-0.137488703,-0.109358137,-0.124849826,-0.022747928,-0.136790705,0.64065412,0.639095375,0.640708022,0.509288398,0.451619127,0.454449124,0.347249689,0.475721377,0.749460907,0.624830516,0.583219647,0.371799694,0.34226099,0.329599298,0.324501761,0.338930672,44,44,44,26,26,26,26,50,0.400706766,0.933667138,0.519795307,0.045474453,0.143687814,0.217049378,0.842074399,0.338967188,NA,NA,NA,0,NA,NA,NA,NA,2.047584195,0.031881479,0.575845955,4.82250323,2.864700545,2.263928351,0.092604525,1.412989036,1,1,1,1,1,1,1,1,0.152447921,0.85828803,0.447945196,0.028090522,0.09054256,0.132417783,0.760891791,0.234560829,0.430760934,0.943343429,0.533291997,0.052875463,0.161908922,0.243578404,0.861907261,0.368984757,Control_sites,proximal,Control
CNIH1_AATAAA_chr14_start_54423560_end_54423561,CNIH1,chr14,54423560,54423561,-,-0.021966882,0.045914587,-0.068041565,0.131885406,0.05093311,0.041523273,0.013227735,0.112077833,0.097014439,0.096704965,0.096702323,0.074550392,0.107878257,0.077659214,0.074803042,0.062469204,0.075047557,0.142619552,0.028660758,0.206435798,0.158811367,0.119182486,0.088030776,0.174547038,125,125,125,123,123,123,123,175,0.361736589,0.024494165,1.37e-9,3.85e-30,0.020937464,0.012351901,0.220269496,9.9e-5,NA,0.005878431,1.3e-10,3.01e-29,0.011712173,0.00523389,NA,7.78e-5,2.041235399,11.05280166,42.13248862,126.9729776,7.478856291,9.231283276,1.036069294,17.16599632,1,1,1,1,1,1,1,1,0.153085274,8.86e-4,8.53e-11,1.88e-29,0.006242771,0.002379148,0.308737415,3.43e-5,0.431540317,0.012888569,5.94e-10,6.81e-28,0.017110093,0.008925463,0.502893921,2.5e-4,Control_sites,distal,Control
VTA1_AATAAA_chr6_start_142219070_end_142219071,VTA1,chr6,142219070,142219071,+,0.032462062,-0.02673228,0.061366418,-0.092008043,-0.029182823,-0.04760684,-0.032908575,-0.118687857,0.154431246,0.155543562,0.154431313,0.194465535,0.143686618,0.164829367,0.180263433,0.207102135,0.186893308,0.128811282,0.215797731,0.102457492,0.114503796,0.11722252700000001,0.147354858,0.088414278,56,56,56,71,71,71,71,120,0.643351746,0.530425837,1.48e-9,3.83e-9,0.011789646,4.15e-6,0.094681232,2.46e-5,NA,NA,0.006681421,2.44e-6,1,0.027153414,NA,7.41e-4,2.033068324,0.622785822,9.377372314,25.22758002,1.773351346,8.232650669,1.7300309,14.97989303,1,1,1,1,1,1,1,1,0.15390961,0.430013937,0.002196802,5.09e-7,0.182967867,0.00411434,0.188406951,1.09e-4,0.433422413,0.704344553,0.004999578,2.66e-6,0.284192003,0.014263044,0.359041939,7.01e-4,Control_sites,proximal,Control
PHF23_AATAAA_chr17_start_7235037_end_7235038,PHF23,chr17,7235037,7235038,-,0.087596948,0.12009882,-0.058298951,-0.025560001,-0.067626839,0.060112783,0.026384991,-0.088466791,0.248380775,0.249110803,0.248413276,0.332789762,0.379960599,0.258515397,0.263647479,0.375122627,0.335977723,0.369209623,0.190114325,0.307229761,0.31233376,0.31862818,0.29003247,0.286655836,13,13,13,32,32,32,32,38,0.403370216,0.178094672,0.344138184,0.603370634,0.194560083,0.127980798,0.594211291,0.180175079,NA,NA,NA,NA,NA,NA,NA,NA,2.02961097,3.926406025,1.181128007,0.380563404,2.290735909,3.297837657,0.591685179,2.621642452,1,1,1,1,1,1,1,1,0.154260089,0.047533426,0.277126475,0.537301866,0.130148202,0.069371147,0.441768209,0.105415277,0.433469467,0.204082677,0.359929816,0.629594688,0.216663011,0.147439116,0.630047336,0.205869012,Control_sites,distal,Control
PHF23_APA_chr17_start_7235286_end_7235287,PHF23,chr17,7235286,7235287,-,-0.087596948,-0.12009882,0.058298951,0.025560001,0.067626839,-0.060112783,-0.026384991,0.088466791,0.751619225,0.750889197,0.751586724,0.667210238,0.620039401,0.741484603,0.736352521,0.624877373,0.664022277,0.630790377,0.809885675,0.692770239,0.68766624,0.68137182,0.70996753,0.713344164,55,55,55,314,314,314,314,312,0.403370216,0.178094672,0.344138184,0.603370634,0.194560083,0.127980798,0.594211291,0.180175079,NA,NA,NA,NA,NA,NA,NA,NA,2.02961097,3.926406025,1.181128007,0.380563404,2.290735909,3.297837657,0.591685179,2.621642452,1,1,1,1,1,1,1,1,0.154260089,0.047533426,0.277126475,0.537301866,0.130148202,0.069371147,0.441768209,0.105415277,0.433469467,0.204082677,0.359929816,0.629594688,0.216663011,0.147439116,0.630047336,0.205869012,Control_sites,proximal,Control
SLC35E1_AATAAA_chr19_start_16549838_end_16549839,SLC35E1,chr19,16549838,16549839,-,0.09039044,-0.085672192,0.008758359,0.054020341,0.003738923,0.002668385,-0.008464866,-0.02281324,0.39059094,0.390256021,0.390146896,0.379097965,0.390921551,0.421184403,0.364684702,0.505768153,0.48098138,0.304583829,0.398905255,0.433118306,0.394660473,0.423852788,0.356219836,0.482954913,36,36,36,76,76,76,76,103,0.403370216,0.450979202,0.925981078,0.407488794,0.970048148,0.973451797,0.901261842,0.849599111,NA,NA,NA,NA,NA,NA,NA,NA,2.027754731,1.570631627,0.015468892,0.92128023,0.003657036,0.002831413,0.035478572,0.089856693,1,1,1,1,1,1,1,1,0.154448634,0.21011531,0.901019157,0.33713905,0.951778578,0.957563769,0.850596364,0.764359419,0.433469467,0.488794563,0.927363372,0.43479678,0.96858703,0.975699321,0.914141958,0.848536166,Control_sites,distal,Control
SLC35E1_AATAAA_chr19_start_16550856_end_16550857,SLC35E1,chr19,16550856,16550857,-,-0.09039044,0.085672192,-0.008758359,-0.054020341,-0.003738923,-0.002668385,0.008464866,0.02281324,0.60940906,0.609743979,0.609853104,0.620902035,0.609078449,0.578815597,0.635315298,0.494231847,0.51901862,0.695416171,0.601094745,0.566881694,0.605339527,0.576147212,0.643780164,0.517045087,59,59,59,174,174,174,174,146,0.403370216,0.450979202,0.925981078,0.407488794,0.970048148,0.973451797,0.901261842,0.849599111,NA,NA,NA,NA,NA,NA,NA,NA,2.027754731,1.570631627,0.015468892,0.92128023,0.003657036,0.002831413,0.035478572,0.089856693,1,1,1,1,1,1,1,1,0.154448634,0.21011531,0.901019157,0.33713905,0.951778578,0.957563769,0.850596364,0.764359419,0.433469467,0.488794563,0.927363372,0.43479678,0.96858703,0.975699321,0.914141958,0.848536166,Control_sites,proximal,Control
FAM219B_AATAAA_chr15_start_74899992_end_74899993,FAM219B,chr15,74899992,74899993,-,0.042084439,0.053037802,-0.063655455,0.03823026,0.047381399,-0.004373702,0.060334579,0.065375919,0.829589007,0.828730298,0.830039747,0.762018536,0.797827998,0.751995027,0.749846171,0.85776806,0.871673445,0.881768099,0.766384293,0.800248797,0.845209397,0.747621326,0.81018075,0.923143979,167,167,167,173,173,173,173,309,0.403370216,0.321947843,0.046949881,0.456918191,0.211984814,2.88e-4,0.270536793,0.225823618,NA,NA,0,NA,NA,1,NA,NA,2.025196515,2.420033552,4.669628192,0.667015158,1.395818414,0.080039919,2.084417278,2.177351881,1,1,1,1,1,1,1,1,0.154708909,0.119792365,0.030700573,0.414094198,0.237424961,0.777243321,0.148808998,0.140055263,0.4334856,0.355283738,0.051959072,0.513876473,0.350540953,0.856659401,0.306224991,0.253130554,Control_sites,distal,Control
FAM219B_AATAAA_chr15_start_74900966_end_74900967,FAM219B,chr15,74900966,74900967,-,-0.042084439,-0.053037802,0.063655455,-0.052708597,-0.065009708,-0.097614011,-0.076593074,-0.065375919,0.170410993,0.171269702,0.169960253,0.188407237,0.166900123,0.211398057,0.209531648,0.14223194,0.128326555,0.118231901,0.233615707,0.13569864,0.101890415,0.113784046,0.132938574,0.076856021,95,95,95,128,128,128,128,113,0.403370216,0.321947843,0.046949881,0.456918191,0.211984814,2.88e-4,0.270536793,0.225823618,NA,NA,0,NA,NA,0.017952134,NA,NA,2.025196515,2.420033552,4.669628192,1.781262207,3.449868885,6.997924069,3.504352369,2.177351881,1,1,1,1,1,1,1,1,0.154708909,0.119792365,0.030700573,0.181994411,0.063256788,0.00816043,0.061207772,0.140055263,0.4334856,0.355283738,0.051959072,0.263015864,0.121041753,0.025458257,0.162903961,0.253130554,Control_sites,proximal,Control
CAND1_AATAAA_chr12_start_67314617_end_67314618,CAND1,chr12,67314617,67314618,+,-0.032173911,-0.001236886,-0.092565188,-0.004367918,-0.014814952,-0.036530515,-0.01642605,-0.012959219,0.170566281,0.170336664,0.170368495,0.158101223,0.164449886,0.151408837,0.139163902,0.116098756,0.138392369,0.169099778,0.077803307,0.153733305,0.149634934,0.114878322,0.122737852,0.103139537,34,34,34,68,68,68,68,52,0.830976611,0.33458663,5.8e-8,0.041464111,0.002193052,7.8e-5,0.078869651,0.072413352,NA,NA,8.59e-7,1,1,0.021665854,NA,NA,2.004859048,0.002570935,27.15041064,0.079751766,1.216078544,8.643194191,1.334788556,0.445909685,1,1,1,1,1,1,1,1,0.156795868,0.959561083,1.88e-7,0.777634092,0.270131615,0.003282854,0.247955112,0.504283807,0.436475587,0.983901388,8.57e-7,0.832588257,0.387947731,0.011745748,0.435277601,0.641321,Control_sites,distal,Control
HNRNPD_ATTAAA_chr4_start_82353330_end_82353331,HNRNPD,chr4,82353330,82353331,-,-0.0209102,0.031359951,-0.015917839,0.118781429,0.08510236,0.07111277,0.030915038,0.095988245,0.044219844,0.043778681,0.043725001,0.067419488,0.05905772,0.060907366,0.057211971,0.041276062,0.023309643,0.075138632,0.027807162,0.186200917,0.144160081,0.132020136,0.088127009,0.137264307,66,66,66,371,371,371,371,255,0.40626258,0.213495178,0.264403535,5.13e-14,5.08e-8,3.58e-5,0.04207961,1.51e-4,NA,NA,NA,2.95e-15,2.28e-9,8.56e-6,0.008323116,1.14e-5,2.00448468,3.457191588,1.598656406,63.22162651,36.94103365,22.64793473,10.23734458,20.82611927,1,1,1,1,1,1,1,1,0.156834583,0.062977195,0.206093721,1.85e-15,1.22e-9,1.95e-6,0.001376256,5.03e-6,0.436475587,0.242495407,0.279505976,2.59e-14,1.14e-8,1.59e-5,0.00786015,4.59e-5,Control_sites,distal,Control
HNRNPD_AATAAA_chr4_start_82353833_end_82353834,HNRNPD,chr4,82353833,82353834,-,0.0209102,-0.031359951,0.015917839,-0.12717578,-0.085921253,-0.070461776,-0.02689708,-0.095790367,0.955780156,0.956221319,0.956274999,0.902870589,0.916308859,0.904240738,0.911575213,0.941001515,0.976690357,0.924861368,0.972192838,0.775694809,0.830387606,0.833778963,0.884678132,0.845211148,596,596,596,1985,1985,1985,1985,2249,0.40626258,0.213495178,0.264403535,5.13e-14,5.08e-8,3.58e-5,0.04207961,1.51e-4,NA,NA,NA,3.95e-14,4.9e-8,4.44e-4,0.099114772,2.56e-5,2.00448468,3.457191588,1.598656406,58.11662726,30.97659271,15.11861975,5.760654452,19.28075978,1,1,1,1,1,1,1,1,0.156834583,0.062977195,0.206093721,2.47e-14,2.61e-8,1.01e-4,0.016388966,1.13e-5,0.436475587,0.242495407,0.279505976,3.07e-13,2.05e-7,5.64e-4,0.059602946,9.34e-5,Control_sites,proximal,Control
MAP1B_AATAAA_chr5_start_72207058_end_72207059,MAP1B,chr5,72207058,72207059,+,0.02672379,0.007704168,0.012382954,0.011174289,0.032278091,0.005738536,-0.001426554,-0.044108964,0.517360961,0.517269763,0.517492915,0.310853081,0.294700624,0.309226551,0.316308753,0.416452914,0.544084752,0.524973931,0.529875869,0.322027371,0.326978716,0.314965087,0.314882199,0.37234395,25,25,25,14,14,14,14,23,0.609194932,0.960463447,0.894391696,0.024069729,0.060160594,0.217302217,0.598280148,0.341250983,NA,NA,NA,1,NA,NA,NA,NA,2.01087111,0.163202747,0.247631188,0.838154607,7.479964217,0.103563231,0.009682019,1.167167902,1,1,1,1,1,1,1,1,0.156175621,0.686224781,0.618747992,0.359925088,0.006238931,0.747594808,0.921616857,0.279983925,0.436475587,0.864838371,0.689860986,0.458155475,0.017103635,0.834636265,0.955972989,0.420082834,Control_sites,proximal,Control
