gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_96hrs_1,DMSO_96hrs_2,DMSO_96hrs_3,ADMAi_96hrs_1,ADMAi_96hrs_2,ADMAi_96hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
PRXL2A_ENSG00000122378.14,PAS13809_AATAAA_0.15,0.05276639,NA,PRXL2A_ENSG00000122378.14,6.195402213,1,0.012808261,0.054831395,PRXL2A_ENSG00000122378.14,0.055627094,0.055627094,0.055627094,0.096415444,0.096415444,0.096415444,0.04078835,chr10,80437112,80437113,176,+,ENSG00000122378.14,PRXL2A,UTR3
MIA3_ENSG00000154305.18,PAS1163_ATTAAA_0.3,0.106103905,NA,MIA3_ENSG00000154305.18,6.192643202,1,0.012828244,0.054898775,MIA3_ENSG00000154305.18,0.123955732,0.123955732,0.123955732,0.240441135,0.240441135,0.240441135,0.116485403,chr1,222668005,222668006,102,+,ENSG00000154305.18,MIA3,UTR3
ENSA_ENSG00000143420.19,PAS2081_ATTAAA_0.05,1.07E-29,0.085407133,ENSA_ENSG00000143420.19,6.186021718,1,0.012876334,0.055086351,ENSA_ENSG00000143420.19,0.00305241,0.00305241,0.00305241,0.008932919,0.008932919,0.008932919,0.005880509,chr1,150623278,150623279,11,-,ENSG00000143420.19,ENSA,UTR3
AP3M1_ENSG00000185009.13,PAS14451_AATAAA_0.3,0.066292324,NA,AP3M1_ENSG00000185009.13,6.184391904,1,0.012888199,0.055118884,AP3M1_ENSG00000185009.13,0.532784722,0.532784722,0.532784722,0.62774795,0.62774795,0.62774795,0.094963228,chr10,74121767,74121768,272,-,ENSG00000185009.13,AP3M1,UTR3
TRAF6_ENSG00000175104.15,PAS15672_ATTAAA_0.45,0.043951013,0,TRAF6_ENSG00000175104.15,6.181737513,1,0.012907547,0.055165157,TRAF6_ENSG00000175104.15,0.384153594,0.384153594,0.384153594,0.66976145,0.66976145,0.66976145,0.285607855,chr11,36483772,36483773,14,-,ENSG00000175104.15,TRAF6,UTR3
TRAF6_ENSG00000175104.15,PAS15673_APA_0.25,0.043951013,0,TRAF6_ENSG00000175104.15,6.181737513,1,0.012907547,0.055165157,TRAF6_ENSG00000175104.15,0.615846406,0.615846406,0.615846406,0.33023855,0.33023855,0.33023855,-0.285607855,chr11,36489469,36489470,22,-,ENSG00000175104.15,TRAF6,UTR3
ARIH2_ENSG00000177479.20,PAS4739_AATAAA_0.05,3.74E-04,0.042865457,ARIH2_ENSG00000177479.20,6.179326276,1,0.012925148,0.055222141,ARIH2_ENSG00000177479.20,0.08334505,0.08334505,0.08334505,0.047435274,0.047435274,0.047435274,-0.035909776,chr3,48984169,48984170,46,+,ENSG00000177479.20,ARIH2,UTR3
NLK_ENSG00000087095.13,PAS21359_APA_0.35,0.007252219,0.04289651,NLK_ENSG00000087095.13,6.17804499,1,0.012934511,0.0552439,NLK_ENSG00000087095.13,0.138897608,0.138897608,0.138897608,0.06330125,0.06330125,0.06330125,-0.075596358,chr17,28194759,28194760,14,+,ENSG00000087095.13,NLK,UTR3
UBE2J1_ENSG00000198833.7,PAS9781_ATTAAA_0.45,0.03519947,0.171689774,UBE2J1_ENSG00000198833.7,6.176975643,1,0.012942331,0.055259056,UBE2J1_ENSG00000198833.7,0.263835974,0.263835974,0.263835974,0.161475712,0.161475712,0.161475712,-0.102360262,chr6,89329606,89329607,15,-,ENSG00000198833.7,UBE2J1,UTR3
PCMTD1_ENSG00000168300.14,PAS11905_AATAAA_0.35,0.088287701,NA,PCMTD1_ENSG00000168300.14,6.175613817,1,0.012952297,0.055265126,PCMTD1_ENSG00000168300.14,0.22755425,0.22755425,0.22755425,0.078793472,0.078793472,0.078793472,-0.148760778,chr8,51820170,51820171,12,-,ENSG00000168300.14,PCMTD1,UTR3
UBE2J1_ENSG00000198833.7,PAS9779_AATAAA_0.25,0.03519947,0.171797294,UBE2J1_ENSG00000198833.7,6.175867977,1,0.012950436,0.055265126,UBE2J1_ENSG00000198833.7,0.356682778,0.356682778,0.356682778,0.482699956,0.482699956,0.482699956,0.126017178,chr6,89328070,89328071,151,-,ENSG00000198833.7,UBE2J1,UTR3
ERP29_ENSG00000089248.7,PAS16781_ATTAAA_0.3,0.044259846,0,ERP29_ENSG00000089248.7,6.1668624,1,0.013016526,0.055502571,ERP29_ENSG00000089248.7,0.993958201,0.993958201,0.993958201,0.98206567,0.98206567,0.98206567,-0.011892532,chr12,112022982,112022983,2454,+,ENSG00000089248.7,ERP29,UTR3
ERP29_ENSG00000089248.7,PAS16782_APA_0.3,0.044259846,0,ERP29_ENSG00000089248.7,6.1668624,1,0.013016526,0.055502571,ERP29_ENSG00000089248.7,0.006041799,0.006041799,0.006041799,0.01793433,0.01793433,0.01793433,0.011892532,chr12,112023244,112023245,21,+,ENSG00000089248.7,ERP29,UTR3
BORCS7_ENSG00000166275.16,PAS13966_APA_0.05,0.117976509,NA,BORCS7_ENSG00000166275.16,6.164360308,1,0.01303495,0.055562817,BORCS7_ENSG00000166275.16,0.159782687,0.159782687,0.159782687,0.046400516,0.046400516,0.046400516,-0.113382172,chr10,102862992,102862993,12,+,ENSG00000166275.16,BORCS7,UTR3
RBM28_ENSG00000106344.8,PAS11076_AATAAA_0.2,0.013156372,0.043392952,RBM28_ENSG00000106344.8,6.157689256,1,0.013084203,0.055751735,RBM28_ENSG00000106344.8,0.031915151,0.031915151,0.031915151,0.129621056,0.129621056,0.129621056,0.097705905,chr7,128306330,128306331,25,-,ENSG00000106344.8,RBM28,UTR3
CCDC80_ENSG00000091986.16,PAS5816_AATAAA_0.25,1.32E-06,0.043405177,CCDC80_ENSG00000091986.16,6.15719102,1,0.013087889,0.055751735,CCDC80_ENSG00000091986.16,0.018278953,0.018278953,0.018278953,0.055133833,0.055133833,0.055133833,0.03685488,chr3,112604563,112604564,13,-,ENSG00000091986.16,CCDC80,UTR3
CHMP1B_ENSG00000255112.3,PAS22780_ATTAAA_0.2,0.004235638,0.043568189,CHMP1B_ENSG00000255112.3,6.150561061,1,0.013137042,0.055942696,CHMP1B_ENSG00000255112.3,0.28412929,0.28412929,0.28412929,0.404659009,0.404659009,0.404659009,0.12052972,chr18,11854442,11854443,100,+,ENSG00000255112.3,CHMP1B,UTR3
IL17RA_ENSG00000177663.15,PAS25656_None_0.15,0.013155238,0.087242511,IL17RA_ENSG00000177663.15,6.148408294,1,0.013153043,0.05598401,IL17RA_ENSG00000177663.15,0.382014587,0.382014587,0.382014587,0.568748343,0.568748343,0.568748343,0.186733756,chr22,17109977,17109978,36,+,ENSG00000177663.15,IL17RA,UTR3
MRPS25_ENSG00000131368.9,PAS5420_AATAAA_0.3,0.022932819,0.087282949,MRPS25_ENSG00000131368.9,6.147588762,1,0.013159139,0.05598401,MRPS25_ENSG00000131368.9,0.12457235,0.12457235,0.12457235,0.192789954,0.192789954,0.192789954,0.068217604,chr3,15042250,15042251,86,-,ENSG00000131368.9,MRPS25,UTR3
FEM1C_ENSG00000145780.8,PAS8370_AATAAA_0.35,0.015871823,0.04364342,FEM1C_ENSG00000145780.8,6.147509923,1,0.013159726,0.05598401,FEM1C_ENSG00000145780.8,0.452862965,0.452862965,0.452862965,0.253987583,0.253987583,0.253987583,-0.198875382,chr5,115520910,115520911,87,-,ENSG00000145780.8,FEM1C,UTR3
SETX_ENSG00000107290.14,PAS13355_APA_0.25,0.085289328,NA,SETX_ENSG00000107290.14,6.146019502,1,0.013170821,0.055992024,SETX_ENSG00000107290.14,0.439139809,0.439139809,0.439139809,0.307836685,0.307836685,0.307836685,-0.131303124,chr9,132263894,132263895,111,-,ENSG00000107290.14,SETX,UTR3
YARS1_ENSG00000134684.13,PAS1573_APA_0.3,0.096365869,NA,YARS1_ENSG00000134684.13,6.145035517,1,0.013178152,0.055992024,YARS1_ENSG00000134684.13,0.128815658,0.128815658,0.128815658,0.093341897,0.093341897,0.093341897,-0.035473761,chr1,32775680,32775681,324,-,ENSG00000134684.13,YARS1,UTR3
YIPF2_ENSG00000130733.11,PAS24165_AATAAA_0.15,0.044780589,0,YIPF2_ENSG00000130733.11,6.144932201,1,0.013178922,0.055992024,YIPF2_ENSG00000130733.11,0.877014174,0.877014174,0.877014174,0.80605979,0.80605979,0.80605979,-0.070954384,chr19,10922193,10922194,294,-,ENSG00000130733.11,YIPF2,UTR3
YIPF2_ENSG00000130733.11,PAS24166_APA_0.25,0.044780589,0,YIPF2_ENSG00000130733.11,6.144932201,1,0.013178922,0.055992024,YIPF2_ENSG00000130733.11,0.122985826,0.122985826,0.122985826,0.19394021,0.19394021,0.19394021,0.070954384,chr19,10922769,10922770,104,-,ENSG00000130733.11,YIPF2,UTR3
KLHL7_ENSG00000122550.18,PAS10168_AATAAA_0.2,0.040544554,0.043857379,KLHL7_ENSG00000122550.18,6.138861829,1,0.013224241,0.056110856,KLHL7_ENSG00000122550.18,0.323850009,0.323850009,0.323850009,0.216041288,0.216041288,0.216041288,-0.107808721,chr7,23175301,23175302,70,+,ENSG00000122550.18,KLHL7,UTR3
SLC39A11_ENSG00000133195.12,PAS22563_ATTAAA_0.25,0.040301114,0.043851272,SLC39A11_ENSG00000133195.12,6.139108061,1,0.013222399,0.056110856,SLC39A11_ENSG00000133195.12,0.187626853,0.187626853,0.187626853,0.434972316,0.434972316,0.434972316,0.247345463,chr17,72647467,72647468,11,-,ENSG00000133195.12,SLC39A11,UTR3
SDHAF4_ENSG00000154079.6,PAS9092_None_0.15,0.044880832,0,SDHAF4_ENSG00000154079.6,6.139737615,1,0.013217693,0.056110856,SDHAF4_ENSG00000154079.6,0.471617652,0.471617652,0.471617652,0.301764828,0.301764828,0.301764828,-0.169852824,chr6,70588780,70588781,48,+,ENSG00000154079.6,SDHAF4,UTR3
SDHAF4_ENSG00000154079.6,PAS9093_AATAAA_0.35,0.044880832,0,SDHAF4_ENSG00000154079.6,6.139737615,1,0.013217693,0.056110856,SDHAF4_ENSG00000154079.6,0.528382348,0.528382348,0.528382348,0.698235172,0.698235172,0.698235172,0.169852824,chr6,70589562,70589563,152,+,ENSG00000154079.6,SDHAF4,UTR3
FDX1_ENSG00000137714.3,PAS15357_ATTAAA_0.4,0.102502657,NA,FDX1_ENSG00000137714.3,6.135082429,1,0.013252537,0.056186795,FDX1_ENSG00000137714.3,0.552920961,0.552920961,0.552920961,0.431881741,0.431881741,0.431881741,-0.12103922,chr11,110462699,110462700,51,+,ENSG00000137714.3,FDX1,UTR3
TFDP1_ENSG00000198176.13,PAS18087_AATAAA_0.15,0.044976538,0,TFDP1_ENSG00000198176.13,6.134731518,1,0.013255167,0.056186795,TFDP1_ENSG00000198176.13,0.17459514,0.17459514,0.17459514,0.111682217,0.111682217,0.111682217,-0.062912922,chr13,113640816,113640817,52,+,ENSG00000198176.13,TFDP1,UTR3
TFDP1_ENSG00000198176.13,PAS18088_AATAAA_0.25,0.044976538,0,TFDP1_ENSG00000198176.13,6.134731518,1,0.013255167,0.056186795,TFDP1_ENSG00000198176.13,0.82540486,0.82540486,0.82540486,0.888317783,0.888317783,0.888317783,0.062912922,chr13,113641466,113641467,302,+,ENSG00000198176.13,TFDP1,UTR3
CCND1_ENSG00000110092.4,PAS15222_APA_0.15,0.116993929,NA,CCND1_ENSG00000110092.4,6.131549577,1,0.013279044,0.056269567,CCND1_ENSG00000110092.4,0.175518601,0.175518601,0.175518601,0.242684763,0.242684763,0.242684763,0.067166162,chr11,69651607,69651608,135,+,ENSG00000110092.4,CCND1,UTR3
JKAMP_ENSG00000050130.18,PAS18542_AATAAA_0.2,0.08713384,NA,JKAMP_ENSG00000050130.18,6.128627832,1,0.013301006,0.056344178,JKAMP_ENSG00000050130.18,0.099446533,0.099446533,0.099446533,0.17329246,0.17329246,0.17329246,0.073845927,chr14,59505357,59505358,23,+,ENSG00000050130.18,JKAMP,UTR3
RAB18_ENSG00000099246.18,PAS13604_AATAAA_0.2,0.123337486,NA,RAB18_ENSG00000099246.18,6.127199797,1,0.013311754,0.056355342,RAB18_ENSG00000099246.18,0.003283449,0.003283449,0.003283449,0.017012117,0.017012117,0.017012117,0.013728668,chr10,27542236,27542237,10,+,ENSG00000099246.18,RAB18,UTR3
DYM_ENSG00000141627.14,PAS23071_ATTAAA_0.3,0.009675793,0.044149602,DYM_ENSG00000141627.14,6.127120164,1,0.013312354,0.056355342,DYM_ENSG00000141627.14,0.197370315,0.197370315,0.197370315,0.303297224,0.303297224,0.303297224,0.105926909,chr18,49043023,49043024,12,-,ENSG00000141627.14,DYM,UTR3
CDC5L_ENSG00000096401.8,PAS9033_AATAAA_0.2,0.006532405,0.088394281,CDC5L_ENSG00000096401.8,6.125217596,1,0.013326688,0.056397569,CDC5L_ENSG00000096401.8,0.83405465,0.83405465,0.83405465,0.904884448,0.904884448,0.904884448,0.070829798,chr6,44447041,44447042,196,+,ENSG00000096401.8,CDC5L,UTR3
ZNF260_ENSG00000254004.7,PAS24351_AATAAA_0.2,0.045608894,0,ZNF260_ENSG00000254004.7,6.107574915,1,0.01346037,0.056926055,ZNF260_ENSG00000254004.7,0.848754441,0.848754441,0.848754441,0.702728266,0.702728266,0.702728266,-0.146026175,chr19,36510694,36510695,28,-,ENSG00000254004.7,ZNF260,UTR3
ZNF260_ENSG00000254004.7,PAS24352_AATAAA_0.25,0.045608894,0,ZNF260_ENSG00000254004.7,6.107574915,1,0.01346037,0.056926055,ZNF260_ENSG00000254004.7,0.151245559,0.151245559,0.151245559,0.297271734,0.297271734,0.297271734,0.146026175,chr19,36511029,36511030,19,-,ENSG00000254004.7,ZNF260,UTR3
OGFOD3_ENSG00000181396.13,PAS22715_APA_0.2,8.00E-08,0.04481884,OGFOD3_ENSG00000181396.13,6.100528197,1,0.013514148,0.057134816,OGFOD3_ENSG00000181396.13,0.199884562,0.199884562,0.199884562,0.281928321,0.281928321,0.281928321,0.082043759,chr17,82390116,82390117,90,-,ENSG00000181396.13,OGFOD3,UTR3
ELP1_ENSG00000070061.16,PAS13183_ATTAAA_0.3,0.016519643,0.044897707,ELP1_ENSG00000070061.16,6.097421348,1,0.013537929,0.057216657,ELP1_ENSG00000070061.16,0.235770638,0.235770638,0.235770638,0.137799047,0.137799047,0.137799047,-0.097971591,chr9,108868168,108868169,60,-,ENSG00000070061.16,ELP1,UTR3
PDIA3_ENSG00000167004.14,PAS19393_AATAAA_0.25,0.108122492,NA,PDIA3_ENSG00000167004.14,6.095796462,1,0.013550384,0.057250592,PDIA3_ENSG00000167004.14,0.98532112,0.98532112,0.98532112,0.975970352,0.975970352,0.975970352,-0.009350768,chr15,43771536,43771537,9072,+,ENSG00000167004.14,PDIA3,UTR3
RNF111_ENSG00000157450.16,PAS19470_AATAAA_0.15,0.037187466,0.045038003,RNF111_ENSG00000157450.16,6.091908491,1,0.013580232,0.05735797,RNF111_ENSG00000157450.16,0.137643987,0.137643987,0.137643987,0.252741406,0.252741406,0.252741406,0.115097419,chr15,59095957,59095958,56,+,ENSG00000157450.16,RNF111,UTR3
LARP4_ENSG00000161813.23,PAS16380_APA_0.35,0.309793812,NA,LARP4_ENSG00000161813.23,6.090383713,1,0.013591957,0.05737003,LARP4_ENSG00000161813.23,0.072774781,0.072774781,0.072774781,0.033461646,0.033461646,0.033461646,-0.039313134,chr12,50476454,50476455,18,+,ENSG00000161813.23,LARP4,UTR3
MGA_ENSG00000174197.19,PAS19363_AATAAA_0.25,0.012225772,0.090126763,MGA_ENSG00000174197.19,6.090913126,1,0.013587885,0.05737003,MGA_ENSG00000174197.19,0.071148124,0.071148124,0.071148124,0.185397717,0.185397717,0.185397717,0.114249593,chr15,41773067,41773068,25,+,ENSG00000174197.19,MGA,UTR3
NLK_ENSG00000087095.13,PAS21358_AATAAA_0.15,0.007252219,0.045154364,NLK_ENSG00000087095.13,6.087349524,1,0.013615318,0.057449893,NLK_ENSG00000087095.13,0.058635482,0.058635482,0.058635482,0.01468388,0.01468388,0.01468388,-0.043951601,chr17,28048923,28048924,14,+,ENSG00000087095.13,NLK,UTR3
MTPAP_ENSG00000107951.15,PAS14281_AATAAA_0.25,0.028439557,0.045302934,MTPAP_ENSG00000107951.15,6.081546148,1,0.013660116,0.057620125,MTPAP_ENSG00000107951.15,0.126251576,0.126251576,0.126251576,0.050245754,0.050245754,0.050245754,-0.076005823,chr10,30340153,30340154,44,-,ENSG00000107951.15,MTPAP,UTR3
ETV1_ENSG00000006468.15,PAS10715_AATAAA_0.25,0.056843555,NA,ETV1_ENSG00000006468.15,6.074902662,1,0.013711586,0.057799538,ETV1_ENSG00000006468.15,0.31811075,0.31811075,0.31811075,0.248494697,0.248494697,0.248494697,-0.069616053,chr7,13893271,13893272,199,-,ENSG00000006468.15,ETV1,UTR3
CWC27_ENSG00000153015.17,PAS7451_APA_0.35,0.030488123,0.045466268,CWC27_ENSG00000153015.17,6.075188608,1,0.013709366,0.057799538,CWC27_ENSG00000153015.17,0.023469415,0.023469415,0.023469415,0.067456203,0.067456203,0.067456203,0.043986788,chr5,65020543,65020544,25,+,ENSG00000153015.17,CWC27,UTR3
NAA50_ENSG00000121579.14,PAS5830_ATTAAA_0.15,0.267336399,NA,NAA50_ENSG00000121579.14,6.072863025,1,0.013727427,0.057847468,NAA50_ENSG00000121579.14,0.007196207,0.007196207,0.007196207,0.018129442,0.018129442,0.018129442,0.010933235,chr3,113719677,113719678,19,-,ENSG00000121579.14,NAA50,UTR3
RPL27_ENSG00000131469.15,PAS21569_APA_0.15,0.046389646,0,RPL27_ENSG00000131469.15,6.07128309,1,0.013739712,0.057861539,RPL27_ENSG00000131469.15,0.07778855,0.07778855,0.07778855,0.068191865,0.068191865,0.068191865,-0.009596685,chr17,43000244,43000245,154,+,ENSG00000131469.15,RPL27,UTR3
RPL27_ENSG00000131469.15,PAS21570_ATTAAA_0.35,0.046389646,0,RPL27_ENSG00000131469.15,6.07128309,1,0.013739712,0.057861539,RPL27_ENSG00000131469.15,0.92221145,0.92221145,0.92221145,0.931808135,0.931808135,0.931808135,0.009596685,chr17,43002951,43002952,27943,+,ENSG00000131469.15,RPL27,UTR3
LARP4B_ENSG00000107929.16,PAS14122_AATAAA_0.15,4.04E-05,0.091243202,LARP4B_ENSG00000107929.16,6.069164251,1,0.013756204,0.057862603,LARP4B_ENSG00000107929.16,0.584241419,0.584241419,0.584241419,0.637561999,0.637561999,0.637561999,0.05332058,chr10,809543,809544,632,-,ENSG00000107929.16,LARP4B,UTR3
MRPS11_ENSG00000181991.16,PAS19645_AATAAA_0.25,0.046389646,0,MRPS11_ENSG00000181991.16,6.068952271,1,0.013757855,0.057862603,MRPS11_ENSG00000181991.16,0.991376499,0.991376499,0.991376499,0.970571402,0.970571402,0.970571402,-0.020805097,chr15,88478262,88478263,453,+,ENSG00000181991.16,MRPS11,UTR3
MRPS11_ENSG00000181991.16,PAS19646_AATAAA_0.3,0.046389646,0,MRPS11_ENSG00000181991.16,6.068952271,1,0.013757855,0.057862603,MRPS11_ENSG00000181991.16,0.008623501,0.008623501,0.008623501,0.029428598,0.029428598,0.029428598,0.020805097,chr15,88480772,88480773,10,+,ENSG00000181991.16,MRPS11,UTR3
NAB1_ENSG00000138386.17,PAS3376_AATAAA_0.3,0.020383792,0.091219108,NAB1_ENSG00000138386.17,6.06963072,1,0.013752571,0.057862603,NAB1_ENSG00000138386.17,0.595791408,0.595791408,0.595791408,0.744690059,0.744690059,0.744690059,0.148898651,chr2,190692764,190692765,149,+,ENSG00000138386.17,NAB1,UTR3
GATAD2B_ENSG00000143614.11,PAS2142_None_0.05,0.004841949,0.09142334,GATAD2B_ENSG00000143614.11,6.065680729,1,0.013783362,0.057951041,GATAD2B_ENSG00000143614.11,0.039325403,0.039325403,0.039325403,0.015979149,0.015979149,0.015979149,-0.023346254,chr1,153809811,153809812,16,-,ENSG00000143614.11,GATAD2B,UTR3
TLK1_ENSG00000198586.14,PAS4253_AATAAA_0.4,0.001532465,0.045769844,TLK1_ENSG00000198586.14,6.06343454,1,0.013800903,0.058005939,TLK1_ENSG00000198586.14,0.726640852,0.726640852,0.726640852,0.809244118,0.809244118,0.809244118,0.082603266,chr2,170992059,170992060,159,-,ENSG00000198586.14,TLK1,UTR3
HNRNPA3_ENSG00000170144.22,PAS3316_APA_0.1,5.95E-08,0.137420352,HNRNPA3_ENSG00000170144.22,6.062362175,1,0.013809285,0.05802232,HNRNPA3_ENSG00000170144.22,0.228858602,0.228858602,0.228858602,0.186428734,0.186428734,0.186428734,-0.042429867,chr2,177220130,177220131,306,+,ENSG00000170144.22,HNRNPA3,UTR3
DNAJB12_ENSG00000148719.16,PAS14416_ATTAAA_0.2,0.001809628,0.045876483,DNAJB12_ENSG00000148719.16,6.05932463,1,0.013833058,0.058103333,DNAJB12_ENSG00000148719.16,0.653927184,0.653927184,0.653927184,0.556032503,0.556032503,0.556032503,-0.097894681,chr10,72334506,72334507,336,-,ENSG00000148719.16,DNAJB12,UTR3
LUC7L_ENSG00000007392.17,PAS20714_AATAAA_0.05,0.046664565,0,LUC7L_ENSG00000007392.17,6.057287355,1,0.013849025,0.058132654,LUC7L_ENSG00000007392.17,0.934267525,0.934267525,0.934267525,0.877909497,0.877909497,0.877909497,-0.056358027,chr16,188990,188991,344,-,ENSG00000007392.17,LUC7L,UTR3
LUC7L_ENSG00000007392.17,PAS20715_ATTAAA_0.25,0.046664565,0,LUC7L_ENSG00000007392.17,6.057287355,1,0.013849025,0.058132654,LUC7L_ENSG00000007392.17,0.065732475,0.065732475,0.065732475,0.122090503,0.122090503,0.122090503,0.056358027,chr16,189523,189524,62,-,ENSG00000007392.17,LUC7L,UTR3
ENSG00000284461_ENSG00000284461.2,PAS10352_AATAAA_0.25,0.06700087,NA,ENSG00000284461_ENSG00000284461.2,6.0564531,1,0.013855569,0.058141259,ENSG00000284461_ENSG00000284461.2,0.370024973,0.370024973,0.370024973,0.560970155,0.560970155,0.560970155,0.190945181,chr7,66811188,66811189,83,+,ENSG00000284461.2,ENSG00000284461,UTR3
TRIM35_ENSG00000104228.13,PAS11826_APA_0.25,0.122717551,NA,TRIM35_ENSG00000104228.13,6.05383264,1,0.013876146,0.058208721,TRIM35_ENSG00000104228.13,0.131861174,0.131861174,0.131861174,0.238310932,0.238310932,0.238310932,0.106449758,chr8,27284886,27284887,31,-,ENSG00000104228.13,TRIM35,UTR3
NAA25_ENSG00000111300.10,PAS17635_APA_0.1,0.107518559,NA,NAA25_ENSG00000111300.10,6.050791612,1,0.013900064,0.058290154,NAA25_ENSG00000111300.10,0.497311061,0.497311061,0.497311061,0.358228235,0.358228235,0.358228235,-0.139082826,chr12,112027784,112027785,118,-,ENSG00000111300.10,NAA25,UTR3
TCEAL4_ENSG00000133142.19,PAS26453_ATTAAA_0.4,0.046849292,0,TCEAL4_ENSG00000133142.19,6.04908263,1,0.013913524,0.058308797,TCEAL4_ENSG00000133142.19,0.819140866,0.819140866,0.819140866,0.733948437,0.733948437,0.733948437,-0.085192429,chrX,103587514,103587515,907,+,ENSG00000133142.19,TCEAL4,UTR3
TCEAL4_ENSG00000133142.19,PAS26454_AATAAA_0.35,0.046849292,0,TCEAL4_ENSG00000133142.19,6.04908263,1,0.013913524,0.058308797,TCEAL4_ENSG00000133142.19,0.180859134,0.180859134,0.180859134,0.266051563,0.266051563,0.266051563,0.085192429,chrX,103587729,103587730,26,+,ENSG00000133142.19,TCEAL4,UTR3
CCDC93_ENSG00000125633.11,PAS4143_ATTAAA_0.2,0.13532403,NA,CCDC93_ENSG00000125633.11,6.047063858,1,0.013929441,0.058356599,CCDC93_ENSG00000125633.11,0.778684382,0.778684382,0.778684382,0.880312921,0.880312921,0.880312921,0.101628539,chr2,117915572,117915573,124,-,ENSG00000125633.11,CCDC93,UTR3
HYCC1_ENSG00000122591.13,PAS10742_AATAAA_0.2,0.006617992,0.138867861,HYCC1_ENSG00000122591.13,6.043507153,1,0.01395753,0.058455346,HYCC1_ENSG00000122591.13,0.161110343,0.161110343,0.161110343,0.091730063,0.091730063,0.091730063,-0.06938028,chr7,22945287,22945288,28,-,ENSG00000122591.13,HYCC1,UTR3
NKAPD1_ENSG00000150776.18,PAS15375_AATAAA_0.25,0.038345437,0.092772005,NKAPD1_ENSG00000150776.18,6.039822277,1,0.013986692,0.058558523,NKAPD1_ENSG00000150776.18,0.16521184,0.16521184,0.16521184,0.280063295,0.280063295,0.280063295,0.114851455,chr11,112084375,112084376,42,+,ENSG00000150776.18,NKAPD1,UTR3
DCTN5_ENSG00000166847.10,PAS20368_AATAAA_0.45,9.00E-05,0.092914459,DCTN5_ENSG00000166847.10,6.037113556,1,0.014008169,0.058629468,DCTN5_ENSG00000166847.10,0.018575572,0.018575572,0.018575572,0.054213321,0.054213321,0.054213321,0.035637749,chr16,23673661,23673662,10,+,ENSG00000166847.10,DCTN5,UTR3
DNAJC18_ENSG00000170464.10,PAS8495_ATTAAA_0.35,0.084196657,NA,DNAJC18_ENSG00000170464.10,6.02643509,1,0.014093168,0.058966144,DNAJC18_ENSG00000170464.10,0.11744688,0.11744688,0.11744688,0.220963755,0.220963755,0.220963755,0.103516875,chr5,139410209,139410210,16,-,ENSG00000170464.10,DNAJC18,UTR3
PABPC1_ENSG00000070756.17,PAS12147_ATTAAA_0.35,2.80E-04,0.234010112,PABPC1_ENSG00000070756.17,6.024061462,1,0.014112134,0.059026407,PABPC1_ENSG00000070756.17,0.11361761,0.11361761,0.11361761,0.1009738,0.1009738,0.1009738,-0.01264381,chr8,100704115,100704116,15,-,ENSG00000070756.17,PABPC1,UTR3
PTPN2_ENSG00000175354.20,PAS22984_AATAAA_0.3,0.033166801,0.093910721,PTPN2_ENSG00000175354.20,6.018288618,1,0.01415837,0.059200656,PTPN2_ENSG00000175354.20,0.081859656,0.081859656,0.081859656,0.174079133,0.174079133,0.174079133,0.092219477,chr18,12793255,12793256,37,-,ENSG00000175354.20,PTPN2,UTR3
ELP1_ENSG00000070061.16,PAS13182_APA_0.2,0.016519643,0.046993243,ELP1_ENSG00000070061.16,6.016865424,1,0.014169792,0.059229274,ELP1_ENSG00000070061.16,0.020511972,0.020511972,0.020511972,0.068474492,0.068474492,0.068474492,0.04796252,chr9,108867518,108867519,24,-,ENSG00000070061.16,ELP1,UTR3
NUP62_ENSG00000213024.13,PAS24561_AATAAA_0.4,0.047909172,0,NUP62_ENSG00000213024.13,6.007142717,1,0.014248081,0.059518057,NUP62_ENSG00000213024.13,0.940371297,0.940371297,0.940371297,0.974487916,0.974487916,0.974487916,0.034116619,chr19,49906828,49906829,782,-,ENSG00000213024.13,NUP62,UTR3
NUP62_ENSG00000213024.13,PAS24562_None_0.05,0.047909172,0,NUP62_ENSG00000213024.13,6.007142717,1,0.014248081,0.059518057,NUP62_ENSG00000213024.13,0.059628703,0.059628703,0.059628703,0.025512084,0.025512084,0.025512084,-0.034116619,chr19,49908105,49908106,26,-,ENSG00000213024.13,NUP62,UTR3
PPP4R3B_ENSG00000275052.5,PAS3876_AATAAA_0.2,0.047967423,0,PPP4R3B_ENSG00000275052.5,6.003773853,1,0.014275311,0.05959332,PPP4R3B_ENSG00000275052.5,0.634184983,0.634184983,0.634184983,0.785802763,0.785802763,0.785802763,0.151617779,chr2,55547292,55547293,62,-,ENSG00000275052.5,PPP4R3B,UTR3
PPP4R3B_ENSG00000275052.5,PAS3877_ATTAAA_0.2,0.047967423,0,PPP4R3B_ENSG00000275052.5,6.003773853,1,0.014275311,0.05959332,PPP4R3B_ENSG00000275052.5,0.365815017,0.365815017,0.365815017,0.214197237,0.214197237,0.214197237,-0.151617779,chr2,55549411,55549412,29,-,ENSG00000275052.5,PPP4R3B,UTR3
