gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_96hrs_1,DMSO_96hrs_2,DMSO_96hrs_3,SDMAi_96hrs_1,SDMAi_96hrs_2,SDMAi_96hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
SDC1_ENSG00000115884.11,PAS3708_AATAAA_0.2,0.23071081,NA,SDC1_ENSG00000115884.11,3.772914703,1,0.05208879,0.278050146,SDC1_ENSG00000115884.11,0.481387064,0.481387064,0.481387064,0.40323531,0.40323531,0.40323531,-0.078151754,chr2,20201496,20201497,205,-,ENSG00000115884.11,SDC1,UTR3
GGA2_ENSG00000103365.15,PAS20869_AATAAA_0.2,0.593301544,NA,GGA2_ENSG00000103365.15,3.770609669,1,0.052160617,0.278311706,GGA2_ENSG00000103365.15,0.300551823,0.300551823,0.300551823,0.193117152,0.193117152,0.193117152,-0.107434671,chr16,23464322,23464323,86,-,ENSG00000103365.15,GGA2,UTR3
ERCC8_ENSG00000049167.16,PAS8204_AATAAA_0.45,0.480905164,NA,ERCC8_ENSG00000049167.16,3.768712758,1,0.052219806,0.27850563,ERCC8_ENSG00000049167.16,0.189660331,0.189660331,0.189660331,0.067002379,0.067002379,0.067002379,-0.122657952,chr5,60866461,60866462,10,-,ENSG00000049167.16,ERCC8,UTR3
TYSND1_ENSG00000156521.14,PAS14394_AATAAA_0.25,0.23200755,NA,TYSND1_ENSG00000156521.14,3.755127991,1,0.052645765,0.278778152,TYSND1_ENSG00000156521.14,0.116693317,0.116693317,0.116693317,0.043256166,0.043256166,0.043256166,-0.073437151,chr10,70137982,70137983,13,-,ENSG00000156521.14,TYSND1,UTR3
TYSND1_ENSG00000156521.14,PAS14395_AATAAA_0.4,0.23200755,NA,TYSND1_ENSG00000156521.14,3.755127991,1,0.052645765,0.278778152,TYSND1_ENSG00000156521.14,0.883306683,0.883306683,0.883306683,0.956743834,0.956743834,0.956743834,0.073437151,chr10,70139212,70139213,310,-,ENSG00000156521.14,TYSND1,UTR3
RPAP3_ENSG00000005175.10,PAS17215_ATTAAA_0.25,0.329656736,NA,RPAP3_ENSG00000005175.10,3.763330389,1,0.052388135,0.278778152,RPAP3_ENSG00000005175.10,0.092848971,0.092848971,0.092848971,0.034881837,0.034881837,0.034881837,-0.057967133,chr12,47660628,47660629,11,-,ENSG00000005175.10,RPAP3,UTR3
LRP10_ENSG00000197324.9,PAS18370_APA_0.2,0.065189924,NA,LRP10_ENSG00000197324.9,3.764617501,1,0.05234783,0.278778152,LRP10_ENSG00000197324.9,0.164373954,0.164373954,0.164373954,0.117628684,0.117628684,0.117628684,-0.046745271,chr14,22877838,22877839,26,+,ENSG00000197324.9,LRP10,UTR3
CYLD_ENSG00000083799.18,PAS20464_AATAAA_0.45,0.23200755,NA,CYLD_ENSG00000083799.18,3.753482065,1,0.052697623,0.278778152,CYLD_ENSG00000083799.18,0.814821113,0.814821113,0.814821113,0.666102892,0.666102892,0.666102892,-0.148718221,chr16,50796880,50796881,54,+,ENSG00000083799.18,CYLD,UTR3
CYLD_ENSG00000083799.18,PAS20465_ATTAAA_0.05,0.23200755,NA,CYLD_ENSG00000083799.18,3.753482065,1,0.052697623,0.278778152,CYLD_ENSG00000083799.18,0.185178887,0.185178887,0.185178887,0.333897108,0.333897108,0.333897108,0.148718221,chr16,50801933,50801934,27,+,ENSG00000083799.18,CYLD,UTR3
METTL2A_ENSG00000087995.16,PAS21745_AATAAA_0.15,0.236648221,NA,METTL2A_ENSG00000087995.16,3.755897619,1,0.052621535,0.278778152,METTL2A_ENSG00000087995.16,0.118317071,0.118317071,0.118317071,0.200972858,0.200972858,0.200972858,0.082655787,chr17,62452105,62452106,69,+,ENSG00000087995.16,METTL2A,UTR3
SRSF1_ENSG00000136450.13,PAS22455_APA_0.3,0.427792243,NA,SRSF1_ENSG00000136450.13,3.754440123,1,0.052667431,0.278778152,SRSF1_ENSG00000136450.13,0.008348048,0.008348048,0.008348048,0.002727455,0.002727455,0.002727455,-0.005620592,chr17,58004196,58004197,22,-,ENSG00000136450.13,SRSF1,UTR3
PSMD12_ENSG00000197170.10,PAS22551_AATAAA_0.1,0.005685767,0.58417641,PSMD12_ENSG00000197170.10,3.756828829,1,0.052592233,0.278778152,PSMD12_ENSG00000197170.10,0.330832755,0.330832755,0.330832755,0.405594752,0.405594752,0.405594752,0.074761996,chr17,67337916,67337917,484,-,ENSG00000197170.10,PSMD12,UTR3
DPP9_ENSG00000142002.19,PAS24080_AATAAA_0.3,0.358982923,NA,DPP9_ENSG00000142002.19,3.755211428,1,0.052643138,0.278778152,DPP9_ENSG00000142002.19,0.026938647,0.026938647,0.026938647,0.010769197,0.010769197,0.010769197,-0.016169451,chr19,4694329,4694330,23,-,ENSG00000142002.19,DPP9,UTR3
NFS1_ENSG00000244005.13,PAS25219_AATAAA_0.45,0.231766086,NA,NFS1_ENSG00000244005.13,3.76253118,1,0.052413179,0.278778152,NFS1_ENSG00000244005.13,0.020480795,0.020480795,0.020480795,0.077055169,0.077055169,0.077055169,0.056574374,chr20,35668688,35668689,12,-,ENSG00000244005.13,NFS1,UTR3
NFS1_ENSG00000244005.13,PAS25220_AATAAA_0.25,0.231766086,NA,NFS1_ENSG00000244005.13,3.76253118,1,0.052413179,0.278778152,NFS1_ENSG00000244005.13,0.979519205,0.979519205,0.979519205,0.922944831,0.922944831,0.922944831,-0.056574374,chr20,35668965,35668966,267,-,ENSG00000244005.13,NFS1,UTR3
PLEKHB2_ENSG00000115762.17,PAS3188_ATTAAA_0.3,0.390421601,NA,PLEKHB2_ENSG00000115762.17,3.758856072,1,0.052528504,0.278778152,PLEKHB2_ENSG00000115762.17,0.828041944,0.828041944,0.828041944,0.888894299,0.888894299,0.888894299,0.060852356,chr2,131149838,131149839,638,+,ENSG00000115762.17,PLEKHB2,UTR3
GCA_ENSG00000115271.11,PAS3255_AATAAA_0.25,0.23200755,NA,GCA_ENSG00000115271.11,3.756570572,1,0.052600358,0.278778152,GCA_ENSG00000115271.11,0.370590564,0.370590564,0.370590564,0.179902742,0.179902742,0.179902742,-0.190687823,chr2,162360419,162360420,10,+,ENSG00000115271.11,GCA,UTR3
GCA_ENSG00000115271.11,PAS3256_AATAAA_0.35,0.23200755,NA,GCA_ENSG00000115271.11,3.756570572,1,0.052600358,0.278778152,GCA_ENSG00000115271.11,0.629409436,0.629409436,0.629409436,0.820097258,0.820097258,0.820097258,0.190687823,chr2,162361119,162361120,66,+,ENSG00000115271.11,GCA,UTR3
DNAJC21_ENSG00000168724.18,PAS7369_APA_0.3,0.23200755,NA,DNAJC21_ENSG00000168724.18,3.752737097,1,0.052721113,0.278778152,DNAJC21_ENSG00000168724.18,0.818565001,0.818565001,0.818565001,0.891046333,0.891046333,0.891046333,0.072481332,chr5,34955027,34955028,151,+,ENSG00000168724.18,DNAJC21,UTR3
DNAJC21_ENSG00000168724.18,PAS7370_AATAAA_0.15,0.23200755,NA,DNAJC21_ENSG00000168724.18,3.752737097,1,0.052721113,0.278778152,DNAJC21_ENSG00000168724.18,0.181434999,0.181434999,0.181434999,0.108953667,0.108953667,0.108953667,-0.072481332,chr5,34958962,34958963,93,+,ENSG00000168724.18,DNAJC21,UTR3
CERT1_ENSG00000113163.19,PAS8256_AATAAA_0.3,0.131576638,NA,CERT1_ENSG00000113163.19,3.763198827,1,0.052392257,0.278778152,CERT1_ENSG00000113163.19,0.020319753,0.020319753,0.020319753,0.090501174,0.090501174,0.090501174,0.070181421,chr5,75370380,75370381,19,-,ENSG00000113163.19,CERT1,UTR3
NUDT12_ENSG00000112874.10,PAS8338_ATTAAA_0.05,0.23200755,NA,NUDT12_ENSG00000112874.10,3.752511872,1,0.052728217,0.278778152,NUDT12_ENSG00000112874.10,0.511442036,0.511442036,0.511442036,0.328755154,0.328755154,0.328755154,-0.182686882,chr5,103548855,103548856,69,-,ENSG00000112874.10,NUDT12,UTR3
NUDT12_ENSG00000112874.10,PAS8339_AATAAA_0.4,0.23200755,NA,NUDT12_ENSG00000112874.10,3.752511872,1,0.052728217,0.278778152,NUDT12_ENSG00000112874.10,0.488557964,0.488557964,0.488557964,0.671244846,0.671244846,0.671244846,0.182686882,chr5,103550856,103550857,103,-,ENSG00000112874.10,NUDT12,UTR3
SKA3_ENSG00000165480.16,PAS18121_ATTAAA_0.45,0.075118841,NA,SKA3_ENSG00000165480.16,3.750321843,1,0.052797344,0.279022637,SKA3_ENSG00000165480.16,0.1656896,0.1656896,0.1656896,0.076347821,0.076347821,0.076347821,-0.089341779,chr13,21154153,21154154,24,-,ENSG00000165480.16,SKA3,UTR3
WDHD1_ENSG00000198554.12,PAS18993_AATAAA_0.35,0.364476555,NA,WDHD1_ENSG00000198554.12,3.748488673,1,0.052855282,0.279207797,WDHD1_ENSG00000198554.12,0.194413485,0.194413485,0.194413485,0.078016581,0.078016581,0.078016581,-0.116396904,chr14,54939516,54939517,15,-,ENSG00000198554.12,WDHD1,UTR3
ZNF682_ENSG00000197124.12,PAS24288_AATAAA_0.35,0.232513796,NA,ZNF682_ENSG00000197124.12,3.746038651,1,0.05293282,0.279375299,ZNF682_ENSG00000197124.12,0.568701517,0.568701517,0.568701517,0.885793015,0.885793015,0.885793015,0.317091498,chr19,20004419,20004420,26,-,ENSG00000197124.12,ZNF682,UTR3
ZNF682_ENSG00000197124.12,PAS24289_AATAAA_0.35,0.232513796,NA,ZNF682_ENSG00000197124.12,3.746038651,1,0.05293282,0.279375299,ZNF682_ENSG00000197124.12,0.431298483,0.431298483,0.431298483,0.114206985,0.114206985,0.114206985,-0.317091498,chr19,20005666,20005667,10,-,ENSG00000197124.12,ZNF682,UTR3
RBM27_ENSG00000091009.8,PAS7840_ATTAAA_0.35,0.59698524,NA,RBM27_ENSG00000091009.8,3.740081075,1,0.053121868,0.280251757,RBM27_ENSG00000091009.8,0.125884476,0.125884476,0.125884476,0.063260681,0.063260681,0.063260681,-0.062623796,chr5,146286487,146286488,68,+,ENSG00000091009.8,RBM27,UTR3
TMEM106C_ENSG00000134291.12,PAS16348_AATAAA_0.3,0.233293792,NA,TMEM106C_ENSG00000134291.12,3.734479171,1,0.053300281,0.280949861,TMEM106C_ENSG00000134291.12,0.115615098,0.115615098,0.115615098,0.073199692,0.073199692,0.073199692,-0.042415405,chr12,47968485,47968486,83,+,ENSG00000134291.12,TMEM106C,UTR3
TMEM106C_ENSG00000134291.12,PAS16349_AATAAA_0.1,0.233293792,NA,TMEM106C_ENSG00000134291.12,3.734479171,1,0.053300281,0.280949861,TMEM106C_ENSG00000134291.12,0.884384902,0.884384902,0.884384902,0.926800308,0.926800308,0.926800308,0.042415405,chr12,47968876,47968877,2026,+,ENSG00000134291.12,TMEM106C,UTR3
TRMT5_ENSG00000126814.7,PAS19020_AATAAA_0.2,0.233430802,NA,TRMT5_ENSG00000126814.7,3.730606235,1,0.053424,0.281358709,TRMT5_ENSG00000126814.7,0.614369881,0.614369881,0.614369881,0.48017258,0.48017258,0.48017258,-0.134197301,chr14,60971440,60971441,126,-,ENSG00000126814.7,TRMT5,UTR3
TRMT5_ENSG00000126814.7,PAS19021_AATAAA_0.15,0.233430802,NA,TRMT5_ENSG00000126814.7,3.730606235,1,0.053424,0.281358709,TRMT5_ENSG00000126814.7,0.385630119,0.385630119,0.385630119,0.51982742,0.51982742,0.51982742,0.134197301,chr14,60975012,60975013,112,-,ENSG00000126814.7,TRMT5,UTR3
GALK2_ENSG00000156958.15,PAS19434_AATAAA_0.3,0.003973127,1,GALK2_ENSG00000156958.15,3.727663644,1,0.053518203,0.281733132,GALK2_ENSG00000156958.15,0.043063117,0.043063117,0.043063117,0.107968051,0.107968051,0.107968051,0.064904934,chr15,49328982,49328983,12,+,ENSG00000156958.15,GALK2,UTR3
ORC2_ENSG00000115942.9,PAS4346_AATAAA_0.25,0.739539423,NA,ORC2_ENSG00000115942.9,3.726842686,1,0.053544517,0.281749998,ORC2_ENSG00000115942.9,0.2262507,0.2262507,0.2262507,0.13271721,0.13271721,0.13271721,-0.09353349,chr2,200908977,200908978,43,-,ENSG00000115942.9,ORC2,UTR3
EZR_ENSG00000092820.19,PAS10004_ATTAAA_0.2,0.39423694,NA,EZR_ENSG00000092820.19,3.725661907,1,0.053582387,0.281827635,EZR_ENSG00000092820.19,0.104962647,0.104962647,0.104962647,0.061388482,0.061388482,0.061388482,-0.043574165,chr6,158766556,158766557,85,-,ENSG00000092820.19,EZR,UTR3
MTF2_ENSG00000143033.18,PAS567_ATTAAA_0.2,0.449897257,NA,MTF2_ENSG00000143033.18,3.724338014,1,0.053624881,0.281929514,MTF2_ENSG00000143033.18,0.226770825,0.226770825,0.226770825,0.137647494,0.137647494,0.137647494,-0.089123331,chr1,93139074,93139075,32,+,ENSG00000143033.18,MTF2,UTR3
TMED4_ENSG00000158604.15,PAS10870_AATAAA_0.3,0.068527689,NA,TMED4_ENSG00000158604.15,3.722315593,1,0.053689864,0.282149495,TMED4_ENSG00000158604.15,0.514837295,0.514837295,0.514837295,0.417263524,0.417263524,0.417263524,-0.097573771,chr7,44578310,44578311,267,-,ENSG00000158604.15,TMED4,UTR3
CHEK1_ENSG00000149554.14,PAS15461_AATAAA_0.25,0.111369234,NA,CHEK1_ENSG00000149554.14,3.717872917,1,0.053832909,0.282535868,CHEK1_ENSG00000149554.14,0.289882675,0.289882675,0.289882675,0.423130616,0.423130616,0.423130616,0.13324794,chr11,125655743,125655744,106,+,ENSG00000149554.14,CHEK1,UTR3
CREBZF_ENSG00000137504.15,PAS15923_AATAAA_0.35,0.149770519,NA,CREBZF_ENSG00000137504.15,3.71796829,1,0.053829833,0.282535868,CREBZF_ENSG00000137504.15,0.085242806,0.085242806,0.085242806,0.031295314,0.031295314,0.031295314,-0.053947493,chr11,85657992,85657993,34,-,ENSG00000137504.15,CREBZF,UTR3
FANCA_ENSG00000187741.16,PAS21183_APA_0.2,0.499852646,NA,FANCA_ENSG00000187741.16,3.718794731,1,0.053803195,0.282535868,FANCA_ENSG00000187741.16,0.770989357,0.770989357,0.770989357,0.609817335,0.609817335,0.609817335,-0.161172023,chr16,89738507,89738508,69,-,ENSG00000187741.16,FANCA,UTR3
FXR1_ENSG00000114416.19,PAS5244_AATAAA_0.4,0.152725807,NA,FXR1_ENSG00000114416.19,3.717114143,1,0.05385738,0.282542673,FXR1_ENSG00000114416.19,0.002168026,0.002168026,0.002168026,0.010122494,0.010122494,0.010122494,0.007954467,chr3,180982748,180982749,33,+,ENSG00000114416.19,FXR1,UTR3
ZNF48_ENSG00000180035.13,PAS20410_AATAAA_0.25,0.23522786,NA,ZNF48_ENSG00000180035.13,3.712340673,1,0.054011599,0.283108088,ZNF48_ENSG00000180035.13,0.621502982,0.621502982,0.621502982,0.37062165,0.37062165,0.37062165,-0.250881332,chr16,30399401,30399402,24,+,ENSG00000180035.13,ZNF48,UTR3
ZNF48_ENSG00000180035.13,PAS20411_AATAAA_0.15,0.23522786,NA,ZNF48_ENSG00000180035.13,3.712340673,1,0.054011599,0.283108088,ZNF48_ENSG00000180035.13,0.378497018,0.378497018,0.378497018,0.62937835,0.62937835,0.62937835,0.250881332,chr16,30400106,30400107,62,+,ENSG00000180035.13,ZNF48,UTR3
STX3_ENSG00000166900.17,PAS15055_AATAAA_0.15,0.23522786,NA,STX3_ENSG00000166900.17,3.707802691,1,0.054158644,0.283148449,STX3_ENSG00000166900.17,0.930046788,0.930046788,0.930046788,0.770414552,0.770414552,0.770414552,-0.159632236,chr11,59802702,59802703,66,+,ENSG00000166900.17,STX3,UTR3
STX3_ENSG00000166900.17,PAS15056_AATAAA_0.15,0.23522786,NA,STX3_ENSG00000166900.17,3.707802691,1,0.054158644,0.283148449,STX3_ENSG00000166900.17,0.069953212,0.069953212,0.069953212,0.229585448,0.229585448,0.229585448,0.159632236,chr11,59805876,59805877,23,+,ENSG00000166900.17,STX3,UTR3
RBCK1_ENSG00000125826.22,PAS24687_AATAAA_0.1,0.23522786,NA,RBCK1_ENSG00000125826.22,3.709848118,1,0.054092313,0.283148449,RBCK1_ENSG00000125826.22,0.699883955,0.699883955,0.699883955,0.640689875,0.640689875,0.640689875,-0.05919408,chr20,410762,410763,952,+,ENSG00000125826.22,RBCK1,UTR3
RBCK1_ENSG00000125826.22,PAS24689_ATTAAA_0.25,0.23522786,NA,RBCK1_ENSG00000125826.22,3.709848118,1,0.054092313,0.283148449,RBCK1_ENSG00000125826.22,0.300116045,0.300116045,0.300116045,0.359310125,0.359310125,0.359310125,0.05919408,chr20,430963,430964,413,+,ENSG00000125826.22,RBCK1,UTR3
NSL1_ENSG00000117697.15,PAS2469_AATAAA_0.1,0.23522786,NA,NSL1_ENSG00000117697.15,3.708833741,1,0.054125197,0.283148449,NSL1_ENSG00000117697.15,0.041484684,0.041484684,0.041484684,0.007228597,0.007228597,0.007228597,-0.034256087,chr1,212726153,212726154,16,-,ENSG00000117697.15,NSL1,UTR3
NSL1_ENSG00000117697.15,PAS2470_AATAAA_0.2,0.23522786,NA,NSL1_ENSG00000117697.15,3.708833741,1,0.054125197,0.283148449,NSL1_ENSG00000117697.15,0.958515316,0.958515316,0.958515316,0.992771403,0.992771403,0.992771403,0.034256087,chr1,212737758,212737759,139,-,ENSG00000117697.15,NSL1,UTR3
ZNF8_ENSG00000278129.2,PAS23965_AATAAA_0.4,0.467101349,NA,ZNF8_ENSG00000278129.2,3.698951492,1,0.054446672,0.284307906,ZNF8_ENSG00000278129.2,0.510175411,0.510175411,0.510175411,0.303389754,0.303389754,0.303389754,-0.206785657,chr19,58303608,58303609,18,+,ENSG00000278129.2,ZNF8,UTR3
REV1_ENSG00000135945.10,PAS4090_ATTAAA_0.35,0.101866448,NA,REV1_ENSG00000135945.10,3.699538493,1,0.05442752,0.284307906,REV1_ENSG00000135945.10,0.113035902,0.113035902,0.113035902,0.220191702,0.220191702,0.220191702,0.107155801,chr2,99438570,99438571,18,-,ENSG00000135945.10,REV1,UTR3
HIGD1A_ENSG00000181061.14,PAS5516_ATTAAA_0.25,0.211390978,NA,HIGD1A_ENSG00000181061.14,3.698838061,1,0.054450374,0.284307906,HIGD1A_ENSG00000181061.14,0.730798321,0.730798321,0.730798321,0.772206287,0.772206287,0.772206287,0.041407966,chr3,42784300,42784301,976,-,ENSG00000181061.14,HIGD1A,UTR3
NABP1_ENSG00000173559.15,PAS3386_APA_0.35,1.18E-04,0.606706392,NABP1_ENSG00000173559.15,3.693631788,1,0.054620563,0.285074443,NABP1_ENSG00000173559.15,0.330774837,0.330774837,0.330774837,0.216735581,0.216735581,0.216735581,-0.114039257,chr2,191686188,191686189,49,+,ENSG00000173559.15,NABP1,UTR3
PSEN2_ENSG00000143801.18,PAS1191_AATAAA_0.15,0.236648221,NA,PSEN2_ENSG00000143801.18,3.686483116,1,0.054855165,0.285565404,PSEN2_ENSG00000143801.18,0.850031752,0.850031752,0.850031752,0.678178885,0.678178885,0.678178885,-0.171852866,chr1,226896095,226896096,77,+,ENSG00000143801.18,PSEN2,UTR3
PSEN2_ENSG00000143801.18,PAS1192_AATAAA_0.45,0.236648221,NA,PSEN2_ENSG00000143801.18,3.686483116,1,0.054855165,0.285565404,PSEN2_ENSG00000143801.18,0.149968248,0.149968248,0.149968248,0.321821115,0.321821115,0.321821115,0.171852866,chr1,226903795,226903796,22,+,ENSG00000143801.18,PSEN2,UTR3
RPL19_ENSG00000108298.12,PAS21501_None_0.25,0.236648221,NA,RPL19_ENSG00000108298.12,3.686576681,1,0.054852088,0.285565404,RPL19_ENSG00000108298.12,0.016164143,0.016164143,0.016164143,0.010275829,0.010275829,0.010275829,-0.005888314,chr17,39203043,39203044,11,+,ENSG00000108298.12,RPL19,UTR3
RPL19_ENSG00000108298.12,PAS21502_AATAAA_0,0.236648221,NA,RPL19_ENSG00000108298.12,3.686576681,1,0.054852088,0.285565404,RPL19_ENSG00000108298.12,0.983835857,0.983835857,0.983835857,0.989724171,0.989724171,0.989724171,0.005888314,chr17,39204726,39204727,14658,+,ENSG00000108298.12,RPL19,UTR3
ASXL1_ENSG00000171456.21,PAS24826_APA_0.3,0.001865126,1,ASXL1_ENSG00000171456.21,3.688934349,1,0.054774602,0.285565404,ASXL1_ENSG00000171456.21,0.039749452,0.039749452,0.039749452,0.015872279,0.015872279,0.015872279,-0.023877172,chr20,32438992,32438993,25,+,ENSG00000171456.21,ASXL1,UTR3
SEC62_ENSG00000008952.17,PAS5191_AATAAA_0.3,0.703099351,NA,SEC62_ENSG00000008952.17,3.688556926,1,0.054786998,0.285565404,SEC62_ENSG00000008952.17,0.043080268,0.043080268,0.043080268,0.019804829,0.019804829,0.019804829,-0.023275438,chr3,169995510,169995511,42,+,ENSG00000008952.17,SEC62,UTR3
FKBP11_ENSG00000134285.11,PAS17237_AATAAA_0.4,0.236648221,NA,FKBP11_ENSG00000134285.11,3.683038084,1,0.054968605,0.285828268,FKBP11_ENSG00000134285.11,0.953313976,0.953313976,0.953313976,0.984653624,0.984653624,0.984653624,0.031339648,chr12,48921968,48921969,286,-,ENSG00000134285.11,FKBP11,UTR3
FKBP11_ENSG00000134285.11,PAS17238_None_0.25,0.236648221,NA,FKBP11_ENSG00000134285.11,3.683038084,1,0.054968605,0.285828268,FKBP11_ENSG00000134285.11,0.046686024,0.046686024,0.046686024,0.015346376,0.015346376,0.015346376,-0.031339648,chr12,48922562,48922563,17,-,ENSG00000134285.11,FKBP11,UTR3
RAB1A_ENSG00000138069.18,PAS3911_AATAAA_0.15,0.236648221,NA,RAB1A_ENSG00000138069.18,3.680682196,1,0.055046323,0.285828268,RAB1A_ENSG00000138069.18,0.158864302,0.158864302,0.158864302,0.121184208,0.121184208,0.121184208,-0.037680094,chr2,65086854,65086855,484,-,ENSG00000138069.18,RAB1A,UTR3
RAB1A_ENSG00000138069.18,PAS3912_AATAAA_0.35,0.236648221,NA,RAB1A_ENSG00000138069.18,3.680682196,1,0.055046323,0.285828268,RAB1A_ENSG00000138069.18,0.841135698,0.841135698,0.841135698,0.878815792,0.878815792,0.878815792,0.037680094,chr2,65087879,65087880,1511,-,ENSG00000138069.18,RAB1A,UTR3
SLC25A4_ENSG00000151729.11,PAS6765_None_0.2,0.236648221,NA,SLC25A4_ENSG00000151729.11,3.681037922,1,0.055034581,0.285828268,SLC25A4_ENSG00000151729.11,0.191404297,0.191404297,0.191404297,0.102690458,0.102690458,0.102690458,-0.088713838,chr4,185147021,185147022,12,+,ENSG00000151729.11,SLC25A4,UTR3
SLC25A4_ENSG00000151729.11,PAS6766_AATAAA_0.2,0.236648221,NA,SLC25A4_ENSG00000151729.11,3.681037922,1,0.055034581,0.285828268,SLC25A4_ENSG00000151729.11,0.808595703,0.808595703,0.808595703,0.897309542,0.897309542,0.897309542,0.088713838,chr4,185147269,185147270,506,+,ENSG00000151729.11,SLC25A4,UTR3
CDK1_ENSG00000170312.17,PAS13683_AATAAA_0.35,0.236800546,NA,CDK1_ENSG00000170312.17,3.678066269,1,0.055132757,0.286033435,CDK1_ENSG00000170312.17,0.430865127,0.430865127,0.430865127,0.364088869,0.364088869,0.364088869,-0.066776258,chr10,60794232,60794233,244,+,ENSG00000170312.17,CDK1,UTR3
CDK1_ENSG00000170312.17,PAS13684_ATTAAA_0.2,0.236800546,NA,CDK1_ENSG00000170312.17,3.678066269,1,0.055132757,0.286033435,CDK1_ENSG00000170312.17,0.569134873,0.569134873,0.569134873,0.635911131,0.635911131,0.635911131,0.066776258,chr10,60794849,60794850,684,+,ENSG00000170312.17,CDK1,UTR3
DCBLD2_ENSG00000057019.16,PAS5773_AATAAA_0.1,0.463644481,NA,DCBLD2_ENSG00000057019.16,3.676742049,1,0.055176566,0.286138958,DCBLD2_ENSG00000057019.16,0.126424089,0.126424089,0.126424089,0.16576047,0.16576047,0.16576047,0.03933638,chr3,98797783,98797784,237,-,ENSG00000057019.16,DCBLD2,UTR3
MRPL35_ENSG00000132313.15,PAS3006_ATTAAA_0.3,0.545767596,NA,MRPL35_ENSG00000132313.15,3.675729009,1,0.055210105,0.286191156,MRPL35_ENSG00000132313.15,0.472574125,0.472574125,0.472574125,0.40840278,0.40840278,0.40840278,-0.064171345,chr2,86210820,86210821,311,+,ENSG00000132313.15,MRPL35,UTR3
SYNCRIP_ENSG00000135316.19,PAS9763_AATAAA_0.2,0.006278883,1,SYNCRIP_ENSG00000135316.19,3.674488274,1,0.055251212,0.286282521,SYNCRIP_ENSG00000135316.19,0.227158024,0.227158024,0.227158024,0.17318435,0.17318435,0.17318435,-0.053973673,chr6,85612569,85612570,107,-,ENSG00000135316.19,SYNCRIP,UTR3
ZNF268_ENSG00000090612.22,PAS17001_AATAAA_0.3,0.23713625,NA,ZNF268_ENSG00000090612.22,3.668492593,1,0.055450313,0.286340624,ZNF268_ENSG00000090612.22,0.794343184,0.794343184,0.794343184,0.89647688,0.89647688,0.89647688,0.102133696,chr12,133205118,133205119,23,+,ENSG00000090612.22,ZNF268,UTR3
ZNF268_ENSG00000090612.22,PAS17002_APA_0.2,0.23713625,NA,ZNF268_ENSG00000090612.22,3.668492593,1,0.055450313,0.286340624,ZNF268_ENSG00000090612.22,0.205656816,0.205656816,0.205656816,0.10352312,0.10352312,0.10352312,-0.102133696,chr12,133206082,133206083,31,+,ENSG00000090612.22,ZNF268,UTR3
DYNC1H1_ENSG00000197102.14,PAS18737_AATAAA_0.05,0.23713625,NA,DYNC1H1_ENSG00000197102.14,3.668966056,1,0.055434563,0.286340624,DYNC1H1_ENSG00000197102.14,0.963294572,0.963294572,0.963294572,0.884836576,0.884836576,0.884836576,-0.078457996,chr14,102050790,102050791,5213,+,ENSG00000197102.14,DYNC1H1,UTR3
DYNC1H1_ENSG00000197102.14,PAS18738_AATAAA_0.15,0.23713625,NA,DYNC1H1_ENSG00000197102.14,3.668966056,1,0.055434563,0.286340624,DYNC1H1_ENSG00000197102.14,0.036705428,0.036705428,0.036705428,0.115163424,0.115163424,0.115163424,0.078457996,chr14,102056440,102056441,195,+,ENSG00000197102.14,DYNC1H1,UTR3
XPNPEP3_ENSG00000196236.13,PAS25859_AATAAA_0.4,0.443531689,NA,XPNPEP3_ENSG00000196236.13,3.668736653,1,0.055442193,0.286340624,XPNPEP3_ENSG00000196236.13,0.161840859,0.161840859,0.161840859,0.063637411,0.063637411,0.063637411,-0.098203448,chr22,40931929,40931930,17,+,ENSG00000196236.13,XPNPEP3,UTR3
NSA2_ENSG00000164346.10,PAS7524_ATTAAA_0.25,0.23713625,NA,NSA2_ENSG00000164346.10,3.671255743,1,0.055358461,0.286340624,NSA2_ENSG00000164346.10,0.994294859,0.994294859,0.994294859,0.985222858,0.985222858,0.985222858,-0.009072001,chr5,74776807,74776808,660,+,ENSG00000164346.10,NSA2,UTR3
NSA2_ENSG00000164346.10,PAS7526_APA_0.25,0.23713625,NA,NSA2_ENSG00000164346.10,3.671255743,1,0.055358461,0.286340624,NSA2_ENSG00000164346.10,0.005705141,0.005705141,0.005705141,0.014777142,0.014777142,0.014777142,0.009072001,chr5,74777569,74777570,34,+,ENSG00000164346.10,NSA2,UTR3
AMACR_ENSG00000242110.9,PAS8103_AATAAA_0.05,0.439739541,NA,AMACR_ENSG00000242110.9,3.670645401,1,0.055378736,0.286340624,AMACR_ENSG00000242110.9,0.358146481,0.358146481,0.358146481,0.153221437,0.153221437,0.153221437,-0.204925044,chr5,33987173,33987174,18,-,ENSG00000242110.9,AMACR,UTR3
