gene_name,ensembl_ID,feature_id,chr,start,end,strand,pA_type,APA_and_gene_class_96hrs,log2FoldChange_24hrs,log2FoldChange_48hrs,log2FoldChange_72hrs,log2FoldChange_96hrs,prox_to_dist_shift_24hrs,prox_to_dist_shift_48hrs,prox_to_dist_shift_72hrs,prox_to_dist_shift_96hrs
CKAP2,ENSG00000136108,PAS35571_ATTAAA_0.3,chr13,52476348,52476349,+,proximal pA,down_not_lengthened,-0.08928974571087556,-0.5485063529957706,-1.7086789488268768,-1.6777017493387218,-0.011642793574331844,0.12626328118427166,-0.08711857099999999,-0.014698137481562387
CKAP2,ENSG00000136108,PAS35572_AATAAA_0.25,chr13,52476625,52476626,+,distal pA,down_not_lengthened,-0.08928974571087556,-0.5485063529957706,-1.7086789488268768,-1.6777017493387218,-0.011642793574331844,0.12626328118427166,-0.08711857099999999,-0.014698137481562387
CKAP2L,ENSG00000169607,PAS8235_ATTAAA_0.1,chr2,112737870,112737871,-,proximal pA,down_not_lengthened,0.08140933172251305,-0.5019539405352735,-1.7050465864713875,-1.8094182250751731,-0.13449103039910515,-0.023440540914530905,0.17579072,0.11809014389777411
CKAP2L,ENSG00000169607,PAS8233_AATAAA_0.4,chr2,112736345,112736346,-,distal pA,down_not_lengthened,0.08140933172251305,-0.5019539405352735,-1.7050465864713875,-1.8094182250751731,-0.13449103039910515,-0.023440540914530905,0.17579072,0.11809014389777411
COPG2,ENSG00000158623,PAS22275_ATTAAA_0.3,chr7,130506530,130506531,-,proximal pA,down_not_lengthened,-0.7471726891824241,-1.6280571398767494,-1.7894013183901478,-1.0906218659578617,0.1678138918063823,0.179303540349939,0.2985436304549577,0.14890045274146668
COPG2,ENSG00000158623,PAS22274_AATAAA_0.35,chr7,130506240,130506241,-,distal pA,down_not_lengthened,-0.7471726891824241,-1.6280571398767494,-1.7894013183901478,-1.0906218659578617,0.1678138918063823,0.179303540349939,0.2985436304549577,0.14890045274146668
COPS6,ENSG00000168090,PAS20727_APA_0.3,chr7,100092183,100092184,+,distal pA,down_not_lengthened,-0.05615152975387135,-0.24631697116439297,-0.4583027909328498,-0.6764411018291683,-0.06772053092827479,-0.017536373197037824,-0.04324129,-0.06046464923614825
COPS6,ENSG00000168090,PAS20726_AATAAA_0,chr7,100091906,100091907,+,proximal pA,down_not_lengthened,-0.05615152975387135,-0.24631697116439297,-0.4583027909328498,-0.6764411018291683,-0.06772053092827479,-0.017536373197037824,-0.04324129,-0.06046464923614825
COQ2,ENSG00000173085,PAS14017_AATAAA_0.15,chr4,83263825,83263826,-,distal pA,down_not_lengthened,-0.4725211521384602,-0.6773925949243401,-1.4036562138237452,-1.2753623936262832,0.009267276347237896,6.854399022024893e-4,0.011311816,0.00722425484210687
COQ2,ENSG00000173085,PAS14018_AATAAA_0.35,chr4,83264304,83264305,-,proximal pA,down_not_lengthened,-0.4725211521384602,-0.6773925949243401,-1.4036562138237452,-1.2753623936262832,0.009267276347237896,6.854399022024893e-4,0.011311816,0.00722425484210687
COQ7,ENSG00000167186,PAS40322_AATAAA_0.3,chr16,19080027,19080028,+,distal pA,down_not_lengthened,0.1907151223157728,-0.16334323982749152,-0.4010642598873075,-1.2134210638850629,-0.1656967512786447,-0.04505480804881811,-0.13624254474395064,0.042884533780619405
COQ7,ENSG00000167186,PAS40320_AATAAA_0.25,chr16,19078300,19078301,+,proximal pA,down_not_lengthened,0.1907151223157728,-0.16334323982749152,-0.4010642598873075,-1.2134210638850629,-0.1656967512786447,-0.04505480804881811,-0.13624254474395064,0.042884533780619405
COX20,ENSG00000203667,PAS2501_AATAAA_0.15,chr1,244843282,244843283,+,proximal pA,down_not_lengthened,-1.278274208671202,-1.6042477733630571,-1.3513982649909535,-1.254008850952896,0.008390264929927449,0.07216782724324844,0.0799160061953014,0.11906248030801547
COX20,ENSG00000203667,PAS2502_AATAAA_0.3,chr1,244845054,244845055,+,distal pA,down_not_lengthened,-1.278274208671202,-1.6042477733630571,-1.3513982649909535,-1.254008850952896,0.008390264929927449,0.07216782724324844,0.0799160061953014,0.11906248030801547
CPSF4,ENSG00000160917,PAS20701_ATTAAA_0.3,chr7,99457370,99457371,+,distal pA,down_not_lengthened,-0.12888932583127474,-0.965066744598548,-1.0709680362382208,-0.7838555132241439,-0.024895059363698124,-0.03610918790583418,-0.01780069,0.09321890442776404
CPSF4,ENSG00000160917,PAS20700_None_0.25,chr7,99456890,99456891,+,proximal pA,down_not_lengthened,-0.12888932583127474,-0.965066744598548,-1.0709680362382208,-0.7838555132241439,-0.024895059363698124,-0.03610918790583418,-0.01780069,0.09321890442776404
CRIM1,ENSG00000150938,PAS5474_AATAAA_0.3,chr2,36550734,36550735,+,proximal pA,down_not_lengthened,0.2644137824198946,-0.31807912206696526,-0.9152178372776872,-0.7060531767354173,0.03059454178853438,-0.012744371751574335,0.06221434685899635,0.02794897645832306
CRIM1,ENSG00000150938,PAS5475_AATAAA_0.25,chr2,36551032,36551033,+,distal pA,down_not_lengthened,0.2644137824198946,-0.31807912206696526,-0.9152178372776872,-0.7060531767354173,0.03059454178853438,-0.012744371751574335,0.06221434685899635,0.02794897645832306
CRTAP,ENSG00000170275,PAS9374_APA_0.35,chr3,33143163,33143164,+,proximal pA,down_not_lengthened,-0.5922747274943587,-0.7605707178470569,-0.851528190231614,-0.7186367625556965,0.19127488124165143,0.18658972754036043,0.215241303,0.16156679197556045
CRTAP,ENSG00000170275,PAS9376_AATAAA_0.1,chr3,33145029,33145030,+,distal pA,down_not_lengthened,-0.5922747274943587,-0.7605707178470569,-0.851528190231614,-0.7186367625556965,0.19127488124165143,0.18658972754036043,0.215241303,0.16156679197556045
CSTF2,ENSG00000101811,PAS52184_AATAAA_0.45,chrX,100841517,100841518,+,distal pA,down_not_lengthened,-0.26758024593680696,-0.8369010406168887,-0.7183407161889471,-0.902205312186912,0.08410682478101983,0.15739099134846202,0.066286606,0.09823787265390571
CSTF2,ENSG00000101811,PAS52183_AATAAA_0.4,chrX,100840931,100840932,+,proximal pA,down_not_lengthened,-0.26758024593680696,-0.8369010406168887,-0.7183407161889471,-0.902205312186912,0.08410682478101983,0.15739099134846202,0.066286606,0.09823787265390571
CYP7B1,ENSG00000172817,PAS23968_AATAAA_0.35,chr8,64596599,64596600,-,proximal pA,down_not_lengthened,0.0218004389124886,-0.5259848103326076,-0.5372203410831154,-1.0254994665627934,0.3639740057729323,0.38222181335701366,0.03315612627525058,0.03168682704979098
CYP7B1,ENSG00000172817,PAS23966_AATAAA_0.3,chr8,64590853,64590854,-,distal pA,down_not_lengthened,0.0218004389124886,-0.5259848103326076,-0.5372203410831154,-1.0254994665627934,0.3639740057729323,0.38222181335701366,0.03315612627525058,0.03168682704979098
DBNL,ENSG00000136279,PAS20345_None_0.15,chr7,44061566,44061567,+,proximal pA,down_not_lengthened,0.054638689624932665,-0.4485668223676806,-0.42725664851238254,-0.6531675236005062,-0.03231563921129499,0.0029246582745814376,0.032977571688503314,0.04435008664039552
DBNL,ENSG00000136279,PAS20346_APA_0.25,chr7,44069251,44069252,+,distal pA,down_not_lengthened,0.054638689624932665,-0.4485668223676806,-0.42725664851238254,-0.6531675236005062,-0.03231563921129499,0.0029246582745814376,0.032977571688503314,0.04435008664039552
DCUN1D1,ENSG00000043093,PAS12195_APA_0.2,chr3,182941133,182941134,-,distal pA,down_not_lengthened,-0.26174626604963186,-0.3867279226046616,-0.4658133435932407,-0.6575703528747007,0.027108121931413084,-0.011710872505264522,0.08205054127109497,-0.17991305504321448
DCUN1D1,ENSG00000043093,PAS12196_APA_0.2,chr3,182941438,182941439,-,proximal pA,down_not_lengthened,-0.26174626604963186,-0.3867279226046616,-0.4658133435932407,-0.6575703528747007,0.027108121931413084,-0.011710872505264522,0.08205054127109497,-0.17991305504321448
DCUN1D4,ENSG00000109184,PAS12820_AATAAA_0.15,chr4,51914804,51914805,+,proximal pA,down_not_lengthened,0.139015490111458,-0.3841340554817485,-0.5726271073377691,-0.8777815958822092,0.23978848356365295,0.08435172011282077,0.017075378999999998,0.13624937352615366
DCUN1D4,ENSG00000109184,PAS12823_AATAAA_0.35,chr4,51916834,51916835,+,distal pA,down_not_lengthened,0.139015490111458,-0.3841340554817485,-0.5726271073377691,-0.8777815958822092,0.23978848356365295,0.08435172011282077,0.017075378999999998,0.13624937352615366
DDX17,ENSG00000100201,PAS51530_AATAAA_0.2,chr22,38483439,38483440,-,distal pA,down_not_lengthened,0.0921539654208724,-0.17616047355079145,-0.2723075679104907,-0.7440389270919089,0.0050113825246038135,-0.012142112006295225,0.037897224,0.05727520936033759
DDX17,ENSG00000100201,PAS51531_None_0.1,chr22,38483655,38483656,-,proximal pA,down_not_lengthened,0.0921539654208724,-0.17616047355079145,-0.2723075679104907,-0.7440389270919089,0.0050113825246038135,-0.012142112006295225,0.037897224,0.05727520936033759
DECR1,ENSG00000104325,PAS23113_AATAAA_0.15,chr8,90053631,90053632,+,distal pA,down_not_lengthened,-0.261060453810745,-0.6735585668775601,-0.6657301621094933,-0.7705335543144937,NA,0.048676647289636055,0.06496924,0.06595689345887279
DECR1,ENSG00000104325,PAS23112_AATAAA_0.4,chr8,90051998,90051999,+,proximal pA,down_not_lengthened,-0.261060453810745,-0.6735585668775601,-0.6657301621094933,-0.7705335543144937,NA,0.048676647289636055,0.06496924,0.06595689345887279
DEPDC1,ENSG00000024526,PAS3533_ATTAAA_0.1,chr1,68474153,68474154,-,distal pA,down_not_lengthened,-0.6653617382983076,-1.2054494255842556,-2.361586934938836,-2.403924531161393,-0.12760862941511325,-0.19023563597822002,-0.008475835000000001,0.03523306710403623
DEPDC1,ENSG00000024526,PAS3535_AATAAA_0.2,chr1,68475583,68475584,-,proximal pA,down_not_lengthened,-0.6653617382983076,-1.2054494255842556,-2.361586934938836,-2.403924531161393,-0.12760862941511325,-0.19023563597822002,-0.008475835000000001,0.03523306710403623
DEPDC1B,ENSG00000035499,PAS16245_AATAAA_0.35,chr5,60596921,60596922,-,distal pA,down_not_lengthened,0.1287505880289275,-0.6874495185437065,-1.812744626222956,-1.7779895231162035,0.10507918657420934,0.008338948266485957,0.007724398,0.13244326157049036
DEPDC1B,ENSG00000035499,PAS16246_ATTAAA_0.3,chr5,60597423,60597424,-,proximal pA,down_not_lengthened,0.1287505880289275,-0.6874495185437065,-1.812744626222956,-1.7779895231162035,0.10507918657420934,0.008338948266485957,0.007724398,0.13244326157049036
DIAPH3,ENSG00000139734,PAS36126_AATAAA_0.4,chr13,59665590,59665591,-,distal pA,down_not_lengthened,-0.09495245456595788,-1.3241412068471654,-2.5681732306226217,-2.5668800961656286,0.03526618170411644,0.1274835220179793,0.153500612,0.06911505839571468
DIAPH3,ENSG00000139734,PAS36127_AATAAA_0.2,chr13,59666433,59666434,-,proximal pA,down_not_lengthened,-0.09495245456595788,-1.3241412068471654,-2.5681732306226217,-2.5668800961656286,0.03526618170411644,0.1274835220179793,0.153500612,0.06911505839571468
DIPK1B,ENSG00000165716,PAS25719_AATAAA_0.1,chr9,136724714,136724715,+,distal pA,down_not_lengthened,-0.20127830692933232,-0.37403317903596073,-0.43321179339312266,-0.8009753166153462,-0.008192198349126212,0.2790030583855977,0.1397743,0.19033353834420463
DIPK1B,ENSG00000165716,PAS25718_AATAAA_0.25,chr9,136724034,136724035,+,proximal pA,down_not_lengthened,-0.20127830692933232,-0.37403317903596073,-0.43321179339312266,-0.8009753166153462,-0.008192198349126212,0.2790030583855977,0.1397743,0.19033353834420463
DLC1,ENSG00000164741,PAS23656_AATAAA_0.25,chr8,13083362,13083363,-,distal pA,down_not_lengthened,0.09786791858452262,-0.2870441936059483,-0.6845690901174323,-0.7479750275857296,-0.043392487913411326,0.08017285736957386,0.020130563,-0.013351056819176255
DLC1,ENSG00000164741,PAS23658_None_0.2,chr8,13085576,13085577,-,proximal pA,down_not_lengthened,0.09786791858452262,-0.2870441936059483,-0.6845690901174323,-0.7479750275857296,-0.043392487913411326,0.08017285736957386,0.020130563,-0.013351056819176255
DNA2,ENSG00000138346,PAS28647_AATAAA_0.3,chr10,68414690,68414691,-,proximal pA,down_not_lengthened,-0.05682715228567228,-1.010455888274305,-0.8707104021813861,-0.929666241133543,0.011831443278615073,-0.054368884829887554,0.102185388,0.07739528037889432
DNA2,ENSG00000138346,PAS28646_AATAAA_0.3,chr10,68414064,68414065,-,distal pA,down_not_lengthened,-0.05682715228567228,-1.010455888274305,-0.8707104021813861,-0.929666241133543,0.011831443278615073,-0.054368884829887554,0.102185388,0.07739528037889432
DONSON,ENSG00000159147,PAS50485_AATAAA_0.2,chr21,33577905,33577906,-,distal pA,down_not_lengthened,-0.1296915779943658,-0.4751149309277836,-0.6462439287149457,-0.6717317246321316,0.05512073199153478,-0.008064229059030925,-0.018015926,0.050707101253618214
DONSON,ENSG00000159147,PAS50486_APA_0.35,chr21,33578187,33578188,-,proximal pA,down_not_lengthened,-0.1296915779943658,-0.4751149309277836,-0.6462439287149457,-0.6717317246321316,0.05512073199153478,-0.008064229059030925,-0.018015926,0.050707101253618214
DPYSL5,ENSG00000157851,PAS5335_AATAAA_0.1,chr2,26949947,26949948,+,proximal pA,down_not_lengthened,-0.3373237715106978,-1.4500587982304665,-1.626691653425406,-1.637283881169253,0.0011960347806631022,0.09290777190260069,0.10383319400000002,0.10192570577016857
DPYSL5,ENSG00000157851,PAS5336_ATTAAA_0.1,chr2,26950349,26950350,+,distal pA,down_not_lengthened,-0.3373237715106978,-1.4500587982304665,-1.626691653425406,-1.637283881169253,0.0011960347806631022,0.09290777190260069,0.10383319400000002,0.10192570577016857
DSN1,ENSG00000149636,PAS49755_ATTAAA_0.2,chr20,36751795,36751796,-,distal pA,down_not_lengthened,-0.8031095776823409,-1.6613976169665108,-1.4332236077804663,-1.217822410301649,0.03542351021913648,-0.08306216538044958,-0.00472023,0.1017505076781357
DSN1,ENSG00000149636,PAS49756_ATTAAA_0.25,chr20,36752035,36752036,-,proximal pA,down_not_lengthened,-0.8031095776823409,-1.6613976169665108,-1.4332236077804663,-1.217822410301649,0.03542351021913648,-0.08306216538044958,-0.00472023,0.1017505076781357
DYNLL2,ENSG00000264364,PAS43126_ATTAAA_0.1,chr17,58091221,58091222,+,distal pA,down_not_lengthened,-0.4474574294291637,-1.1977150407013943,-1.1149581790328649,-0.7727181978528882,-3.60464038666658e-4,0.010052499445453163,0.070041122,0.07083071562924445
DYNLL2,ENSG00000264364,PAS43125_APA_0.05,chr17,58089449,58089450,+,proximal pA,down_not_lengthened,-0.4474574294291637,-1.1977150407013943,-1.1149581790328649,-0.7727181978528882,-3.60464038666658e-4,0.010052499445453163,0.070041122,0.07083071562924445
DZIP1,ENSG00000134874,PAS36220_AATAAA_0.45,chr13,95581411,95581412,-,proximal pA,down_not_lengthened,-0.9019746305985804,-0.6667908609686866,-0.6603400545898053,-0.8341179995689714,0.3403657937675857,0.19775636806869634,0.3403956763702911,0.06891921389303846
DZIP1,ENSG00000134874,PAS36219_APA_0.1,chr13,95581116,95581117,-,distal pA,down_not_lengthened,-0.9019746305985804,-0.6667908609686866,-0.6603400545898053,-0.8341179995689714,0.3403657937675857,0.19775636806869634,0.3403956763702911,0.06891921389303846
E2F1,ENSG00000101412,PAS49651_None_0.25,chr20,33676182,33676183,-,proximal pA,down_not_lengthened,-0.6625286497455936,-2.590178629984512,-3.2734504495166314,-2.113353369045516,0.0596629613382933,0.016029835295554462,0.08139994009639326,0.08996520841347988
E2F1,ENSG00000101412,PAS49650_AATAAA_0.05,chr20,33675682,33675683,-,distal pA,down_not_lengthened,-0.6625286497455936,-2.590178629984512,-3.2734504495166314,-2.113353369045516,0.0596629613382933,0.016029835295554462,0.08139994009639326,0.08996520841347988
ECT2,ENSG00000114346,PAS10487_AATAAA_0.25,chr3,172821466,172821467,+,distal pA,down_not_lengthened,0.1893539517196313,-0.1504106241782128,-0.9701417323807728,-0.8210698448509659,-0.03615049516754204,-0.05531152246331184,0.031548613,0.1621453099916425
ECT2,ENSG00000114346,PAS10486_ATTAAA_0.2,chr3,172821182,172821183,+,proximal pA,down_not_lengthened,0.1893539517196313,-0.1504106241782128,-0.9701417323807728,-0.8210698448509659,-0.03615049516754204,-0.05531152246331184,0.031548613,0.1621453099916425
EEF1AKMT2,ENSG00000203791,PAS29264_APA_0.1,chr10,124759954,124759955,-,distal pA,down_not_lengthened,-0.5367549982639783,-0.5370798137589319,-1.161555792800396,-1.2388573073544626,0.09155688751319269,-0.09530429097295101,0.106549684,0.1278654302763398
EEF1AKMT2,ENSG00000203791,PAS29265_AATAAA_0.3,chr10,124760311,124760312,-,proximal pA,down_not_lengthened,-0.5367549982639783,-0.5370798137589319,-1.161555792800396,-1.2388573073544626,0.09155688751319269,-0.09530429097295101,0.106549684,0.1278654302763398
EFS,ENSG00000100842,PAS37353_AATAAA_0.25,chr14,23356405,23356406,-,distal pA,down_not_lengthened,-1.0402770067025795,-0.7916755090640237,-1.3587930624148243,-1.2874907355029914,-0.0557423774845579,-0.016893482338353305,-0.28973100397681795,0.1326170448056821
EFS,ENSG00000100842,PAS37354_AATAAA_0.05,chr14,23356662,23356663,-,proximal pA,down_not_lengthened,-1.0402770067025795,-0.7916755090640237,-1.3587930624148243,-1.2874907355029914,-0.0557423774845579,-0.016893482338353305,-0.28973100397681795,0.1326170448056821
EIF4E,ENSG00000151247,PAS14082_AATAAA_0.35,chr4,98879276,98879277,-,distal pA,down_not_lengthened,0.045900245621966144,-0.4538358526382277,-0.5513099101627627,-0.6594087097096821,-0.1447596882804874,0.16582929587096973,0.08460211200000001,0.18356153230181887
EIF4E,ENSG00000151247,PAS14084_AATAAA_0.3,chr4,98880061,98880062,-,proximal pA,down_not_lengthened,0.045900245621966144,-0.4538358526382277,-0.5513099101627627,-0.6594087097096821,-0.1447596882804874,0.16582929587096973,0.08460211200000001,0.18356153230181887
EIF4G3,ENSG00000075151,PAS2868_APA_0.35,chr1,20807080,20807081,-,proximal pA,down_not_lengthened,-0.6111335038879077,-1.0133767640145044,-0.9019021387623908,-0.9642844811116156,0.08830958380313136,-0.14353298540039006,0.03805623395174805,-0.05272651530324646
EIF4G3,ENSG00000075151,PAS2867_AATAAA_0.35,chr1,20806477,20806478,-,distal pA,down_not_lengthened,-0.6111335038879077,-1.0133767640145044,-0.9019021387623908,-0.9642844811116156,0.08830958380313136,-0.14353298540039006,0.03805623395174805,-0.05272651530324646
EMG1,ENSG00000126749,PAS32139_AATAAA_0.15,chr12,6979933,6979934,+,distal pA,down_not_lengthened,0.14880907239454935,-0.4528009276290198,-0.6897843843946658,-0.7626969957578859,0.020772578016637344,0.05418438375478175,0.06771885017631579,0.0678617881703989
EMG1,ENSG00000126749,PAS32136_None_0.15,chr12,6975973,6975974,+,proximal pA,down_not_lengthened,0.14880907239454935,-0.4528009276290198,-0.6897843843946658,-0.7626969957578859,0.020772578016637344,0.05418438375478175,0.06771885017631579,0.0678617881703989
ERLIN1,ENSG00000107566,PAS28985_AATAAA_0.1,chr10,100150094,100150095,-,distal pA,down_not_lengthened,-0.007223947568017829,-0.5862088184161084,-0.7845296183127771,-1.055089197168051,0.07594085651584306,0.127824379998348,NA,0.15011799490277689
ERLIN1,ENSG00000107566,PAS28986_AATAAA_0.25,chr10,100150439,100150440,-,proximal pA,down_not_lengthened,-0.007223947568017829,-0.5862088184161084,-0.7845296183127771,-1.055089197168051,0.07594085651584306,0.127824379998348,NA,0.15011799490277689
ERLIN2,ENSG00000147475,PAS22783_APA_0.2,chr8,37757387,37757388,+,distal pA,down_not_lengthened,-0.8565590272454445,-0.94699173327275,-0.7142696622064684,-0.6288687251930098,-0.04458175628791467,0.07624907256412336,-0.0012173670000000004,0.13161627477562635
ERLIN2,ENSG00000147475,PAS22782_ATTAAA_0.25,chr8,37756919,37756920,+,proximal pA,down_not_lengthened,-0.8565590272454445,-0.94699173327275,-0.7142696622064684,-0.6288687251930098,-0.04458175628791467,0.07624907256412336,-0.0012173670000000004,0.13161627477562635
ESYT1,ENSG00000139641,PAS32728_APA_0.25,chr12,56144235,56144236,+,proximal pA,down_not_lengthened,-0.1243574418998096,-0.5225764331293146,-0.6313654893914328,-0.6301327232338709,0.01746652939347995,0.0030807210934782614,0.06064155762532235,0.08332731934864074
ESYT1,ENSG00000139641,PAS32729_ATTAAA_0.2,chr12,56144667,56144668,+,distal pA,down_not_lengthened,-0.1243574418998096,-0.5225764331293146,-0.6313654893914328,-0.6301327232338709,0.01746652939347995,0.0030807210934782614,0.06064155762532235,0.08332731934864074
EVA1A,ENSG00000115363,PAS7940_AATAAA_0.05,chr2,75492317,75492318,-,distal pA,down_not_lengthened,-0.5971572316137084,-0.6243394969319384,-0.8128147436920796,-0.5873043732402048,0.1940351304769774,0.19029170854115815,-0.001192169783032563,0.1984869391897688
EVA1A,ENSG00000115363,PAS7941_AATAAA_0.2,chr2,75492813,75492814,-,proximal pA,down_not_lengthened,-0.5971572316137084,-0.6243394969319384,-0.8128147436920796,-0.5873043732402048,0.1940351304769774,0.19029170854115815,-0.001192169783032563,0.1984869391897688
EXOSC8,ENSG00000120699,PAS35434_ATTAAA_0.2,chr13,37009611,37009612,+,distal pA,down_not_lengthened,-0.23343373459644656,-1.0645245307997142,-1.0563636624760442,-1.1027583179324585,0.052218945749925694,0.04495661969179965,0.063938498,0.06590512042778673
EXOSC8,ENSG00000120699,PAS35433_AATAAA_0.3,chr13,37009397,37009398,+,proximal pA,down_not_lengthened,-0.23343373459644656,-1.0645245307997142,-1.0563636624760442,-1.1027583179324585,0.052218945749925694,0.04495661969179965,0.063938498,0.06590512042778673
FADS1,ENSG00000149485,PAS31264_AATAAA_0.4,chr11,61799630,61799631,-,distal pA,down_not_lengthened,-1.4877507727294166,-2.0456528037947272,-1.5945805981761536,-1.4768229430386135,-0.050134818876649556,0.03787987377959798,-0.061552915,-0.05603025637862852
FADS1,ENSG00000149485,PAS31265_APA_0.3,chr11,61800187,61800188,-,proximal pA,down_not_lengthened,-1.4877507727294166,-2.0456528037947272,-1.5945805981761536,-1.4768229430386135,-0.050134818876649556,0.03787987377959798,-0.061552915,-0.05603025637862852
FAHD1,ENSG00000180185,PAS40089_AATAAA_0.15,chr16,1828643,1828644,+,proximal pA,down_not_lengthened,-0.7272594005541145,-0.6834421288617332,-0.2934712563849015,-0.717121169832592,0.06471902780432143,-0.04318836806884755,-0.072988836,0.19902967255880358
FAHD1,ENSG00000180185,PAS40090_AATAAA_0.35,chr16,1828907,1828908,+,distal pA,down_not_lengthened,-0.7272594005541145,-0.6834421288617332,-0.2934712563849015,-0.717121169832592,0.06471902780432143,-0.04318836806884755,-0.072988836,0.19902967255880358
FAM110A,ENSG00000125898,PAS48687_APA_0.1,chr20,845946,845947,+,proximal pA,down_not_lengthened,-0.13324023406246222,-0.9657613519382277,-1.5154679375005635,-1.6646112914334057,0.0808450578414252,-0.11157821522358283,NA,-0.007346152499762559
FAM110A,ENSG00000125898,PAS48688_AATAAA_0.2,chr20,846274,846275,+,distal pA,down_not_lengthened,-0.13324023406246222,-0.9657613519382277,-1.5154679375005635,-1.6646112914334057,0.0808450578414252,-0.11157821522358283,NA,-0.007346152499762559
FAR2,ENSG00000064763,PAS32408_ATTAAA_0.2,chr12,29334071,29334072,+,proximal pA,down_not_lengthened,-0.638743719523983,-1.2088157118737233,-1.2629516453700986,-1.5541434761222617,0.30284197366727544,0.20716840059493813,-6.078325542229236e-4,0.07277093718089828
FAR2,ENSG00000064763,PAS32409_AATAAA_0.1,chr12,29335614,29335615,+,distal pA,down_not_lengthened,-0.638743719523983,-1.2088157118737233,-1.2629516453700986,-1.5541434761222617,0.30284197366727544,0.20716840059493813,-6.078325542229236e-4,0.07277093718089828
FARP2,ENSG00000006607,PAS7236_None_0.25,chr2,241445263,241445264,+,proximal pA,down_not_lengthened,-0.09384137348599318,-0.31866947411244895,-0.438655375911997,-0.6013150117270977,-0.033754304236852106,-0.005412183163314377,NA,-0.1318461333612117
FARP2,ENSG00000006607,PAS7237_AATAAA_0.25,chr2,241447138,241447139,+,distal pA,down_not_lengthened,-0.09384137348599318,-0.31866947411244895,-0.438655375911997,-0.6013150117270977,-0.033754304236852106,-0.005412183163314377,NA,-0.1318461333612117
FEZ2,ENSG00000171055,PAS7525_ATTAAA_0.3,chr2,36552530,36552531,-,proximal pA,down_not_lengthened,-0.5046807367249834,-0.8335985241658624,-0.9122955441329652,-0.660361239086867,0.08974392285725796,0.033420866474022703,0.114807016,0.14427346344235958
FEZ2,ENSG00000171055,PAS7524_AATAAA_0.45,chr2,36552262,36552263,-,distal pA,down_not_lengthened,-0.5046807367249834,-0.8335985241658624,-0.9122955441329652,-0.660361239086867,0.08974392285725796,0.033420866474022703,0.114807016,0.14427346344235958
FIGNL1,ENSG00000132436,PAS21711_ATTAAA_0.2,chr7,50444135,50444136,-,distal pA,down_not_lengthened,0.015005074216995444,-0.648196519487045,-0.23614170167568788,-0.745207416918809,0.14238521833851492,-0.0445558542090545,-0.029956985677772295,-0.016897885336362273
FIGNL1,ENSG00000132436,PAS21712_AATAAA_0.25,chr7,50444476,50444477,-,proximal pA,down_not_lengthened,0.015005074216995444,-0.648196519487045,-0.23614170167568788,-0.745207416918809,0.14238521833851492,-0.0445558542090545,-0.029956985677772295,-0.016897885336362273
FKBP5,ENSG00000096060,PAS19007_AATAAA_0.1,chr6,35573590,35573591,-,distal pA,down_not_lengthened,-0.16536471348852233,-0.3907163767570317,-0.6667465911100916,-1.049479495043869,-0.002312706686721233,0.05697116541168579,0.20863305406601368,0.11433264857469105
FKBP5,ENSG00000096060,PAS19008_APA_0.1,chr6,35574139,35574140,-,proximal pA,down_not_lengthened,-0.16536471348852233,-0.3907163767570317,-0.6667465911100916,-1.049479495043869,-0.002312706686721233,0.05697116541168579,0.20863305406601368,0.11433264857469105
FOXM1,ENSG00000111206,PAS33722_APA_0.35,chr12,2857990,2857991,-,proximal pA,down_not_lengthened,0.04611520511775735,-1.1708879337139082,-2.195403247633061,-2.4146077355167974,0.02507230609741629,0.02221180855535898,0.003359498,0.0030222975671095886
FOXM1,ENSG00000111206,PAS33721_AATAAA_0.1,chr12,2857685,2857686,-,distal pA,down_not_lengthened,0.04611520511775735,-1.1708879337139082,-2.195403247633061,-2.4146077355167974,0.02507230609741629,0.02221180855535898,0.003359498,0.0030222975671095886
FOXRED2,ENSG00000100350,PAS51482_None_0.15,chr22,36489044,36489045,-,proximal pA,down_not_lengthened,-0.6745060204769174,-1.1395181265157952,-0.859776681636768,-1.077321321776288,0.1097956627731772,0.13566767895925813,0.09943680841451602,0.14285324566811886
FOXRED2,ENSG00000100350,PAS51481_APA_0.3,chr22,36487193,36487194,-,distal pA,down_not_lengthened,-0.6745060204769174,-1.1395181265157952,-0.859776681636768,-1.077321321776288,0.1097956627731772,0.13566767895925813,0.09943680841451602,0.14285324566811886
G2E3,ENSG00000092140,PAS36462_ATTAAA_0.35,chr14,30619518,30619519,+,distal pA,down_not_lengthened,0.009708962477593308,-0.517553977010597,-0.8337394951611303,-1.212834359209019,-0.06420987052071692,0.03285560071941576,0.009861294999999999,0.03377502018437742
G2E3,ENSG00000092140,PAS36461_APA_0.3,chr14,30619230,30619231,+,proximal pA,down_not_lengthened,0.009708962477593308,-0.517553977010597,-0.8337394951611303,-1.212834359209019,-0.06420987052071692,0.03285560071941576,0.009861294999999999,0.03377502018437742
G3BP1,ENSG00000145907,PAS15678_ATTAAA_0.45,chr5,151805344,151805345,+,distal pA,down_not_lengthened,0.14536923294167764,-0.36899401028263706,-0.535280664474113,-0.6018663582891092,0.028944216436599002,0.06090569049831873,0.030261496325387556,0.08748152443789278
